quadro,regiao,linha,coluna,valor,nota
4,Brasil,ate_2100,ind_mulheres,146531,""
4,Brasil,2101_3300,ind_mulheres,63918,""
4,Brasil,3301_4500,ind_mulheres,45016,""
4,Brasil,4501_6000,ind_mulheres,105265,""
4,Brasil,6001_10000,ind_mulheres,89541,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Brasil,10001_20000,ind_mulheres,13337,""
4,Brasil,20001_mais,ind_mulheres,2493,""
4,Brasil,sem_rendimento,ind_mulheres,28069,""
4,Brasil,sem_declaracao,ind_mulheres,9586,""
4,Brasil,TOTAIS,outras_homens,5199294,""
4,Brasil,ate_2100,outras_homens,400053,""
4,Brasil,2101_3300,outras_homens,377961,""
4,Brasil,3301_4500,outras_homens,443025,""
4,Brasil,4501_6000,outras_homens,922077,""
4,Brasil,6001_10000,outras_homens,1401861,""
4,Brasil,10001_20000,outras_homens,991087,""
4,Brasil,20001_mais,outras_homens,434575,""
4,Brasil,sem_rendimento,outras_homens,62143,""
4,Brasil,sem_declaracao,outras_homens,166512,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Brasil,TOTAIS,outras_mulheres,2325752,""
4,Brasil,ate_2100,outras_mulheres,1047291,""
4,Brasil,2101_3300,outras_mulheres,274039,""
4,Brasil,3301_4500,outras_mulheres,162391,""
4,Brasil,4501_6000,outras_mulheres,238813,""
4,Brasil,6001_10000,outras_mulheres,305744,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Brasil,10001_20000,outras_mulheres,163769,""
4,Brasil,20001_mais,outras_mulheres,29654,""
4,Brasil,sem_rendimento,outras_mulheres,48994,""
4,Brasil,sem_declaracao,outras_mulheres,55057,""
4,Brasil,TOTAIS,inativas_homens,5542295,""
4,Brasil,ate_2100,inativas_homens,32505,""
4,Brasil,2101_3300,inativas_homens,83215,""
4,Brasil,3301_4500,inativas_homens,98020,""
4,Brasil,4501_6000,inativas_homens,83989,""
4,Brasil,6001_10000,inativas_homens,88491,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Brasil,10001_20000,inativas_homens,81581,""
4,Brasil,20001_mais,inativas_homens,43301,""
4,Brasil,sem_rendimento,inativas_homens,4980086,""
4,Brasil,sem_declaracao,inativas_homens,51107,""
4,Brasil,TOTAIS,inativas_mulheres,20567909,""
4,Brasil,ate_2100,inativas_mulheres,79246,""
4,Brasil,2101_3300,inativas_mulheres,50782,""
4,Brasil,3301_4500,inativas_mulheres,38443,""
4,Brasil,4501_6000,inativas_mulheres,28700,""
4,Brasil,6001_10000,inativas_mulheres,35935,""
4,Brasil,10001_20000,inativas_mulheres,29182,""
4,Brasil,20001_mais,inativas_mulheres,10771,""
4,Brasil,sem_rendimento,inativas_mulheres,20272839,""
4,Brasil,sem_declaracao,inativas_mulheres,22011,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Nordeste,TOTAIS,total,10628579,""
4,Nordeste,ate_2100,total,2008287,""
4,Nordeste,2101_3300,total,922665,""
4,Nordeste,3301_4500,total,497961,""
4,Nordeste,4501_6000,total,268688,""
4,Nordeste,6001_10000,total,176349,""
4,Nordeste,10001_20000,total,86581,""
4,Nordeste,20001_mais,total,63987,""
4,Nordeste,sem_rendimento,total,6585654,""
4,Nordeste,sem_declaracao,total,18407,""
4,Nordeste,TOTAIS,agro_homens,3037219,""
4,Nordeste,ate_2100,agro_homens,1308319,""
4,Nordeste,2101_3300,agro_homens,617401,""
4,Nordeste,3301_4500,agro_homens,252105,""
4,Nordeste,4501_6000,agro_homens,88030,""
4,Nordeste,6001_10000,agro_homens,38323,""
4,Nordeste,10001_20000,agro_homens,14536,""
4,Nordeste,20001_mais,agro_homens,10507,""
4,Nordeste,sem_rendimento,agro_homens,707524,""
4,Nordeste,sem_declaracao,agro_homens,474,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Nordeste,TOTAIS,agro_mulheres,311734,""
4,Nordeste,ate_2100,agro_mulheres,125452,""
4,Nordeste,2101_3300,agro_mulheres,31758,""
4,Nordeste,3301_4500,agro_mulheres,5925,""
4,Nordeste,4501_6000,agro_mulheres,3555,""
4,Nordeste,6001_10000,agro_mulheres,1185,""
4,Nordeste,10001_20000,agro_mulheres,632,""
4,Nordeste,20001_mais,agro_mulheres,237,""
4,Nordeste,sem_rendimento,agro_mulheres,142911,""
4,Nordeste,sem_declaracao,agro_mulheres,79,""
4,Nordeste,TOTAIS,ind_homens,247938,""
4,Nordeste,ate_2100,ind_homens,52614,""
4,Nordeste,2101_3300,ind_homens,64227,""
4,Nordeste,3301_4500,ind_homens,66676,""
4,Nordeste,4501_6000,ind_homens,31063,""
4,Nordeste,6001_10000,ind_homens,16847,""
4,Nordeste,10001_20000,ind_homens,5925,""
4,Nordeste,20001_mais,ind_homens,6399,""
4,Nordeste,sem_rendimento,ind_homens,3476,""
4,Nordeste,sem_declaracao,ind_homens,711,""
4,Nordeste,TOTAIS,ind_mulheres,139356,""
4,Nordeste,ate_2100,ind_mulheres,90929,""
4,Nordeste,2101_3300,ind_mulheres,10428,""
4,Nordeste,3301_4500,ind_mulheres,10270,""
4,Nordeste,4501_6000,ind_mulheres,2133,""
4,Nordeste,6001_10000,ind_mulheres,1185,""
4,Nordeste,10001_20000,ind_mulheres,237,""
4,Nordeste,20001_mais,ind_mulheres,79,""
4,Nordeste,sem_rendimento,ind_mulheres,24095,""
4,Nordeste,sem_declaracao,ind_mulheres,0,""
4,Nordeste,TOTAIS,outras_homens,703854,""
4,Nordeste,ate_2100,outras_homens,140699,""
4,Nordeste,2101_3300,outras_homens,124429,""
4,Nordeste,3301_4500,outras_homens,122853,""
4,Nordeste,4501_6000,outras_homens,113729,""
4,Nordeste,6001_10000,outras_homens,92419,""
4,Nordeste,10001_20000,outras_homens,49925,""
4,Nordeste,20001_mais,outras_homens,40445,""
4,Nordeste,sem_rendimento,outras_homens,9717,""
4,Nordeste,sem_declaracao,outras_homens,9638,""
4,Nordeste,TOTAIS,outras_mulheres,383498,""
4,Nordeste,ate_2100,outras_mulheres,256857,""
4,Nordeste,2101_3300,outras_mulheres,45109,""
4,Nordeste,3301_4500,outras_mulheres,25201,""
4,Nordeste,4501_6000,outras_mulheres,20303,""
4,Nordeste,6001_10000,outras_mulheres,17384,""
4,Nordeste,10001_20000,outras_mulheres,7663,""
4,Nordeste,20001_mais,outras_mulheres,1580,""
4,Nordeste,sem_rendimento,outras_mulheres,6952,""
4,Nordeste,sem_declaracao,outras_mulheres,2449,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Nordeste,TOTAIS,inativas_homens,1123357,""
4,Nordeste,ate_2100,inativas_homens,12561,""
4,Nordeste,2101_3300,inativas_homens,18091,""
4,Nordeste,3301_4500,inativas_homens,10270,""
4,Nordeste,4501_6000,inativas_homens,6399,""
4,Nordeste,6001_10000,inativas_homens,6873,""
4,Nordeste,10001_20000,inativas_homens,5135,""
4,Nordeste,20001_mais,inativas_homens,3555,""
4,Nordeste,sem_rendimento,inativas_homens,1057866,""
4,Nordeste,sem_declaracao,inativas_homens,2607,""
4,Nordeste,TOTAIS,inativas_mulheres,4681623,""
4,Nordeste,ate_2100,inativas_mulheres,20856,""
4,Nordeste,2101_3300,inativas_mulheres,11222,""
4,Nordeste,3301_4500,inativas_mulheres,4661,""
4,Nordeste,4501_6000,inativas_mulheres,3476,""
4,Nordeste,6001_10000,inativas_mulheres,2133,""
4,Nordeste,10001_20000,inativas_mulheres,2528,""
4,Nordeste,20001_mais,inativas_mulheres,1185,""
4,Nordeste,sem_rendimento,inativas_mulheres,4633113,""
4,Nordeste,sem_declaracao,inativas_mulheres,2449,""
4,Leste,TOTAIS,total,17172324,""
4,Leste,ate_2100,total,1951794,""
4,Leste,2101_3300,total,1302054,""
4,Leste,3301_4500,total,883818,""
4,Leste,4501_6000,total,907530,""
4,Leste,6001_10000,total,1148940,""
4,Leste,10001_20000,total,649818,""
4,Leste,20001_mais,total,289302,""
4,Leste,sem_rendimento,total,9961068,""
4,Leste,sem_declaracao,total,78000,""
4,Leste,TOTAIS,agro_homens,3614364,""
4,Leste,ate_2100,agro_homens,1042782,""
4,Leste,2101_3300,agro_homens,853554,""
4,Leste,3301_4500,agro_homens,468078,""
4,Leste,4501_6000,agro_homens,274326,""
4,Leste,6001_10000,agro_homens,152958,""
4,Leste,10001_20000,agro_homens,62166,""
4,Leste,20001_mais,agro_homens,21372,""
4,Leste,sem_rendimento,agro_homens,736398,""
4,Leste,sem_declaracao,agro_homens,2730,""
4,Leste,TOTAIS,agro_mulheres,444054,""
4,Leste,ate_2100,agro_mulheres,117780,""
4,Leste,2101_3300,agro_mulheres,44850,""
4,Leste,3301_4500,agro_mulheres,21138,""
4,Leste,4501_6000,agro_mulheres,7956,""
4,Leste,6001_10000,agro_mulheres,4134,""
4,Leste,10001_20000,agro_mulheres,2106,""
4,Leste,20001_mais,agro_mulheres,390,""
4,Leste,sem_rendimento,agro_mulheres,245466,""
4,Leste,sem_declaracao,agro_mulheres,234,""
4,Leste,TOTAIS,ind_homens,774696,""
4,Leste,ate_2100,ind_homens,66846,""
4,Leste,2101_3300,ind_homens,81120,""
4,Leste,3301_4500,ind_homens,102024,""
4,Leste,4501_6000,ind_homens,170664,""
4,Leste,6001_10000,ind_homens,224328,""
4,Leste,10001_20000,ind_homens,89076,""
4,Leste,20001_mais,ind_homens,34008,""
4,Leste,sem_rendimento,ind_homens,2028,""
4,Leste,sem_declaracao,ind_homens,4602,""
4,Leste,TOTAIS,ind_mulheres,130806,""
4,Leste,ate_2100,ind_mulheres,41340,""
4,Leste,2101_3300,ind_mulheres,19422,""
4,Leste,3301_4500,ind_mulheres,14118,""
4,Leste,4501_6000,ind_mulheres,24414,""
4,Leste,6001_10000,ind_mulheres,21606,""
4,Leste,10001_20000,ind_mulheres,4290,""
4,Leste,20001_mais,ind_mulheres,1170,""
4,Leste,sem_rendimento,ind_mulheres,2964,""
4,Leste,sem_declaracao,ind_mulheres,1482,""
4,Leste,TOTAIS,outras_homens,1981200,""
4,Leste,ate_2100,outras_homens,172380,""
4,Leste,2101_3300,outras_homens,149058,""
4,Leste,3301_4500,outras_homens,171132,""
4,Leste,4501_6000,outras_homens,312390,""
4,Leste,6001_10000,outras_homens,546858,""
4,Leste,10001_20000,outras_homens,380016,""
4,Leste,20001_mais,outras_homens,190866,""
4,Leste,sem_rendimento,outras_homens,18408,""
4,Leste,sem_declaracao,outras_homens,40092,""
4,Leste,TOTAIS,outras_mulheres,963066,""
4,Leste,ate_2100,outras_mulheres,469560,""
4,Leste,2101_3300,outras_mulheres,109278,""
4,Leste,3301_4500,outras_mulheres,53820,""
4,Leste,4501_6000,outras_mulheres,76362,""
4,Leste,6001_10000,outras_mulheres,146250,""
4,Leste,10001_20000,outras_mulheres,64818,""
4,Leste,20001_mais,outras_mulheres,15522,""
4,Leste,sem_rendimento,outras_mulheres,14274,""
4,Leste,sem_declaracao,outras_mulheres,13182,""
4,Leste,TOTAIS,inativas_homens,2030808,""
4,Leste,ate_2100,inativas_homens,11466,""
4,Leste,2101_3300,inativas_homens,25194,""
4,Leste,3301_4500,inativas_homens,37596,""
4,Leste,4501_6000,inativas_homens,30810,""
4,Leste,6001_10000,inativas_homens,35880,""
4,Leste,10001_20000,inativas_homens,33930,""
4,Leste,20001_mais,inativas_homens,20592,""
4,Leste,sem_rendimento,inativas_homens,1826526,""
4,Leste,sem_declaracao,inativas_homens,8814,""
4,Leste,TOTAIS,inativas_mulheres,7233330,""
4,Leste,ate_2100,inativas_mulheres,29640,""
4,Leste,2101_3300,inativas_mulheres,19578,""
4,Leste,3301_4500,inativas_mulheres,15912,""
4,Leste,4501_6000,inativas_mulheres,10608,""
4,Leste,6001_10000,inativas_mulheres,16926,""
4,Leste,10001_20000,inativas_mulheres,13416,""
4,Leste,20001_mais,inativas_mulheres,5382,""
4,Leste,sem_rendimento,inativas_mulheres,7115004,""
4,Leste,sem_declaracao,inativas_mulheres,6864,""
4,Sul,TOTAIS,total,17282772,""
4,Sul,ate_2100,total,742092,""
4,Sul,2101_3300,total,885456,""
4,Sul,3301_4500,total,930696,""
4,Sul,4501_6000,total,1536990,""
4,Sul,6001_10000,total,1739868,""
4,Sul,10001_20000,total,994812,""
4,Sul,20001_mais,total,301080,""
4,Sul,sem_rendimento,total,9801246,""
4,Sul,sem_declaracao,total,350532,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Sul,TOTAIS,agro_homens,3363594,""
4,Sul,ate_2100,agro_homens,304200,""
4,Sul,2101_3300,agro_homens,523458,""
4,Sul,3301_4500,agro_homens,582426,""
4,Sul,4501_6000,agro_homens,509496,""
4,Sul,6001_10000,agro_homens,389454,""
4,Sul,10001_20000,agro_homens,137904,""
4,Sul,20001_mais,agro_homens,33852,""
4,Sul,sem_rendimento,agro_homens,772044,""
4,Sul,sem_declaracao,agro_homens,110760,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Sul,TOTAIS,agro_mulheres,404508,""
4,Sul,ate_2100,agro_mulheres,44538,""
4,Sul,2101_3300,agro_mulheres,36192,""
4,Sul,3301_4500,agro_mulheres,17472,""
4,Sul,4501_6000,agro_mulheres,12558,""
4,Sul,6001_10000,agro_mulheres,6630,""
4,Sul,10001_20000,agro_mulheres,2106,""
4,Sul,20001_mais,agro_mulheres,468,""
4,Sul,sem_rendimento,agro_mulheres,278850,""
4,Sul,sem_declaracao,agro_mulheres,5694,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Sul,TOTAIS,ind_homens,1201590,""
4,Sul,ate_2100,ind_homens,23088,""
4,Sul,2101_3300,ind_homens,57252,""
4,Sul,3301_4500,ind_homens,77376,""
4,Sul,4501_6000,ind_homens,342888,""
4,Sul,6001_10000,ind_homens,415974,""
4,Sul,10001_20000,ind_homens,196248,""
4,Sul,20001_mais,ind_homens,58110,""
4,Sul,sem_rendimento,ind_homens,4836,""
4,Sul,sem_declaracao,ind_homens,25818,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Sul,TOTAIS,ind_mulheres,224094,""
4,Sul,ate_2100,ind_mulheres,10842,""
4,Sul,2101_3300,ind_mulheres,33384,""
4,Sul,3301_4500,ind_mulheres,19032,""
4,Sul,4501_6000,ind_mulheres,76362,""
4,Sul,6001_10000,ind_mulheres,66066,""
4,Sul,10001_20000,ind_mulheres,8658,""
4,Sul,20001_mais,ind_mulheres,1092,""
4,Sul,sem_rendimento,ind_mulheres,858,""
4,Sul,sem_declaracao,ind_mulheres,7800,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Sul,TOTAIS,outras_homens,2178852,""
4,Sul,ate_2100,outras_homens,69342,""
4,Sul,2101_3300,outras_homens,79014,""
4,Sul,3301_4500,outras_homens,106860,""
4,Sul,4501_6000,outras_homens,417222,""
4,Sul,6001_10000,outras_homens,678756,""
4,Sul,10001_20000,outras_homens,511290,""
4,Sul,20001_mais,outras_homens,176436,""
4,Sul,sem_rendimento,outras_homens,28470,""
4,Sul,sem_declaracao,outras_homens,111462,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Sul,TOTAIS,outras_mulheres,833040,""
4,Sul,ate_2100,outras_mulheres,257946,""
4,Sul,2101_3300,outras_mulheres,101868,""
4,Sul,3301_4500,outras_mulheres,65130,""
4,Sul,4501_6000,outras_mulheres,122616,""
4,Sul,6001_10000,outras_mulheres,127062,""
4,Sul,10001_20000,outras_mulheres,86424,""
4,Sul,20001_mais,outras_mulheres,9360,""
4,Sul,sem_rendimento,outras_mulheres,24804,""
4,Sul,sem_declaracao,outras_mulheres,37830,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Sul,TOTAIS,inativas_homens,1991106,""
4,Sul,ate_2100,inativas_homens,7566,""
4,Sul,2101_3300,inativas_homens,36738,""
4,Sul,3301_4500,inativas_homens,47190,""
4,Sul,4501_6000,inativas_homens,43056,""
4,Sul,6001_10000,inativas_homens,40950,""
4,Sul,10001_20000,inativas_homens,39780,""
4,Sul,20001_mais,inativas_homens,17862,""
4,Sul,sem_rendimento,inativas_homens,1718886,""
4,Sul,sem_declaracao,inativas_homens,39078,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Sul,TOTAIS,inativas_mulheres,7085988,""
4,Sul,ate_2100,inativas_mulheres,24570,""
4,Sul,2101_3300,inativas_mulheres,17550,""
4,Sul,3301_4500,inativas_mulheres,15210,""
4,Sul,4501_6000,inativas_mulheres,12792,""
4,Sul,6001_10000,inativas_mulheres,14976,""
4,Sul,10001_20000,inativas_mulheres,12402,""
4,Sul,20001_mais,inativas_mulheres,3900,""
4,Sul,sem_rendimento,inativas_mulheres,6972498,""
4,Sul,sem_declaracao,inativas_mulheres,12090,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Brasil,TOTAIS,total,40189391,""
5,Brasil,solteiros,total,13678125,""
5,Brasil,casados,total,23225167,""
5,Brasil,casados_civil_religioso,total,13995489,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Brasil,casados_somente_civil,total,2876576,""
5,Brasil,casados_somente_religioso,total,4814029,""
5,Brasil,casados_sem_vinculo,total,1539075,""
5,Brasil,separados,total,917964,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Brasil,viuvos,total,2270369,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Brasil,TOTAIS,agro_homens,10687797,""
5,Brasil,solteiros,agro_homens,4110740,""
5,Brasil,casados,agro_homens,6153902,""
5,Brasil,casados_civil_religioso,agro_homens,3123773,""
5,Brasil,casados_somente_civil,agro_homens,678085,""
5,Brasil,casados_somente_religioso,agro_homens,1955422,""
5,Brasil,casados_sem_vinculo,agro_homens,396622,""
5,Brasil,separados,agro_homens,141827,""
5,Brasil,viuvos,agro_homens,273362,""
5,Brasil,TOTAIS,agro_mulheres,9201613,""
5,Brasil,solteiros,agro_mulheres,2596248,""
5,Brasil,casados,agro_mulheres,6007071,""
5,Brasil,casados_civil_religioso,agro_mulheres,3048473,""
5,Brasil,casados_somente_civil,agro_mulheres,663970,""
5,Brasil,casados_somente_religioso,agro_mulheres,1905266,""
5,Brasil,casados_sem_vinculo,agro_mulheres,389362,""
5,Brasil,separados,agro_mulheres,156566,""
5,Brasil,viuvos,agro_mulheres,435246,""
5,Brasil,TOTAIS,ind_homens,2482954,""
5,Brasil,solteiros,ind_homens,952720,""
5,Brasil,casados,ind_homens,1454176,""
5,Brasil,casados_civil_religioso,ind_homens,1010174,""
5,Brasil,casados_somente_civil,ind_homens,218739,""
5,Brasil,casados_somente_religioso,ind_homens,124922,""
5,Brasil,casados_sem_vinculo,ind_homens,100341,""
5,Brasil,separados,ind_homens,35038,""
5,Brasil,viuvos,ind_homens,37433,""
5,Brasil,TOTAIS,ind_mulheres,2173454,""
5,Brasil,solteiros,ind_mulheres,577945,""
5,Brasil,casados,ind_mulheres,1404854,""
5,Brasil,casados_civil_religioso,ind_mulheres,978145,""
5,Brasil,casados_somente_civil,ind_mulheres,207722,""
5,Brasil,casados_somente_religioso,ind_mulheres,126818,""
5,Brasil,casados_sem_vinculo,ind_mulheres,92169,""
5,Brasil,separados,ind_mulheres,48304,""
5,Brasil,viuvos,ind_mulheres,139855,""
5,Brasil,TOTAIS,outras_homens,5764047,""
5,Brasil,solteiros,outras_homens,2098525,""
5,Brasil,casados,outras_homens,3442704,""
5,Brasil,casados_civil_religioso,outras_homens,2475900,""
5,Brasil,casados_somente_civil,outras_homens,468640,""
5,Brasil,casados_somente_religioso,outras_homens,268243,""
5,Brasil,casados_sem_vinculo,outras_homens,229921,""
5,Brasil,separados,outras_homens,92531,""
5,Brasil,viuvos,outras_homens,104837,""
5,Brasil,TOTAIS,outras_mulheres,6635293,""
5,Brasil,solteiros,outras_mulheres,2316416,""
5,Brasil,casados,outras_mulheres,3547965,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Brasil,casados_civil_religioso,outras_mulheres,2521001,""
5,Brasil,casados_somente_civil,outras_mulheres,495402,""
5,Brasil,casados_somente_religioso,outras_mulheres,287937,""
5,Brasil,casados_sem_vinculo,outras_mulheres,243625,""
5,Brasil,separados,outras_mulheres,248940,""
5,Brasil,viuvos,outras_mulheres,514292,""
5,Brasil,TOTAIS,inativas_homens,988888,""
5,Brasil,solteiros,inativas_homens,292957,""
5,Brasil,casados,inativas_homens,554641,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Brasil,casados_civil_religioso,inativas_homens,391624,""
5,Brasil,casados_somente_civil,inativas_homens,57413,""
5,Brasil,casados_somente_religioso,inativas_homens,62743,""
5,Brasil,casados_sem_vinculo,inativas_homens,42861,""
5,Brasil,separados,inativas_homens,25849,""
5,Brasil,viuvos,inativas_homens,87798,""
5,Brasil,TOTAIS,inativas_mulheres,2255345,""
5,Brasil,solteiros,inativas_mulheres,732574,""
5,Brasil,casados,inativas_mulheres,659856,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Brasil,casados_civil_religioso,inativas_mulheres,446399,""
5,Brasil,casados_somente_civil,inativas_mulheres,86605,""
5,Brasil,casados_somente_religioso,inativas_mulheres,82678,""
5,Brasil,casados_sem_vinculo,inativas_mulheres,44174,""
5,Brasil,separados,inativas_mulheres,168909,""
5,Brasil,viuvos,inativas_mulheres,677546,""
5,Nordeste,TOTAIS,total,8653037,""
5,Nordeste,solteiros,total,3056371,""
5,Nordeste,casados,total,4825191,""
5,Nordeste,casados_civil_religioso,total,1881593,""
5,Nordeste,casados_somente_civil,total,475692,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Nordeste,casados_somente_religioso,total,2058729,""
5,Nordeste,casados_sem_vinculo,total,409177,""
5,Nordeste,separados,total,268624,""
5,Nordeste,viuvos,total,494469,""
5,Nordeste,TOTAIS,agro_homens,2910831,""
5,Nordeste,solteiros,agro_homens,1096236,""
5,Nordeste,casados,agro_homens,1692062,""
5,Nordeste,casados_civil_religioso,agro_homens,558309,""
5,Nordeste,casados_somente_civil,agro_homens,122695,""
5,Nordeste,casados_somente_religioso,agro_homens,867274,""
5,Nordeste,casados_sem_vinculo,agro_homens,143784,""
5,Nordeste,separados,agro_homens,46689,""
5,Nordeste,viuvos,agro_homens,74102,""
5,Nordeste,TOTAIS,agro_mulheres,2591335,""
5,Nordeste,solteiros,agro_mulheres,780844,""
5,Nordeste,casados,agro_mulheres,1622783,""
5,Nordeste,casados_civil_religioso,agro_mulheres,526709,""
5,Nordeste,casados_somente_civil,agro_mulheres,118982,""
5,Nordeste,casados_somente_religioso,agro_mulheres,835678,""
5,Nordeste,casados_sem_vinculo,agro_mulheres,141414,""
5,Nordeste,separados,agro_mulheres,63046,""
5,Nordeste,viuvos,agro_mulheres,123872,""
5,Nordeste,TOTAIS,ind_homens,270848,""
5,Nordeste,solteiros,ind_homens,103648,""
5,Nordeste,casados,ind_homens,156298,""
5,Nordeste,casados_civil_religioso,ind_homens,71590,""
5,Nordeste,casados_somente_civil,ind_homens,29637,""
5,Nordeste,casados_somente_religioso,ind_homens,39662,""
5,Nordeste,casados_sem_vinculo,ind_homens,15409,""
5,Nordeste,separados,ind_homens,5846,""
5,Nordeste,viuvos,ind_homens,4977,""
5,Nordeste,TOTAIS,ind_mulheres,333270,""
5,Nordeste,solteiros,ind_mulheres,112267,""
5,Nordeste,casados,ind_mulheres,183158,""
5,Nordeste,casados_civil_religioso,ind_mulheres,90945,""
5,Nordeste,casados_somente_civil,ind_mulheres,29874,""
5,Nordeste,casados_somente_religioso,ind_mulheres,47246,""
5,Nordeste,casados_sem_vinculo,ind_mulheres,15093,""
5,Nordeste,separados,ind_mulheres,13746,""
5,Nordeste,viuvos,ind_mulheres,23941,""
5,Nordeste,TOTAIS,outras_homens,819609,""
5,Nordeste,solteiros,outras_homens,302959,""
5,Nordeste,casados,outras_homens,483304,""
5,Nordeste,casados_civil_religioso,outras_homens,265038,""
5,Nordeste,casados_somente_civil,outras_homens,76828,""
5,Nordeste,casados_somente_religioso,outras_homens,102637,""
5,Nordeste,casados_sem_vinculo,outras_homens,38801,""
5,Nordeste,separados,outras_homens,16357,""
5,Nordeste,viuvos,outras_homens,14615,""
5,Nordeste,TOTAIS,outras_mulheres,1073731,""
5,Nordeste,solteiros,outras_mulheres,417646,""
5,Nordeste,casados,outras_mulheres,504701,""
5,Nordeste,casados_civil_religioso,outras_mulheres,277125,""
5,Nordeste,casados_somente_civil,outras_mulheres,78400,""
5,Nordeste,casados_somente_religioso,outras_mulheres,108957,""
5,Nordeste,casados_sem_vinculo,outras_mulheres,40219,""
5,Nordeste,separados,outras_mulheres,66534,""
5,Nordeste,viuvos,outras_mulheres,83112,""
5,Nordeste,TOTAIS,inativas_homens,154366,""
5,Nordeste,solteiros,inativas_homens,50639,""
5,Nordeste,casados,inativas_homens,81291,""
5,Nordeste,casados_civil_religioso,inativas_homens,43450,""
5,Nordeste,casados_somente_civil,inativas_homens,9085,""
5,Nordeste,casados_somente_religioso,inativas_homens,21883,""
5,Nordeste,casados_sem_vinculo,inativas_homens,6873,""
5,Nordeste,separados,inativas_homens,4977,""
5,Nordeste,viuvos,inativas_homens,17380,""
5,Nordeste,TOTAIS,inativas_mulheres,499047,""
5,Nordeste,solteiros,inativas_mulheres,192132,""
5,Nordeste,casados,inativas_mulheres,101594,""
5,Nordeste,casados_civil_religioso,inativas_mulheres,48427,""
5,Nordeste,casados_somente_civil,inativas_mulheres,10191,""
5,Nordeste,casados_somente_religioso,inativas_mulheres,35392,""
5,Nordeste,casados_sem_vinculo,inativas_mulheres,7584,""
5,Nordeste,separados,inativas_mulheres,51429,""
5,Nordeste,viuvos,inativas_mulheres,152470,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Leste,TOTAIS,total,14189994,""
5,Leste,solteiros,total,5062902,""
5,Leste,casados,total,7860682,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Leste,casados_civil_religioso,total,4422832,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Leste,casados_somente_civil,total,1094574,""
5,Leste,casados_somente_religioso,total,1669512,""
5,Leste,casados_sem_vinculo,total,673764,""
5,Leste,separados,total,364806,""
5,Leste,viuvos,total,875472,""
5,Leste,TOTAIS,agro_homens,3496272,""
5,Leste,solteiros,agro_homens,1373190,""
5,Leste,casados,agro_homens,1976520,""
5,Leste,casados_civil_religioso,agro_homens,929292,""
5,Leste,casados_somente_civil,agro_homens,225576,""
5,Leste,casados_somente_religioso,agro_homens,675636,""
5,Leste,casados_sem_vinculo,agro_homens,146016,""
5,Leste,separados,agro_homens,49764,""
5,Leste,viuvos,agro_homens,95394,""
5,Leste,TOTAIS,agro_mulheres,3057210,""
5,Leste,solteiros,agro_mulheres,907452,""
5,Leste,casados,agro_mulheres,1940562,""
5,Leste,casados_civil_religioso,agro_mulheres,911274,""
5,Leste,casados_somente_civil,agro_mulheres,221754,""
5,Leste,casados_somente_religioso,agro_mulheres,663936,""
5,Leste,casados_sem_vinculo,agro_mulheres,143598,""
5,Leste,separados,agro_mulheres,57330,""
5,Leste,viuvos,agro_mulheres,151008,""
5,Leste,TOTAIS,ind_homens,831090,""
5,Leste,solteiros,ind_homens,332046,""
5,Leste,casados,ind_homens,470496,resolvida pela aritmetica; OCR ilegivel ou incoerente
5,Leste,casados_civil_religioso,ind_homens,291330,""
5,Leste,casados_somente_civil,ind_homens,86970,""
5,Leste,casados_somente_religioso,ind_homens,40716,""
5,Leste,casados_sem_vinculo,ind_homens,51480,""
5,Leste,separados,ind_homens,14586,""
5,Leste,viuvos,ind_homens,13260,""
5,Leste,TOTAIS,ind_mulheres,709254,""
5,Leste,solteiros,ind_mulheres,190788,""
5,Leste,casados,ind_mulheres,449592,""
5,Leste,casados_civil_religioso,ind_mulheres,277914,""
5,Leste,casados_somente_civil,ind_mulheres,82992,""
