quadro,regiao,linha,coluna,valor,nota
2,Brasil,13 a 19,sabem_homens,3280118,""
2,Brasil,20 a 24,sabem_homens,2052011,""
2,Brasil,25 a 29,sabem_homens,1742608,""
2,Brasil,30 a 39,sabem_homens,2857369,""
2,Brasil,40 a 49,sabem_homens,1904833,""
2,Brasil,50 a 59,sabem_homens,1172811,""
2,Brasil,60 e mais e ignorada,sabem_homens,886484,""
2,Brasil,5 e mais,sabem_mulheres,15127348,resolvida pela aritmetica; OCR ilegivel ou incoerente
2,Brasil,10 e mais,sabem_mulheres,14107228,""
2,Brasil,15 e mais,sabem_mulheres,11437296,""
2,Brasil,5 a 6,sabem_mulheres,49774,""
2,Brasil,7 a 12,sabem_mulheres,2556215,""
2,Brasil,13 a 19,sabem_mulheres,3560678,""
2,Brasil,20 a 24,sabem_mulheres,2076329,""
2,Brasil,25 a 29,sabem_mulheres,1644502,""
2,Brasil,30 a 39,sabem_mulheres,2452072,""
2,Brasil,40 a 49,sabem_mulheres,1424038,""
2,Brasil,50 a 59,sabem_mulheres,762870,""
2,Brasil,60 e mais e ignorada,sabem_mulheres,600870,""
2,Brasil,5 e mais,nao_sabem,27305433,""
2,Brasil,10 e mais,nao_sabem,19147504,""
2,Brasil,15 e mais,nao_sabem,15815903,""
2,Brasil,5 a 6,nao_sabem,4203827,""
2,Brasil,7 a 12,nao_sabem,6245006,""
2,Brasil,13 a 19,nao_sabem,3424799,""
2,Brasil,20 a 24,nao_sabem,2030373,""
2,Brasil,25 a 29,nao_sabem,1817108,""
2,Brasil,30 a 39,nao_sabem,3191027,""
2,Brasil,40 a 49,nao_sabem,2636150,""
2,Brasil,50 a 59,nao_sabem,1848451,resolvida pela aritmetica; OCR ilegivel ou incoerente
2,Brasil,60 e mais e ignorada,nao_sabem,1908692,""
2,Brasil,5 e mais,nao_sabem_homens,12819990,""
2,Brasil,10 e mais,nao_sabem_homens,8655134,""
2,Brasil,15 e mais,nao_sabem_homens,6939868,""
2,Brasil,5 a 6,nao_sabem_homens,2153906,""
2,Brasil,7 a 12,nao_sabem_homens,3193010,""
2,Brasil,13 a 19,nao_sabem_homens,1708897,""
2,Brasil,20 a 24,nao_sabem_homens,910507,""
2,Brasil,25 a 29,nao_sabem_homens,776741,""
2,Brasil,30 a 39,nao_sabem_homens,1350124,""
2,Brasil,40 a 49,nao_sabem_homens,1144608,""
2,Brasil,50 a 59,nao_sabem_homens,777395,""
2,Brasil,60 e mais e ignorada,nao_sabem_homens,804802,""
2,Brasil,5 e mais,nao_sabem_mulheres,14485443,""
2,Brasil,10 e mais,nao_sabem_mulheres,10492370,""
2,Brasil,15 e mais,nao_sabem_mulheres,8876035,""
2,Brasil,5 a 6,nao_sabem_mulheres,2049921,""
2,Brasil,7 a 12,nao_sabem_mulheres,3051996,""
2,Brasil,13 a 19,nao_sabem_mulheres,1715902,""
2,Brasil,20 a 24,nao_sabem_mulheres,1119866,""
2,Brasil,25 a 29,nao_sabem_mulheres,1040367,""
2,Brasil,30 a 39,nao_sabem_mulheres,1840903,""
2,Brasil,40 a 49,nao_sabem_mulheres,1491542,""
2,Brasil,50 a 59,nao_sabem_mulheres,1071056,""
2,Brasil,60 e mais e ignorada,nao_sabem_mulheres,1103890,""
2,Nordeste,5 e mais,total,12960250,""
2,Nordeste,10 e mais,total,10628579,""
2,Nordeste,15 e mais,total,8616448,""
2,Nordeste,5 a 6,total,991194,""
2,Nordeste,7 a 12,total,2635908,""
2,Nordeste,13 a 19,total,2359881,""
2,Nordeste,20 a 24,total,1353308,""
2,Nordeste,25 a 29,total,1026528,""
2,Nordeste,30 a 39,total,1748454,""
2,Nordeste,40 a 49,total,1245882,""
2,Nordeste,50 a 59,total,798248,""
2,Nordeste,60 e mais e ignorada,total,800847,""
2,Nordeste,5 e mais,homens,6294292,""
2,Nordeste,10 e mais,homens,5112368,""
2,Nordeste,15 e mais,homens,4114412,""
2,Nordeste,5 a 6,homens,507927,""
2,Nordeste,7 a 12,homens,1321347,""
2,Nordeste,13 a 19,homens,1128543,""
2,Nordeste,20 a 24,homens,611730,""
2,Nordeste,25 a 29,homens,462329,""
2,Nordeste,30 a 39,homens,828889,""
2,Nordeste,40 a 49,homens,634252,""
2,Nordeste,50 a 59,homens,401178,""
2,Nordeste,60 e mais e ignorada,homens,398097,""
2,Nordeste,5 e mais,mulheres,6665958,""
2,Nordeste,10 e mais,mulheres,5516211,""
2,Nordeste,15 e mais,mulheres,4502036,""
2,Nordeste,5 a 6,mulheres,483267,""
2,Nordeste,7 a 12,mulheres,1314561,resolvida pela aritmetica; OCR ilegivel ou incoerente
2,Nordeste,13 a 19,mulheres,1231338,""
2,Nordeste,20 a 24,mulheres,741578,""
2,Nordeste,25 a 29,mulheres,564199,""
2,Nordeste,30 a 39,mulheres,919565,""
2,Nordeste,40 a 49,mulheres,611630,""
2,Nordeste,50 a 59,mulheres,397070,""
2,Nordeste,60 e mais e ignorada,mulheres,402750,""
2,Nordeste,5 e mais,sabem,4401398,""
2,Nordeste,10 e mais,sabem,4183176,""
2,Nordeste,15 e mais,sabem,3445276,""
2,Nordeste,5 a 6,sabem,20619,""
2,Nordeste,7 a 12,sabem,629532,""
2,Nordeste,13 a 19,sabem,1042528,""
2,Nordeste,20 a 24,sabem,629964,""
2,Nordeste,25 a 29,sabem,456752,""
2,Nordeste,30 a 39,sabem,732861,""
2,Nordeste,40 a 49,sabem,426565,""
2,Nordeste,50 a 59,sabem,251943,""
2,Nordeste,60 e mais e ignorada,sabem,210634,""
2,Nordeste,5 e mais,sabem_homens,2128956,""
2,Nordeste,10 e mais,sabem_homens,2026248,""
2,Nordeste,15 e mais,sabem_homens,1690012,""
2,Nordeste,5 a 6,sabem_homens,10349,""
2,Nordeste,7 a 12,sabem_homens,292873,""
2,Nordeste,13 a 19,sabem_homens,450786,""
2,Nordeste,20 a 24,sabem_homens,280167,""
2,Nordeste,25 a 29,sabem_homens,210070,""
2,Nordeste,30 a 39,sabem_homens,371783,""
2,Nordeste,40 a 49,sabem_homens,239805,""
2,Nordeste,50 a 59,sabem_homens,147813,""
2,Nordeste,60 e mais e ignorada,sabem_homens,125310,""
2,Nordeste,5 e mais,sabem_mulheres,2272442,""
2,Nordeste,10 e mais,sabem_mulheres,2156928,""
2,Nordeste,15 e mais,sabem_mulheres,1755264,""
2,Nordeste,5 a 6,sabem_mulheres,10270,""
2,Nordeste,7 a 12,sabem_mulheres,336659,""
2,Nordeste,13 a 19,sabem_mulheres,591742,""
2,Nordeste,20 a 24,sabem_mulheres,349797,""
2,Nordeste,25 a 29,sabem_mulheres,246682,""
2,Nordeste,30 a 39,sabem_mulheres,361078,""
2,Nordeste,40 a 49,sabem_mulheres,186760,""
2,Nordeste,50 a 59,sabem_mulheres,104130,""
2,Nordeste,60 e mais e ignorada,sabem_mulheres,85324,""
2,Nordeste,5 e mais,nao_sabem,8554823,""
2,Nordeste,10 e mais,nao_sabem,6441374,""
2,Nordeste,15 e mais,nao_sabem,5167303,resolvida pela aritmetica; OCR ilegivel ou incoerente
2,Nordeste,5 a 6,nao_sabem,970575,""
2,Nordeste,7 a 12,nao_sabem,2006376,""
2,Nordeste,13 a 19,nao_sabem,1317195,""
2,Nordeste,20 a 24,nao_sabem,723265,""
2,Nordeste,25 a 29,nao_sabem,569776,""
2,Nordeste,30 a 39,nao_sabem,1015593,""
2,Nordeste,40 a 49,nao_sabem,819238,""
2,Nordeste,50 a 59,nao_sabem,546305,""
2,Nordeste,60 e mais e ignorada,nao_sabem,586500,""
2,Nordeste,5 e mais,nao_sabem_homens,4163282,""
2,Nordeste,10 e mais,nao_sabem_homens,3084066,""
2,Nordeste,15 e mais,nao_sabem_homens,2422504,""
2,Nordeste,5 a 6,nao_sabem_homens,497578,""
2,Nordeste,7 a 12,nao_sabem_homens,1028474,""
2,Nordeste,13 a 19,nao_sabem_homens,677599,""
2,Nordeste,20 a 24,nao_sabem_homens,331563,""
2,Nordeste,25 a 29,nao_sabem_homens,252259,""
2,Nordeste,30 a 39,nao_sabem_homens,457106,""
2,Nordeste,40 a 49,nao_sabem_homens,394368,""
2,Nordeste,50 a 59,nao_sabem_homens,253365,""
2,Nordeste,60 e mais e ignorada,nao_sabem_homens,270970,""
2,Nordeste,5 e mais,nao_sabem_mulheres,4391541,""
2,Nordeste,10 e mais,nao_sabem_mulheres,3357308,""
2,Nordeste,15 e mais,nao_sabem_mulheres,2744799,""
2,Nordeste,5 a 6,nao_sabem_mulheres,472997,""
2,Nordeste,7 a 12,nao_sabem_mulheres,977902,""
2,Nordeste,13 a 19,nao_sabem_mulheres,639596,""
2,Nordeste,20 a 24,nao_sabem_mulheres,391702,""
2,Nordeste,25 a 29,nao_sabem_mulheres,317517,""
2,Nordeste,30 a 39,nao_sabem_mulheres,558487,""
2,Nordeste,40 a 49,nao_sabem_mulheres,424870,""
2,Nordeste,50 a 59,nao_sabem_mulheres,292940,""
2,Nordeste,60 e mais e ignorada,nao_sabem_mulheres,315530,""
2,Leste,5 e mais,total,20743398,""
2,Leste,10 e mais,total,17172324,""
2,Leste,15 e mais,total,14164878,""
2,Leste,5 a 6,total,1518816,""
2,Leste,7 a 12,total,3965442,""
2,Leste,13 a 19,total,3593070,""
2,Leste,20 a 24,total,2142114,""
2,Leste,25 a 29,total,1836822,""
2,Leste,30 a 39,total,2952924,""
2,Leste,40 a 49,total,2136732,""
2,Leste,50 a 59,total,1363362,""
2,Leste,60 e mais e ignorada,total,1234116,""
2,Leste,5 e mais,homens,10204428,""
2,Leste,10 e mais,homens,8401068,""
2,Leste,15 e mais,homens,6889506,""
2,Leste,5 a 6,homens,768222,""
2,Leste,7 a 12,homens,1999764,""
2,Leste,13 a 19,homens,1743534,""
2,Leste,20 a 24,homens,1022268,""
2,Leste,25 a 29,homens,872898,""
2,Leste,30 a 39,homens,1428336,""
2,Leste,40 a 49,homens,1073982,""
2,Leste,50 a 59,homens,699504,""
2,Leste,60 e mais e ignorada,homens,595920,""
2,Leste,5 e mais,mulheres,10538970,""
2,Leste,10 e mais,mulheres,8771256,""
2,Leste,15 e mais,mulheres,7275372,""
2,Leste,5 a 6,mulheres,750594,""
2,Leste,7 a 12,mulheres,1965678,""
2,Leste,13 a 19,mulheres,1849536,""
2,Leste,20 a 24,mulheres,1119846,""
2,Leste,25 a 29,mulheres,963924,""
2,Leste,30 a 39,mulheres,1524588,""
2,Leste,40 a 49,mulheres,1062750,""
2,Leste,50 a 59,mulheres,663858,""
2,Leste,60 e mais e ignorada,mulheres,638196,""
2,Leste,5 e mais,sabem,10884198,""
2,Leste,10 e mais,sabem,10247562,""
2,Leste,15 e mais,sabem,8501220,""
2,Leste,5 a 6,sabem,36582,""
2,Leste,7 a 12,sabem,1642992,""
2,Leste,13 a 19,sabem,2307552,""
2,Leste,20 a 24,sabem,1395810,""
2,Leste,25 a 29,sabem,1155492,""
2,Leste,30 a 39,sabem,1826370,""
2,Leste,40 a 49,sabem,1223898,""
2,Leste,50 a 59,sabem,727194,""
2,Leste,60 e mais e ignorada,sabem,568308,""
2,Leste,5 e mais,sabem_homens,5645250,""
2,Leste,10 e mais,sabem_homens,5331222,""
2,Leste,15 e mais,sabem_homens,4466592,""
2,Leste,5 a 6,sabem_homens,17004,""
2,Leste,7 a 12,sabem_homens,813384,""
2,Leste,13 a 19,sabem_homens,1110642,""
2,Leste,20 a 24,sabem_homens,695682,""
2,Leste,25 a 29,sabem_homens,585624,""
2,Leste,30 a 39,sabem_homens,964236,""
2,Leste,40 a 49,sabem_homens,686010,""
2,Leste,50 a 59,sabem_homens,440622,""
2,Leste,60 e mais e ignorada,sabem_homens,332046,""
2,Leste,5 e mais,sabem_mulheres,5238948,""
2,Leste,10 e mais,sabem_mulheres,4916340,""
2,Leste,15 e mais,sabem_mulheres,4034628,""
2,Leste,5 a 6,sabem_mulheres,19578,""
2,Leste,7 a 12,sabem_mulheres,829608,""
2,Leste,13 a 19,sabem_mulheres,1196910,""
2,Leste,20 a 24,sabem_mulheres,700128,""
2,Leste,25 a 29,sabem_mulheres,569868,""
2,Leste,30 a 39,sabem_mulheres,862134,""
2,Leste,40 a 49,sabem_mulheres,537888,""
2,Leste,50 a 59,sabem_mulheres,286572,""
2,Leste,60 e mais e ignorada,sabem_mulheres,236262,""
2,Leste,5 e mais,nao_sabem,9853272,""
2,Leste,10 e mais,nao_sabem,6918912,""
2,Leste,15 e mais,nao_sabem,5657964,""
2,Leste,5 a 6,nao_sabem,1482234,""
2,Leste,7 a 12,nao_sabem,2322372,""
2,Leste,13 a 19,nao_sabem,1285362,""
2,Leste,20 a 24,nao_sabem,746148,""
2,Leste,25 a 29,nao_sabem,681096,""
2,Leste,30 a 39,nao_sabem,1126164,""
2,Leste,40 a 49,nao_sabem,912678,""
2,Leste,50 a 59,nao_sabem,636012,""
2,Leste,60 e mais e ignorada,nao_sabem,661206,""
2,Leste,5 e mais,nao_sabem_homens,4556838,""
2,Leste,10 e mais,nao_sabem_homens,3067506,""
2,Leste,15 e mais,nao_sabem_homens,2420574,""
2,Leste,5 a 6,nao_sabem_homens,751218,""
2,Leste,7 a 12,nao_sabem_homens,1186380,""
2,Leste,13 a 19,nao_sabem_homens,632892,""
2,Leste,20 a 24,nao_sabem_homens,326430,""
2,Leste,25 a 29,nao_sabem_homens,287274,""
2,Leste,30 a 39,nao_sabem_homens,463866,""
2,Leste,40 a 49,nao_sabem_homens,387894,""
2,Leste,50 a 59,nao_sabem_homens,258804,""
2,Leste,60 e mais e ignorada,nao_sabem_homens,262080,""
2,Leste,5 e mais,nao_sabem_mulheres,5296434,""
2,Leste,10 e mais,nao_sabem_mulheres,3851406,""
2,Leste,15 e mais,nao_sabem_mulheres,3237390,""
2,Leste,5 a 6,nao_sabem_mulheres,731016,""
2,Leste,7 a 12,nao_sabem_mulheres,1135992,""
2,Leste,13 a 19,nao_sabem_mulheres,652470,""
2,Leste,20 a 24,nao_sabem_mulheres,419718,""
2,Leste,25 a 29,nao_sabem_mulheres,393822,""
2,Leste,30 a 39,nao_sabem_mulheres,662298,""
2,Leste,40 a 49,nao_sabem_mulheres,524784,""
2,Leste,50 a 59,nao_sabem_mulheres,377208,""
2,Leste,60 e mais e ignorada,nao_sabem_mulheres,399126,""
2,Sul,5 e mais,total,20683962,""
2,Sul,10 e mais,total,17282772,""
2,Sul,15 e mais,total,14431092,""
2,Sul,5 a 6,total,1431144,""
2,Sul,7 a 12,total,3755466,""
2,Sul,13 a 19,total,3483870,""
2,Sul,20 a 24,total,2178540,""
2,Sul,25 a 29,total,1942668,""
2,Sul,30 a 39,total,3176706,""
2,Sul,40 a 49,total,2146248,""
2,Sul,50 a 59,total,1380444,""
2,Sul,60 e mais e ignorada,total,1188876,""
2,Sul,5 e mais,homens,10471266,""
2,Sul,10 e mais,homens,8735142,""
2,Sul,15 e mais,homens,7310004,""
2,Sul,5 a 6,homens,738894,""
2,Sul,7 a 12,homens,1896024,""
2,Sul,13 a 19,homens,1707888,""
2,Sul,20 a 24,homens,1081626,""
2,Sul,25 a 29,homens,979134,""
2,Sul,30 a 39,homens,1624896,""
2,Sul,40 a 49,homens,1115946,""
2,Sul,50 a 59,homens,718380,""
2,Sul,60 e mais e ignorada,homens,608478,""
2,Sul,5 e mais,mulheres,10212696,""
2,Sul,10 e mais,mulheres,8547630,""
2,Sul,15 e mais,mulheres,7121088,""
2,Sul,5 a 6,mulheres,692250,""
2,Sul,7 a 12,mulheres,1859442,""
2,Sul,13 a 19,mulheres,1775982,""
2,Sul,20 a 24,mulheres,1096914,""
2,Sul,25 a 29,mulheres,963534,""
2,Sul,30 a 39,mulheres,1551810,""
2,Sul,40 a 49,mulheres,1030302,""
2,Sul,50 a 59,mulheres,662064,""
2,Sul,60 e mais e ignorada,mulheres,580398,""
2,Sul,5 e mais,sabem,13972686,""
2,Sul,10 e mais,sabem,12945114,""
2,Sul,15 e mais,sabem,10578282,""
2,Sul,5 a 6,sabem,30030,""
2,Sul,7 a 12,sabem,2450682,""
2,Sul,13 a 19,sabem,2935764,""
2,Sul,20 a 24,sabem,1764594,""
2,Sul,25 a 29,sabem,1516086,""
2,Sul,30 a 39,sabem,2370654,""
2,Sul,40 a 49,sabem,1442688,""
2,Sul,50 a 59,sabem,839124,""
2,Sul,60 e mais e ignorada,sabem,623064,""
2,Sul,5 e mais,sabem_homens,7433400,""
2,Sul,10 e mais,sabem_homens,6916026,""
2,Sul,15 e mais,sabem_homens,5735262,""
2,Sul,5 a 6,sabem_homens,14664,""
2,Sul,7 a 12,sabem_homens,1230138,""
2,Sul,13 a 19,sabem_homens,1456338,""
2,Sul,20 a 24,sabem_homens,901134,""
2,Sul,25 a 29,sabem_homens,804414,""
2,Sul,30 a 39,sabem_homens,1303458,""
2,Sul,40 a 49,sabem_homens,841230,""
2,Sul,50 a 59,sabem_homens,507312,""
2,Sul,60 e mais e ignorada,sabem_homens,374712,""
2,Sul,5 e mais,sabem_mulheres,6539286,""
2,Sul,10 e mais,sabem_mulheres,6029088,""
2,Sul,15 e mais,sabem_mulheres,4843020,""
2,Sul,5 a 6,sabem_mulheres,15366,""
2,Sul,7 a 12,sabem_mulheres,1220544,""
2,Sul,13 a 19,sabem_mulheres,1479426,""
2,Sul,20 a 24,sabem_mulheres,863460,""
2,Sul,25 a 29,sabem_mulheres,711672,""
2,Sul,30 a 39,sabem_mulheres,1067196,""
2,Sul,40 a 49,sabem_mulheres,601458,""
2,Sul,50 a 59,sabem_mulheres,331812,""
2,Sul,60 e mais e ignorada,sabem_mulheres,248352,""
2,Sul,5 e mais,nao_sabem,6669702,""
2,Sul,10 e mais,nao_sabem,4296630,""
2,Sul,15 e mais,nao_sabem,3812562,""
2,Sul,5 a 6,nao_sabem,1401114,""
2,Sul,7 a 12,nao_sabem,1303926,""
2,Sul,13 a 19,nao_sabem,545298,""
2,Sul,20 a 24,nao_sabem,412152,""
2,Sul,25 a 29,nao_sabem,422292,""
2,Sul,30 a 39,nao_sabem,800826,""
2,Sul,40 a 49,nao_sabem,698958,""
2,Sul,50 a 59,nao_sabem,539214,""
2,Sul,60 e mais e ignorada,nao_sabem,545922,""
2,Sul,5 e mais,nao_sabem_homens,3013374,""
2,Sul,10 e mais,nao_sabem_homens,1795014,""
2,Sul,15 e mais,nao_sabem_homens,1551186,""
2,Sul,5 a 6,nao_sabem_homens,724230,""
2,Sul,7 a 12,nao_sabem_homens,665340,""
2,Sul,13 a 19,nao_sabem_homens,249522,""
2,Sul,20 a 24,nao_sabem_homens,179478,""
2,Sul,25 a 29,nao_sabem_homens,172380,""
2,Sul,30 a 39,nao_sabem_homens,319332,""
2,Sul,40 a 49,nao_sabem_homens,271830,""
2,Sul,50 a 59,nao_sabem_homens,209898,""
2,Sul,60 e mais e ignorada,nao_sabem_homens,221364,""
2,Sul,5 e mais,nao_sabem_mulheres,3656328,""
2,Sul,10 e mais,nao_sabem_mulheres,2501616,""
2,Sul,15 e mais,nao_sabem_mulheres,2261376,""
2,Sul,5 a 6,nao_sabem_mulheres,676884,""
2,Sul,7 a 12,nao_sabem_mulheres,638586,""
2,Sul,13 a 19,nao_sabem_mulheres,295776,""
2,Sul,20 a 24,nao_sabem_mulheres,232674,""
2,Sul,25 a 29,nao_sabem_mulheres,249912,""
2,Sul,30 a 39,nao_sabem_mulheres,481494,""
2,Sul,40 a 49,nao_sabem_mulheres,427128,""
2,Sul,50 a 59,nao_sabem_mulheres,329316,""
2,Sul,60 e mais e ignorada,nao_sabem_mulheres,324558,""
3,Brasil,TOTAIS,total,48761467,""
3,Brasil,agricultura_pecuaria_silvicultura,total,11697798,""
3,Brasil,industrias_extrativas,total,573443,""
3,Brasil,industrias_transformacao,total,2005775,""
3,Brasil,industrias_construcao,total,785014,""
3,Brasil,comercio_mercadorias,total,1520046,""
3,Brasil,transportes_comunicacoes_armazenagem,total,1088798,""
3,Brasil,prestacao_servicos,total,2732148,""
3,Brasil,outras_atividades,total,2248241,""
3,Brasil,condicoes_inativas,total,26110204,""
3,Brasil,TOTAIS,homens,24139458,""
3,Brasil,agricultura_pecuaria_silvicultura,homens,10523225,""
3,Brasil,industrias_extrativas,homens,523424,""
3,Brasil,industrias_transformacao,homens,1512626,""
3,Brasil,industrias_construcao,homens,777526,""
3,Brasil,comercio_mercadorias,homens,1345301,""
3,Brasil,transportes_comunicacoes_armazenagem,homens,1044163,""
3,Brasil,prestacao_servicos,homens,1291204,""
3,Brasil,outras_atividades,homens,1579694,""
3,Brasil,condicoes_inativas,homens,5542295,""
3,Brasil,TOTAIS,mulheres,24622009,""
3,Brasil,agricultura_pecuaria_silvicultura,mulheres,1174573,""
3,Brasil,industrias_extrativas,mulheres,50019,""
3,Brasil,industrias_transformacao,mulheres,493149,""
3,Brasil,industrias_construcao,mulheres,7488,""
3,Brasil,comercio_mercadorias,mulheres,174745,""
3,Brasil,transportes_comunicacoes_armazenagem,mulheres,44635,""
3,Brasil,prestacao_servicos,mulheres,1440944,""
3,Brasil,outras_atividades,mulheres,668547,resolvida pela aritmetica; OCR ilegivel ou incoerente
3,Brasil,condicoes_inativas,mulheres,20567909,""
3,Nordeste,TOTAIS,total,10628579,""
3,Nordeste,agricultura_pecuaria_silvicultura,total,3200468,""
3,Nordeste,industrias_extrativas,total,148485,""
3,Nordeste,industrias_transformacao,total,293335,""
3,Nordeste,industrias_construcao,total,88192,""
3,Nordeste,comercio_mercadorias,total,225956,""
3,Nordeste,transportes_comunicacoes_armazenagem,total,141734,""
3,Nordeste,prestacao_servicos,total,452706,""
3,Nordeste,outras_atividades,total,272723,""
3,Nordeste,condicoes_inativas,total,5804980,""
3,Nordeste,TOTAIS,homens,5112368,""
3,Nordeste,agricultura_pecuaria_silvicultura,homens,2922309,""
3,Nordeste,industrias_extrativas,homens,114910,""
3,Nordeste,industrias_transformacao,homens,155164,""
3,Nordeste,industrias_construcao,homens,87244,""
3,Nordeste,comercio_mercadorias,homens,204231,resolvida pela aritmetica; OCR ilegivel ou incoerente
3,Nordeste,transportes_comunicacoes_armazenagem,homens,136915,""
3,Nordeste,prestacao_servicos,homens,180444,""
3,Nordeste,outras_atividades,homens,187794,""
3,Nordeste,condicoes_inativas,homens,1123357,""
3,Nordeste,TOTAIS,mulheres,5516211,""
3,Nordeste,agricultura_pecuaria_silvicultura,mulheres,278159,""
3,Nordeste,industrias_extrativas,mulheres,33575,""
3,Nordeste,industrias_transformacao,mulheres,138171,""
3,Nordeste,industrias_construcao,mulheres,948,""
3,Nordeste,comercio_mercadorias,mulheres,21725,""
3,Nordeste,transportes_comunicacoes_armazenagem,mulheres,4819,""
3,Nordeste,prestacao_servicos,mulheres,272262,""
3,Nordeste,outras_atividades,mulheres,84929,""
3,Nordeste,condicoes_inativas,mulheres,4681623,""
3,Leste,TOTAIS,total,17172324,""
3,Leste,agricultura_pecuaria_silvicultura,total,3897036,""
3,Leste,industrias_extrativas,total,161382,""
3,Leste,industrias_transformacao,total,566748,""
3,Leste,industrias_construcao,total,311922,""
3,Leste,comercio_mercadorias,total,542334,""
3,Leste,transportes_comunicacoes_armazenagem,total,418236,""
3,Leste,prestacao_servicos,total,1114308,""
3,Leste,outras_atividades,total,896220,""
3,Leste,condicoes_inativas,total,9264138,""
3,Leste,TOTAIS,homens,8401068,""
3,Leste,agricultura_pecuaria_silvicultura,homens,3459534,""
3,Leste,industrias_extrativas,homens,154830,""
3,Leste,industrias_transformacao,homens,440622,""
3,Leste,industrias_construcao,homens,309036,""
3,Leste,comercio_mercadorias,homens,483288,""
3,Leste,transportes_comunicacoes_armazenagem,homens,397020,""
3,Leste,prestacao_servicos,homens,488202,""
3,Leste,outras_atividades,homens,637728,""
3,Leste,condicoes_inativas,homens,2030808,""
3,Leste,TOTAIS,mulheres,8771256,""
3,Leste,agricultura_pecuaria_silvicultura,mulheres,437502,""
3,Leste,industrias_extrativas,mulheres,6552,""
3,Leste,industrias_transformacao,mulheres,126126,""
3,Leste,industrias_construcao,mulheres,2886,""
3,Leste,comercio_mercadorias,mulheres,59046,""
3,Leste,transportes_comunicacoes_armazenagem,mulheres,21216,""
3,Leste,prestacao_servicos,mulheres,626106,""
3,Leste,outras_atividades,mulheres,258492,""
3,Leste,condicoes_inativas,mulheres,7233330,""
3,Sul,TOTAIS,total,17282772,""
3,Sul,agricultura_pecuaria_silvicultura,total,3658122,""
3,Sul,industrias_extrativas,total,109980,""
3,Sul,industrias_transformacao,total,1087476,""
3,Sul,industrias_construcao,total,309660,""
3,Sul,comercio_mercadorias,total,647712,""
3,Sul,transportes_comunicacoes_armazenagem,total,457236,""
3,Sul,prestacao_servicos,total,998010,""
3,Sul,outras_atividades,total,937482,""
3,Sul,condicoes_inativas,total,9077094,""
3,Sul,TOTAIS,homens,8735142,""
3,Sul,agricultura_pecuaria_silvicultura,homens,3257046,""
3,Sul,industrias_extrativas,homens,106548,""
3,Sul,industrias_transformacao,homens,867516,""
3,Sul,industrias_construcao,homens,306462,""
3,Sul,comercio_mercadorias,homens,563238,""
3,Sul,transportes_comunicacoes_armazenagem,homens,440232,""
3,Sul,prestacao_servicos,homens,547014,""
3,Sul,outras_atividades,homens,655980,""
3,Sul,condicoes_inativas,homens,1991106,""
3,Sul,TOTAIS,mulheres,8547630,""
3,Sul,agricultura_pecuaria_silvicultura,mulheres,401076,""
3,Sul,industrias_extrativas,mulheres,3432,""
3,Sul,industrias_transformacao,mulheres,219960,""
3,Sul,industrias_construcao,mulheres,3198,""
3,Sul,comercio_mercadorias,mulheres,84474,""
3,Sul,transportes_comunicacoes_armazenagem,mulheres,17004,""
3,Sul,prestacao_servicos,mulheres,450996,""
3,Sul,outras_atividades,mulheres,281502,""
3,Sul,condicoes_inativas,mulheres,7085988,""
4,Brasil,TOTAIS,total,48761467,""
4,Brasil,ate_2100,total,4899925,""
4,Brasil,2101_3300,total,3375719,""
4,Brasil,3301_4500,total,2600515,""
4,Brasil,4501_6000,total,3000032,""
4,Brasil,6001_10000,total,3304709,""
4,Brasil,10001_20000,total,1843919,""
4,Brasil,20001_mais,total,703237,""
4,Brasil,sem_rendimento,total,28575224,""
4,Brasil,sem_declaracao,total,458187,""
4,Brasil,TOTAIS,agro_homens,11046649,""
4,Brasil,ate_2100,agro_homens,2752353,""
4,Brasil,2101_3300,agro_homens,2193989,""
4,Brasil,3301_4500,agro_homens,1500665,""
4,Brasil,4501_6000,agro_homens,1013212,""
4,Brasil,6001_10000,agro_homens,677711,resolvida pela aritmetica; OCR ilegivel ou incoerente
4,Brasil,10001_20000,agro_homens,250858,""
4,Brasil,20001_mais,agro_homens,78727,""
4,Brasil,sem_rendimento,agro_homens,2463042,""
4,Brasil,sem_declaracao,agro_homens,116092,""
4,Brasil,TOTAIS,agro_mulheres,1224592,""
4,Brasil,ate_2100,agro_mulheres,294154,""
4,Brasil,2101_3300,agro_mulheres,120096,""
4,Brasil,3301_4500,agro_mulheres,49323,""
4,Brasil,4501_6000,agro_mulheres,27337,""
4,Brasil,6001_10000,agro_mulheres,13621,""
4,Brasil,10001_20000,agro_mulheres,5680,""
4,Brasil,20001_mais,agro_mulheres,1171,""
4,Brasil,sem_rendimento,agro_mulheres,707203,""
4,Brasil,sem_declaracao,agro_mulheres,6007,""
4,Brasil,TOTAIS,ind_homens,2351220,""
4,Brasil,ate_2100,ind_homens,147792,""
4,Brasil,2101_3300,ind_homens,211719,""
4,Brasil,3301_4500,ind_homens,263632,""
4,Brasil,4501_6000,ind_homens,580639,""
4,Brasil,6001_10000,ind_homens,691805,""
4,Brasil,10001_20000,ind_homens,308425,""
4,Brasil,20001_mais,ind_homens,102545,""
4,Brasil,sem_rendimento,ind_homens,12848,""
4,Brasil,sem_declaracao,ind_homens,31815,""
4,Brasil,TOTAIS,ind_mulheres,503756,""
