tabela,nivel,regiao,uf60,nome,item,sexo,medida,valor,pagina,fonte,status,nota
33,uf,Leste,31,Bahia,ignorada,homens,,4072,84,amostra 25%,ok,
33,uf,Leste,31,Bahia,ignorada,mulheres,,4789,84,amostra 25%,aritmetica,
33,uf,Leste,40,Minas Gerais,0 a 4,homens,,820523,82,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,0 a 4,mulheres,,794360,82,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,5 a 9,homens,,748236,82,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,5 a 9,mulheres,,718798,82,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,total,homens,,4846200,82,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,total,mulheres,,4851918,82,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,total,total,,9698118,82,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,10 a 14,homens,,612414,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,10 a 14,mulheres,,606393,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,15 a 19,homens,,489398,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,15 a 19,mulheres,,533764,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,20 a 24,homens,,420595,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,20 a 24,mulheres,,451440,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,25 a 29,homens,,348411,83,amostra 25%,aritmetica,
33,uf,Leste,40,Minas Gerais,25 a 29,mulheres,,364870,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,30 a 39,homens,,540539,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,30 a 39,mulheres,,551583,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,40 a 49,homens,,400683,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,40 a 49,mulheres,,381671,83,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,50 a 59,homens,,249527,84,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,50 a 59,mulheres,,236181,84,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,60 a 69,homens,,143820,84,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,60 a 69,mulheres,,135650,84,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,70 e mais,homens,,67066,84,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,70 e mais,mulheres,,71844,84,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,ignorada,homens,,4988,84,amostra 25%,ok,
33,uf,Leste,40,Minas Gerais,ignorada,mulheres,,5364,84,amostra 25%,aritmetica,
33,uf,Leste,50,Serra dos Aimorés,0 a 4,homens,,38966,82,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,0 a 4,mulheres,,36275,82,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,5 a 9,homens,,34048,82,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,5 a 9,mulheres,,30845,82,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,total,homens,,199289,82,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,total,mulheres,,183505,82,amostra 25%,aritmetica,
33,uf,Leste,50,Serra dos Aimorés,total,total,,382794,82,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,10 a 14,homens,,25802,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,10 a 14,mulheres,,23833,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,15 a 19,homens,,20406,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,15 a 19,mulheres,,20899,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,20 a 24,homens,,16850,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,20 a 24,mulheres,,17705,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,25 a 29,homens,,14842,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,25 a 29,mulheres,,14061,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,30 a 39,homens,,20407,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,30 a 39,mulheres,,18584,83,amostra 25%,aritmetica,
33,uf,Leste,50,Serra dos Aimorés,40 a 49,homens,,14259,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,40 a 49,mulheres,,11469,83,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,50 a 59,homens,,7824,84,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,50 a 59,mulheres,,5565,84,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,60 a 69,homens,,3965,84,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,60 a 69,mulheres,,2776,84,amostra 25%,aritmetica,
33,uf,Leste,50,Serra dos Aimorés,70 e mais,homens,,1671,84,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,70 e mais,mulheres,,1200,84,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,ignorada,homens,,249,84,amostra 25%,ok,
33,uf,Leste,50,Serra dos Aimorés,ignorada,mulheres,,293,84,amostra 25%,uma_ok,
33,uf,Leste,51,Espírito Santo,0 a 4,homens,,106864,82,universo,ok,
33,uf,Leste,51,Espírito Santo,0 a 4,mulheres,,102504,82,universo,ok,
33,uf,Leste,51,Espírito Santo,5 a 9,homens,,95567,82,universo,ok,
33,uf,Leste,51,Espírito Santo,5 a 9,mulheres,,91656,82,universo,ok,
33,uf,Leste,51,Espírito Santo,total,homens,,594423,82,universo,ok,
33,uf,Leste,51,Espírito Santo,total,mulheres,,575130,82,universo,ok,
33,uf,Leste,51,Espírito Santo,total,total,,1169553,82,universo,ok,
33,uf,Leste,51,Espírito Santo,10 a 14,homens,,75669,83,universo,ok,
33,uf,Leste,51,Espírito Santo,10 a 14,mulheres,,73478,83,universo,ok,
33,uf,Leste,51,Espírito Santo,15 a 19,homens,,58465,83,universo,ok,
33,uf,Leste,51,Espírito Santo,15 a 19,mulheres,,61307,83,universo,ok,
33,uf,Leste,51,Espírito Santo,20 a 24,homens,,49346,83,universo,ok,
33,uf,Leste,51,Espírito Santo,20 a 24,mulheres,,51509,83,universo,ok,
33,uf,Leste,51,Espírito Santo,25 a 29,homens,,41640,83,universo,ok,
33,uf,Leste,51,Espírito Santo,25 a 29,mulheres,,43044,83,universo,ok,
33,uf,Leste,51,Espírito Santo,30 a 39,homens,,64378,83,universo,ok,
33,uf,Leste,51,Espírito Santo,30 a 39,mulheres,,62050,83,universo,ok,
33,uf,Leste,51,Espírito Santo,40 a 49,homens,,46084,83,universo,ok,
33,uf,Leste,51,Espírito Santo,40 a 49,mulheres,,42003,83,universo,ok,
33,uf,Leste,51,Espírito Santo,50 a 59,homens,,30982,84,universo,ok,
33,uf,Leste,51,Espírito Santo,50 a 59,mulheres,,25817,84,universo,ok,
33,uf,Leste,51,Espírito Santo,60 a 69,homens,,17400,84,universo,ok,
33,uf,Leste,51,Espírito Santo,60 a 69,mulheres,,13801,84,universo,ok,
33,uf,Leste,51,Espírito Santo,70 e mais,homens,,7872,84,universo,ok,
33,uf,Leste,51,Espírito Santo,70 e mais,mulheres,,7838,84,universo,ok,
33,uf,Leste,51,Espírito Santo,ignorada,homens,,156,84,universo,ok,
33,uf,Leste,51,Espírito Santo,ignorada,mulheres,,123,84,universo,uma_ok,
33,uf,Leste,52,Rio de Janeiro,0 a 4,homens,,272852,82,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,0 a 4,mulheres,,261923,82,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,5 a 9,homens,,254674,82,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,5 a 9,mulheres,,241541,82,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,total,homens,,1697880,82,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,total,mulheres,,1669858,82,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,total,total,,3367738,82,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,10 a 14,homens,,206939,83,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,10 a 14,mulheres,,201389,83,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,15 a 19,homens,,157488,83,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,15 a 19,mulheres,,166261,83,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,20 a 24,homens,,134949,83,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,20 a 24,mulheres,,145753,83,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,25 a 29,homens,,123823,83,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,25 a 29,mulheres,,129816,83,amostra 25%,aritmetica,
33,uf,Leste,52,Rio de Janeiro,30 a 39,homens,,216568,83,amostra 25%,aritmetica,
33,uf,Leste,52,Rio de Janeiro,30 a 39,mulheres,,212265,83,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,40 a 49,homens,,153799,83,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,40 a 49,mulheres,,141305,83,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,50 a 59,homens,,96351,84,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,50 a 59,mulheres,,87732,84,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,60 a 69,homens,,55270,84,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,60 a 69,mulheres,,51991,84,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,70 e mais,homens,,23927,84,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,70 e mais,mulheres,,28613,84,amostra 25%,ok,
33,uf,Leste,52,Rio de Janeiro,ignorada,homens,,1240,84,amostra 25%,aritmetica,
33,uf,Leste,52,Rio de Janeiro,ignorada,mulheres,,1269,84,amostra 25%,aritmetica,
33,uf,Leste,54,Guanabara,0 a 4,homens,,195535,82,universo,ok,
33,uf,Leste,54,Guanabara,0 a 4,mulheres,,188684,82,universo,ok,
33,uf,Leste,54,Guanabara,5 a 9,homens,,177532,82,universo,aritmetica,
33,uf,Leste,54,Guanabara,5 a 9,mulheres,,175830,82,universo,ok,
33,uf,Leste,54,Guanabara,total,homens,,1593999,82,universo,ok,
33,uf,Leste,54,Guanabara,total,mulheres,,1687909,82,universo,ok,
33,uf,Leste,54,Guanabara,total,total,,3281908,82,universo,aritmetica,
33,uf,Leste,54,Guanabara,10 a 14,homens,,146859,83,universo,ok,
33,uf,Leste,54,Guanabara,10 a 14,mulheres,,152260,83,universo,ok,
33,uf,Leste,54,Guanabara,15 a 19,homens,,128855,83,universo,ok,
33,uf,Leste,54,Guanabara,15 a 19,mulheres,,146691,83,universo,ok,
33,uf,Leste,54,Guanabara,20 a 24,homens,,149525,83,universo,ok,
33,uf,Leste,54,Guanabara,20 a 24,mulheres,,160542,83,universo,ok,
33,uf,Leste,54,Guanabara,25 a 29,homens,,150043,83,universo,ok,
33,uf,Leste,54,Guanabara,25 a 29,mulheres,,160341,83,universo,ok,
33,uf,Leste,54,Guanabara,30 a 39,homens,,259987,83,universo,aritmetica,
33,uf,Leste,54,Guanabara,30 a 39,mulheres,,271359,83,universo,ok,
33,uf,Leste,54,Guanabara,40 a 49,homens,,174872,83,universo,ok,
33,uf,Leste,54,Guanabara,40 a 49,mulheres,,182176,83,universo,aritmetica,
33,uf,Leste,54,Guanabara,50 a 59,homens,,116724,84,universo,ok,
33,uf,Leste,54,Guanabara,50 a 59,mulheres,,123257,84,universo,ok,
33,uf,Leste,54,Guanabara,60 a 69,homens,,63181,84,universo,deduzido,
33,uf,Leste,54,Guanabara,60 a 69,mulheres,,77229,84,universo,ok,
33,uf,Leste,54,Guanabara,70 e mais,homens,,27486,84,universo,aritmetica,
33,uf,Leste,54,Guanabara,70 e mais,mulheres,,46312,84,universo,ok,
33,uf,Leste,54,Guanabara,ignorada,homens,,3400,84,universo,ok,
33,uf,Leste,54,Guanabara,ignorada,mulheres,,3228,84,universo,aritmetica,
33,regiao,Sul,,Sul,0 a 4,homens,,1913852,82,,ok,
33,regiao,Sul,,Sul,0 a 4,mulheres,,1845683,82,,ok,
33,regiao,Sul,,Sul,5 a 9,homens,,1744337,82,,ok,
33,regiao,Sul,,Sul,5 a 9,mulheres,,1671589,82,,aritmetica,
33,regiao,Sul,,Sul,total,homens,,12459937,82,,ok,
33,regiao,Sul,,Sul,total,mulheres,,12145501,82,,ok,
33,regiao,Sul,,Sul,total,total,,24605438,82,,aritmetica,
33,regiao,Sul,,Sul,10 a 14,homens,,1451206,83,,aritmetica,
33,regiao,Sul,,Sul,10 a 14,mulheres,,1422946,83,,ok,
33,regiao,Sul,,Sul,15 a 19,homens,,1183815,83,,ok,
33,regiao,Sul,,Sul,15 a 19,mulheres,,1238207,83,,ok,
33,regiao,Sul,,Sul,20 a 24,homens,,1098617,83,,ok,
33,regiao,Sul,,Sul,20 a 24,mulheres,,1121716,83,,ok,
33,regiao,Sul,,Sul,25 a 29,homens,,987919,83,,ok,
33,regiao,Sul,,Sul,25 a 29,mulheres,,973776,83,,ok,
33,regiao,Sul,,Sul,30 a 39,homens,,1623254,83,,ok,
33,regiao,Sul,,Sul,30 a 39,mulheres,,1557013,83,,ok,
33,regiao,Sul,,Sul,40 a 49,homens,,1120937,83,,ok,
33,regiao,Sul,,Sul,40 a 49,mulheres,,1048948,83,,aritmetica,
33,regiao,Sul,,Sul,50 a 59,homens,,721541,84,,ok,
33,regiao,Sul,,Sul,50 a 59,mulheres,,663559,84,,ok,
33,regiao,Sul,,Sul,60 a 69,homens,,407694,84,,ok,
33,regiao,Sul,,Sul,60 a 69,mulheres,,378850,84,,aritmetica,
33,regiao,Sul,,Sul,70 e mais,homens,,186245,84,,aritmetica,
33,regiao,Sul,,Sul,70 e mais,mulheres,,202321,84,,ok,
33,regiao,Sul,,Sul,ignorada,homens,,20520,84,,ok,
33,regiao,Sul,,Sul,ignorada,mulheres,,20893,84,,aritmetica,
33,uf,Sul,60,São Paulo,0 a 4,homens,,934478,82,amostra 25%,ok,
33,uf,Sul,60,São Paulo,0 a 4,mulheres,,902313,82,amostra 25%,ok,
33,uf,Sul,60,São Paulo,5 a 9,homens,,848467,82,amostra 25%,ok,
33,uf,Sul,60,São Paulo,5 a 9,mulheres,,815507,82,amostra 25%,ok,
33,uf,Sul,60,São Paulo,total,homens,,6477519,82,amostra 25%,ok,
33,uf,Sul,60,São Paulo,total,mulheres,,6346287,82,amostra 25%,ok,
33,uf,Sul,60,São Paulo,total,total,,12823806,82,amostra 25%,ok,
33,uf,Sul,60,São Paulo,10 a 14,homens,,702256,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,10 a 14,mulheres,,695962,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,15 a 19,homens,,585286,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,15 a 19,mulheres,,619950,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,20 a 24,homens,,581421,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,20 a 24,mulheres,,597096,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,25 a 29,homens,,545567,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,25 a 29,mulheres,,536457,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,30 a 39,homens,,907693,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,30 a 39,mulheres,,869231,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,40 a 49,homens,,616299,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,40 a 49,mulheres,,582227,83,amostra 25%,ok,
33,uf,Sul,60,São Paulo,50 a 59,homens,,407373,84,amostra 25%,ok,
33,uf,Sul,60,São Paulo,50 a 59,mulheres,,379438,84,amostra 25%,ok,
33,uf,Sul,60,São Paulo,60 a 69,homens,,228619,84,amostra 25%,ok,
33,uf,Sul,60,São Paulo,60 a 69,mulheres,,217252,84,amostra 25%,ok,
33,uf,Sul,60,São Paulo,70 e mais,homens,,105657,84,amostra 25%,ok,
33,uf,Sul,60,São Paulo,70 e mais,mulheres,,115957,84,amostra 25%,ok,
33,uf,Sul,60,São Paulo,ignorada,homens,,14403,84,amostra 25%,ok,
33,uf,Sul,60,São Paulo,ignorada,mulheres,,14897,84,amostra 25%,aritmetica,
33,uf,Sul,71,Paraná,0 a 4,homens,,373196,82,amostra 25%,ok,
33,uf,Sul,71,Paraná,0 a 4,mulheres,,357327,82,amostra 25%,ok,
33,uf,Sul,71,Paraná,5 a 9,homens,,335452,82,amostra 25%,ok,
33,uf,Sul,71,Paraná,5 a 9,mulheres,,316601,82,amostra 25%,ok,
33,uf,Sul,71,Paraná,total,homens,,2211922,82,amostra 25%,ok,
33,uf,Sul,71,Paraná,total,mulheres,,2051799,82,amostra 25%,ok,
33,uf,Sul,71,Paraná,total,total,,4263721,82,amostra 25%,ok,
33,uf,Sul,71,Paraná,10 a 14,homens,,272090,83,amostra 25%,aritmetica,
33,uf,Sul,71,Paraná,10 a 14,mulheres,,260880,83,amostra 25%,ok,
33,uf,Sul,71,Paraná,15 a 19,homens,,217775,83,amostra 25%,aritmetica,
33,uf,Sul,71,Paraná,15 a 19,mulheres,,225075,83,amostra 25%,ok,
33,uf,Sul,71,Paraná,20 a 24,homens,,199583,83,amostra 25%,ok,
33,uf,Sul,71,Paraná,20 a 24,mulheres,,190107,83,amostra 25%,aritmetica,
33,uf,Sul,71,Paraná,25 a 29,homens,,174198,83,amostra 25%,deduzido,
33,uf,Sul,71,Paraná,25 a 29,mulheres,,158943,83,amostra 25%,ok,
33,uf,Sul,71,Paraná,30 a 39,homens,,266837,83,amostra 25%,ok,
33,uf,Sul,71,Paraná,30 a 39,mulheres,,237872,83,amostra 25%,aritmetica,
33,uf,Sul,71,Paraná,40 a 49,homens,,180722,83,amostra 25%,ok,
33,uf,Sul,71,Paraná,40 a 49,mulheres,,153089,83,amostra 25%,ok,
33,uf,Sul,71,Paraná,50 a 59,homens,,107271,84,amostra 25%,ok,
33,uf,Sul,71,Paraná,50 a 59,mulheres,,85946,84,amostra 25%,ok,
33,uf,Sul,71,Paraná,60 a 69,homens,,57642,84,amostra 25%,ok,
33,uf,Sul,71,Paraná,60 a 69,mulheres,,42502,84,amostra 25%,ok,
33,uf,Sul,71,Paraná,70 e mais,homens,,23268,84,amostra 25%,aritmetica,
33,uf,Sul,71,Paraná,70 e mais,mulheres,,19880,84,amostra 25%,ok,
33,uf,Sul,71,Paraná,ignorada,homens,,3888,84,amostra 25%,ok,
33,uf,Sul,71,Paraná,ignorada,mulheres,,3577,84,amostra 25%,aritmetica,
33,uf,Sul,74,Santa Catarina,0 a 4,homens,,192772,82,universo,aritmetica,
33,uf,Sul,74,Santa Catarina,0 a 4,mulheres,,186545,82,universo,ok,
33,uf,Sul,74,Santa Catarina,5 a 9,homens,,174048,82,universo,ok,
33,uf,Sul,74,Santa Catarina,5 a 9,mulheres,,166296,82,universo,ok,
33,uf,Sul,74,Santa Catarina,total,homens,,1079105,82,universo,ok,
33,uf,Sul,74,Santa Catarina,total,mulheres,,1050147,82,universo,ok,
33,uf,Sul,74,Santa Catarina,total,total,,2129252,82,universo,ok,
33,uf,Sul,74,Santa Catarina,10 a 14,homens,,142532,83,universo,ok,
33,uf,Sul,74,Santa Catarina,10 a 14,mulheres,,137481,83,universo,ok,
33,uf,Sul,74,Santa Catarina,15 a 19,homens,,107342,83,universo,ok,
33,uf,Sul,74,Santa Catarina,15 a 19,mulheres,,110374,83,universo,ok,
33,uf,Sul,74,Santa Catarina,20 a 24,homens,,87735,83,universo,ok,
33,uf,Sul,74,Santa Catarina,20 a 24,mulheres,,89879,83,universo,ok,
33,uf,Sul,74,Santa Catarina,25 a 29,homens,,72634,83,universo,ok,
33,uf,Sul,74,Santa Catarina,25 a 29,mulheres,,73411,83,universo,ok,
33,uf,Sul,74,Santa Catarina,30 a 39,homens,,119589,83,universo,ok,
33,uf,Sul,74,Santa Catarina,30 a 39,mulheres,,116815,83,universo,ok,
33,uf,Sul,74,Santa Catarina,40 a 49,homens,,84323,83,universo,ok,
33,uf,Sul,74,Santa Catarina,40 a 49,mulheres,,77831,83,universo,ok,
33,uf,Sul,74,Santa Catarina,50 a 59,homens,,52490,84,universo,ok,
33,uf,Sul,74,Santa Catarina,50 a 59,mulheres,,48206,84,universo,ok,
33,uf,Sul,74,Santa Catarina,60 a 69,homens,,30707,84,universo,ok,
33,uf,Sul,74,Santa Catarina,60 a 69,mulheres,,27874,84,universo,aritmetica,
33,uf,Sul,74,Santa Catarina,70 e mais,homens,,14259,84,universo,ok,
33,uf,Sul,74,Santa Catarina,70 e mais,mulheres,,14672,84,universo,ok,
33,uf,Sul,74,Santa Catarina,ignorada,homens,,674,84,universo,uma_ok,
33,uf,Sul,74,Santa Catarina,ignorada,mulheres,,763,84,universo,uma_ok,
33,uf,Sul,81,Rio Grande do Sul,0 a 4,homens,,413406,82,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,0 a 4,mulheres,,399498,82,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,5 a 9,homens,,386370,82,amostra 25%,aritmetica,
33,uf,Sul,81,Rio Grande do Sul,5 a 9,mulheres,,373185,82,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,total,homens,,2691391,82,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,total,mulheres,,2697268,82,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,total,total,,5388659,82,amostra 25%,aritmetica,
33,uf,Sul,81,Rio Grande do Sul,10 a 14,homens,,334328,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,10 a 14,mulheres,,328623,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,15 a 19,homens,,273412,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,15 a 19,mulheres,,282808,83,amostra 25%,aritmetica,
33,uf,Sul,81,Rio Grande do Sul,20 a 24,homens,,229878,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,20 a 24,mulheres,,244634,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,25 a 29,homens,,195520,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,25 a 29,mulheres,,204965,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,30 a 39,homens,,329135,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,30 a 39,mulheres,,333095,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,40 a 49,homens,,239593,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,40 a 49,mulheres,,235801,83,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,50 a 59,homens,,154407,84,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,50 a 59,mulheres,,149969,84,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,60 a 69,homens,,90726,84,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,60 a 69,mulheres,,91222,84,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,70 e mais,homens,,43061,84,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,70 e mais,mulheres,,51812,84,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,ignorada,homens,,1555,84,amostra 25%,ok,
33,uf,Sul,81,Rio Grande do Sul,ignorada,mulheres,,1656,84,amostra 25%,aritmetica,
33,regiao,Centro-Oeste,,Centro-Oeste,0 a 4,homens,,255596,82,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,0 a 4,mulheres,,243517,82,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,5 a 9,homens,,233226,82,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,5 a 9,mulheres,,220435,82,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,total,homens,,1536124,82,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,total,mulheres,,1413365,82,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,total,total,,2949489,82,,aritmetica,
33,regiao,Centro-Oeste,,Centro-Oeste,10 a 14,homens,,187892,83,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,10 a 14,mulheres,,183343,83,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,15 a 19,homens,,156574,83,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,15 a 19,mulheres,,160406,83,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,20 a 24,homens,,147865,83,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,20 a 24,mulheres,,132723,83,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,25 a 29,homens,,121700,83,,deduzido,
33,regiao,Centro-Oeste,,Centro-Oeste,25 a 29,mulheres,,109081,83,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,30 a 39,homens,,182003,83,,aritmetica,
33,regiao,Centro-Oeste,,Centro-Oeste,30 a 39,mulheres,,160019,83,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,40 a 49,homens,,128792,83,,deduzido,
33,regiao,Centro-Oeste,,Centro-Oeste,40 a 49,mulheres,,104856,83,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,50 a 59,homens,,71120,84,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,50 a 59,mulheres,,55387,84,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,60 a 69,homens,,34813,84,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,60 a 69,mulheres,,28485,84,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,70 e mais,homens,,15524,84,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,70 e mais,mulheres,,14193,84,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,ignorada,homens,,1019,84,,ok,
33,regiao,Centro-Oeste,,Centro-Oeste,ignorada,mulheres,,920,84,,uma_ok,
33,uf,Centro-Oeste,91,Mato Grosso,0 a 4,homens,,78303,82,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,0 a 4,mulheres,,73891,82,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,5 a 9,homens,,70865,82,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,5 a 9,mulheres,,66049,82,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,total,homens,,465382,82,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,total,mulheres,,426851,82,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,total,total,,892233,82,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,10 a 14,homens,,57108,83,amostra 25%,aritmetica,
33,uf,Centro-Oeste,91,Mato Grosso,10 a 14,mulheres,,55973,83,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,15 a 19,homens,,47102,83,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,15 a 19,mulheres,,48329,83,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,20 a 24,homens,,39584,83,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,20 a 24,mulheres,,39347,83,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,25 a 29,homens,,35690,83,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,25 a 29,mulheres,,32993,83,amostra 25%,aritmetica,
