tabela,nivel,regiao,uf60,nome,item,sexo,medida,valor,pagina,fonte,status,nota
33,uf,Centro-Oeste,91,Mato Grosso,30 a 39,homens,,54341,83,amostra 25%,aritmetica,
33,uf,Centro-Oeste,91,Mato Grosso,30 a 39,mulheres,,47982,83,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,40 a 49,homens,,40982,83,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,40 a 49,mulheres,,32414,83,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,50 a 59,homens,,23498,84,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,50 a 59,mulheres,,16422,84,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,60 a 69,homens,,11685,84,amostra 25%,aritmetica,
33,uf,Centro-Oeste,91,Mato Grosso,60 a 69,mulheres,,8437,84,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,70 e mais,homens,,5851,84,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,70 e mais,mulheres,,4703,84,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,ignorada,homens,,373,84,amostra 25%,ok,
33,uf,Centro-Oeste,91,Mato Grosso,ignorada,mulheres,,311,84,amostra 25%,uma_ok,
33,uf,Centro-Oeste,94,Goiás,0 a 4,homens,,167491,82,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,0 a 4,mulheres,,160235,82,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,5 a 9,homens,,155360,82,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,5 a 9,mulheres,,147277,82,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,total,homens,,983456,82,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,total,mulheres,,934004,82,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,total,total,,1917460,82,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,10 a 14,homens,,125822,83,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,10 a 14,mulheres,,122213,83,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,15 a 19,homens,,100825,83,amostra 25%,aritmetica,
33,uf,Centro-Oeste,94,Goiás,15 a 19,mulheres,,106722,83,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,20 a 24,homens,,89519,83,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,20 a 24,mulheres,,86772,83,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,25 a 29,homens,,73685,83,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,25 a 29,mulheres,,70404,83,amostra 25%,manual,OCR 70 / 70 404
33,uf,Centro-Oeste,94,Goiás,30 a 39,homens,,112763,83,amostra 25%,aritmetica,
33,uf,Centro-Oeste,94,Goiás,30 a 39,mulheres,,104463,83,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,40 a 49,homens,,80655,83,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,40 a 49,mulheres,,69145,83,amostra 25%,manual,OCR 49 145 nas duas leituras
33,uf,Centro-Oeste,94,Goiás,50 a 59,homens,,44969,84,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,50 a 59,mulheres,,37538,84,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,60 a 69,homens,,22408,84,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,60 a 69,mulheres,,19495,84,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,70 e mais,homens,,9507,84,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,70 e mais,mulheres,,9216,84,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,ignorada,homens,,452,84,amostra 25%,ok,
33,uf,Centro-Oeste,94,Goiás,ignorada,mulheres,,524,84,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,0 a 4,homens,,9802,82,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,0 a 4,mulheres,,9391,82,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,5 a 9,homens,,7001,82,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,5 a 9,mulheres,,7109,82,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,total,homens,,87286,82,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,total,mulheres,,52510,82,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,total,total,,139796,82,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,10 a 14,homens,,4962,83,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,10 a 14,mulheres,,5157,83,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,15 a 19,homens,,8647,83,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,15 a 19,mulheres,,5355,83,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,20 a 24,homens,,18762,83,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,20 a 24,mulheres,,6604,83,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,25 a 29,homens,,12325,83,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,25 a 29,mulheres,,5684,83,amostra 25%,aritmetica,
33,uf,Centro-Oeste,97,Distrito Federal,30 a 39,homens,,14899,83,amostra 25%,aritmetica,
33,uf,Centro-Oeste,97,Distrito Federal,30 a 39,mulheres,,7574,83,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,40 a 49,homens,,7155,83,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,40 a 49,mulheres,,3297,83,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,50 a 59,homens,,2653,84,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,50 a 59,mulheres,,1427,84,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,60 a 69,homens,,720,84,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,60 a 69,mulheres,,553,84,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,70 e mais,homens,,166,84,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,70 e mais,mulheres,,274,84,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,ignorada,homens,,194,84,amostra 25%,ok,
33,uf,Centro-Oeste,97,Distrito Federal,ignorada,mulheres,,85,84,amostra 25%,ok,
34,brasil,,,Brasil,rural,homens,,19869835,85,,ok,
34,brasil,,,Brasil,rural,mulheres,,18787854,85,,ok,
34,brasil,,,Brasil,rural,total,,38657689,85,,ok,
34,brasil,,,Brasil,total,homens,,35059546,85,,ok,
34,brasil,,,Brasil,total,mulheres,,35131824,85,,ok,
34,brasil,,,Brasil,total,total,,70191370,85,,aritmetica,
34,brasil,,,Brasil,urbana,homens,,15189711,85,,ok,
34,brasil,,,Brasil,urbana,mulheres,,16343970,85,,ok,
34,brasil,,,Brasil,urbana,total,,31533681,85,,aritmetica,
34,regiao,Norte,,Norte,rural,homens,,847771,85,,ok,
34,regiao,Norte,,Norte,rural,mulheres,,759340,85,,ok,
34,regiao,Norte,,Norte,rural,total,,1607111,85,,ok,
34,regiao,Norte,,Norte,total,homens,,1315221,85,,uma_ok,
34,regiao,Norte,,Norte,total,mulheres,,1264221,85,,ok,
34,regiao,Norte,,Norte,total,total,,2579442,85,,aritmetica,
34,regiao,Norte,,Norte,urbana,homens,,467450,85,,ok,
34,regiao,Norte,,Norte,urbana,mulheres,,504881,85,,aritmetica,
34,regiao,Norte,,Norte,urbana,total,,972331,85,,ok,
34,uf,Norte,0,Rondônia,rural,homens,,23324,85,universo,ok,
34,uf,Norte,0,Rondônia,rural,mulheres,,16282,85,universo,ok,
34,uf,Norte,0,Rondônia,rural,total,,39606,85,universo,ok,
34,uf,Norte,0,Rondônia,total,homens,,39038,85,universo,ok,
34,uf,Norte,0,Rondônia,total,mulheres,,31194,85,universo,ok,
34,uf,Norte,0,Rondônia,total,total,,70232,85,universo,ok,
34,uf,Norte,0,Rondônia,urbana,homens,,15714,85,universo,aritmetica,
34,uf,Norte,0,Rondônia,urbana,mulheres,,14912,85,universo,ok,
34,uf,Norte,0,Rondônia,urbana,total,,30626,85,universo,ok,
34,uf,Norte,1,Acre,rural,homens,,67763,85,universo,ok,
34,uf,Norte,1,Acre,rural,mulheres,,57555,85,universo,aritmetica,
34,uf,Norte,1,Acre,rural,total,,125318,85,universo,aritmetica,
34,uf,Norte,1,Acre,total,homens,,84208,85,universo,ok,
34,uf,Norte,1,Acre,total,mulheres,,74644,85,universo,ok,
34,uf,Norte,1,Acre,total,total,,158852,85,universo,aritmetica,
34,uf,Norte,1,Acre,urbana,homens,,16445,85,universo,ok,
34,uf,Norte,1,Acre,urbana,mulheres,,17089,85,universo,ok,
34,uf,Norte,1,Acre,urbana,total,,33534,85,universo,ok,
34,uf,Norte,2,Amazonas,rural,homens,,253531,85,universo,ok,
34,uf,Norte,2,Amazonas,rural,mulheres,,224589,85,universo,ok,
34,uf,Norte,2,Amazonas,rural,total,,478120,85,universo,ok,
34,uf,Norte,2,Amazonas,total,homens,,367333,85,universo,ok,
34,uf,Norte,2,Amazonas,total,mulheres,,347441,85,universo,ok,
34,uf,Norte,2,Amazonas,total,total,,714774,85,universo,aritmetica,
34,uf,Norte,2,Amazonas,urbana,homens,,113802,85,universo,ok,
34,uf,Norte,2,Amazonas,urbana,mulheres,,122852,85,universo,ok,
34,uf,Norte,2,Amazonas,urbana,total,,236654,85,universo,ok,
34,uf,Norte,3,Roraima,rural,homens,,8736,85,universo,ok,
34,uf,Norte,3,Roraima,rural,mulheres,,7675,85,universo,ok,
34,uf,Norte,3,Roraima,rural,total,,16411,85,universo,ok,
34,uf,Norte,3,Roraima,total,homens,,15018,85,universo,ok,
34,uf,Norte,3,Roraima,total,mulheres,,13853,85,universo,ok,
34,uf,Norte,3,Roraima,total,total,,28871,85,universo,ok,
34,uf,Norte,3,Roraima,urbana,homens,,6282,85,universo,ok,
34,uf,Norte,3,Roraima,urbana,mulheres,,6178,85,universo,ok,
34,uf,Norte,3,Roraima,urbana,total,,12460,85,universo,ok,
34,uf,Norte,4,Pará,rural,homens,,476780,85,universo,ok,
34,uf,Norte,4,Pará,rural,mulheres,,437597,85,universo,ok,
34,uf,Norte,4,Pará,rural,total,,914377,85,universo,ok,
34,uf,Norte,4,Pará,total,homens,,774626,85,universo,ok,
34,uf,Norte,4,Pará,total,mulheres,,763567,85,universo,ok,
34,uf,Norte,4,Pará,total,total,,1538193,85,universo,deduzido,
34,uf,Norte,4,Pará,urbana,homens,,297846,85,universo,ok,
34,uf,Norte,4,Pará,urbana,mulheres,,325970,85,universo,ok,
34,uf,Norte,4,Pará,urbana,total,,623816,85,universo,ok,
34,uf,Norte,6,Amapá,rural,homens,,17637,85,universo,aritmetica,
34,uf,Norte,6,Amapá,rural,mulheres,,15642,85,universo,ok,
34,uf,Norte,6,Amapá,rural,total,,33279,85,universo,ok,
34,uf,Norte,6,Amapá,total,homens,,34998,85,universo,aritmetica,
34,uf,Norte,6,Amapá,total,mulheres,,33522,85,universo,ok,
34,uf,Norte,6,Amapá,total,total,,68520,85,universo,ok,
34,uf,Norte,6,Amapá,urbana,homens,,17361,85,universo,ok,
34,uf,Norte,6,Amapá,urbana,mulheres,,17880,85,universo,ok,
34,uf,Norte,6,Amapá,urbana,total,,35241,85,universo,ok,
34,regiao,Nordeste,,Nordeste,rural,homens,,5158212,85,,ok,
34,regiao,Nordeste,,Nordeste,rural,mulheres,,5115480,85,,ok,
34,regiao,Nordeste,,Nordeste,rural,total,,10273692,85,,ok,
34,regiao,Nordeste,,Nordeste,total,homens,,7568238,85,,aritmetica,
34,regiao,Nordeste,,Nordeste,total,mulheres,,7918002,85,,ok,
34,regiao,Nordeste,,Nordeste,total,total,,15486240,85,,ok,
34,regiao,Nordeste,,Nordeste,urbana,homens,,2410026,85,,ok,
34,regiao,Nordeste,,Nordeste,urbana,mulheres,,2802522,85,,ok,
34,regiao,Nordeste,,Nordeste,urbana,total,,5212548,85,,aritmetica,
34,uf,Nordeste,10,Maranhão,rural,homens,,1046579,85,universo,ok,
34,uf,Nordeste,10,Maranhão,rural,mulheres,,987797,85,universo,ok,
34,uf,Nordeste,10,Maranhão,rural,total,,2034376,85,universo,ok,
34,uf,Nordeste,10,Maranhão,total,homens,,1256406,85,universo,ok,
34,uf,Nordeste,10,Maranhão,total,mulheres,,1220965,85,universo,ok,
34,uf,Nordeste,10,Maranhão,total,total,,2477371,85,universo,aritmetica,
34,uf,Nordeste,10,Maranhão,urbana,homens,,209827,85,universo,ok,
34,uf,Nordeste,10,Maranhão,urbana,mulheres,,233168,85,universo,ok,
34,uf,Nordeste,10,Maranhão,urbana,total,,442995,85,universo,ok,
34,uf,Nordeste,12,Piauí,rural,homens,,482706,85,universo,ok,
34,uf,Nordeste,12,Piauí,rural,mulheres,,474072,85,universo,ok,
34,uf,Nordeste,12,Piauí,rural,total,,956778,85,universo,ok,
34,uf,Nordeste,12,Piauí,total,homens,,616940,85,universo,ok,
34,uf,Nordeste,12,Piauí,total,mulheres,,632260,85,universo,ok,
34,uf,Nordeste,12,Piauí,total,total,,1249200,85,universo,ok,
34,uf,Nordeste,12,Piauí,urbana,homens,,134234,85,universo,aritmetica,
34,uf,Nordeste,12,Piauí,urbana,mulheres,,158188,85,universo,ok,
34,uf,Nordeste,12,Piauí,urbana,total,,292422,85,universo,ok,
34,uf,Nordeste,14,Ceará,rural,homens,,1093973,85,amostra 25%,ok,
34,uf,Nordeste,14,Ceará,rural,mulheres,,1092186,85,amostra 25%,aritmetica,
34,uf,Nordeste,14,Ceará,rural,total,,2186159,85,amostra 25%,ok,
34,uf,Nordeste,14,Ceará,total,homens,,1601904,85,amostra 25%,ok,
34,uf,Nordeste,14,Ceará,total,mulheres,,1687691,85,amostra 25%,ok,
34,uf,Nordeste,14,Ceará,total,total,,3289595,85,amostra 25%,ok,
34,uf,Nordeste,14,Ceará,urbana,homens,,507931,85,amostra 25%,ok,
34,uf,Nordeste,14,Ceará,urbana,mulheres,,595505,85,amostra 25%,ok,
34,uf,Nordeste,14,Ceará,urbana,total,,1103436,85,amostra 25%,ok,
34,uf,Nordeste,17,Rio Grande do Norte,rural,homens,,358008,85,amostra 25%,ok,
34,uf,Nordeste,17,Rio Grande do Norte,rural,mulheres,,355272,85,amostra 25%,ok,
34,uf,Nordeste,17,Rio Grande do Norte,rural,total,,713280,85,amostra 25%,ok,
34,uf,Nordeste,17,Rio Grande do Norte,total,homens,,555308,85,amostra 25%,ok,
34,uf,Nordeste,17,Rio Grande do Norte,total,mulheres,,585515,85,amostra 25%,ok,
34,uf,Nordeste,17,Rio Grande do Norte,total,total,,1140823,85,amostra 25%,ok,
34,uf,Nordeste,17,Rio Grande do Norte,urbana,homens,,197300,85,amostra 25%,ok,
34,uf,Nordeste,17,Rio Grande do Norte,urbana,mulheres,,230243,85,amostra 25%,ok,
34,uf,Nordeste,17,Rio Grande do Norte,urbana,total,,427543,85,amostra 25%,ok,
34,uf,Nordeste,19,Paraíba,rural,homens,,641359,85,amostra 25%,ok,
34,uf,Nordeste,19,Paraíba,rural,mulheres,,654554,85,amostra 25%,deduzido,
34,uf,Nordeste,19,Paraíba,rural,total,,1295913,85,amostra 25%,aritmetica,
34,uf,Nordeste,19,Paraíba,total,homens,,960449,85,amostra 25%,ok,
34,uf,Nordeste,19,Paraíba,total,mulheres,,1030696,85,amostra 25%,aritmetica,
34,uf,Nordeste,19,Paraíba,total,total,,1991145,85,amostra 25%,aritmetica,
34,uf,Nordeste,19,Paraíba,urbana,homens,,319090,85,amostra 25%,ok,
34,uf,Nordeste,19,Paraíba,urbana,mulheres,,376142,85,amostra 25%,ok,
34,uf,Nordeste,19,Paraíba,urbana,total,,695232,85,amostra 25%,ok,
34,uf,Nordeste,21,Pernambuco,rural,homens,,1119867,85,amostra 25%,ok,
34,uf,Nordeste,21,Pernambuco,rural,mulheres,,1132308,85,amostra 25%,ok,
34,uf,Nordeste,21,Pernambuco,rural,total,,2252175,85,amostra 25%,ok,
34,uf,Nordeste,21,Pernambuco,total,homens,,1966907,85,amostra 25%,ok,
34,uf,Nordeste,21,Pernambuco,total,mulheres,,2113694,85,amostra 25%,ok,
34,uf,Nordeste,21,Pernambuco,total,total,,4080601,85,amostra 25%,aritmetica,
34,uf,Nordeste,21,Pernambuco,urbana,homens,,847040,85,amostra 25%,ok,
34,uf,Nordeste,21,Pernambuco,urbana,mulheres,,981386,85,amostra 25%,ok,
34,uf,Nordeste,21,Pernambuco,urbana,total,,1828426,85,amostra 25%,ok,
34,uf,Nordeste,25,Alagoas,rural,homens,,415720,85,amostra 25%,ok,
34,uf,Nordeste,25,Alagoas,rural,mulheres,,419291,85,amostra 25%,ok,
34,uf,Nordeste,25,Alagoas,rural,total,,835011,85,amostra 25%,ok,
34,uf,Nordeste,25,Alagoas,total,homens,,609590,85,amostra 25%,ok,
34,uf,Nordeste,25,Alagoas,total,mulheres,,646569,85,amostra 25%,ok,
34,uf,Nordeste,25,Alagoas,total,total,,1256159,85,amostra 25%,aritmetica,
34,uf,Nordeste,25,Alagoas,urbana,homens,,193870,85,amostra 25%,ok,
34,uf,Nordeste,25,Alagoas,urbana,mulheres,,227278,85,amostra 25%,ok,
34,uf,Nordeste,25,Alagoas,urbana,total,,421148,85,amostra 25%,ok,
34,uf,Nordeste,24,Fernando de Noronha,rural,homens,,0,85,amostra 25%,zero,
34,uf,Nordeste,24,Fernando de Noronha,rural,mulheres,,0,85,amostra 25%,zero,
34,uf,Nordeste,24,Fernando de Noronha,rural,total,,0,85,amostra 25%,zero,
34,uf,Nordeste,24,Fernando de Noronha,total,homens,,734,85,amostra 25%,ok,
34,uf,Nordeste,24,Fernando de Noronha,total,mulheres,,612,85,amostra 25%,ok,
34,uf,Nordeste,24,Fernando de Noronha,total,total,,1346,85,amostra 25%,ok,
34,uf,Nordeste,24,Fernando de Noronha,urbana,homens,,734,85,amostra 25%,ok,
34,uf,Nordeste,24,Fernando de Noronha,urbana,mulheres,,612,85,amostra 25%,ok,
34,uf,Nordeste,24,Fernando de Noronha,urbana,total,,1346,85,amostra 25%,ok,
34,regiao,Leste,,Leste,rural,homens,,6486651,85,,ok,
34,regiao,Leste,,Leste,rural,mulheres,,6207026,85,,ok,
34,regiao,Leste,,Leste,rural,total,,12693677,85,,ok,
34,regiao,Leste,,Leste,total,homens,,12180026,85,,ok,
34,regiao,Leste,,Leste,total,mulheres,,12390735,85,,ok,
34,regiao,Leste,,Leste,total,total,,24570761,85,,ok,
34,regiao,Leste,,Leste,urbana,homens,,5693375,85,,ok,
34,regiao,Leste,,Leste,urbana,mulheres,,6183709,85,,ok,
34,regiao,Leste,,Leste,urbana,total,,11877084,85,,ok,
34,uf,Leste,30,Sergipe,rural,homens,,228508,85,amostra 25%,ok,
34,uf,Leste,30,Sergipe,rural,mulheres,,232161,85,amostra 25%,ok,
34,uf,Leste,30,Sergipe,rural,total,,460669,85,amostra 25%,ok,
34,uf,Leste,30,Sergipe,total,homens,,361338,85,amostra 25%,ok,
34,uf,Leste,30,Sergipe,total,mulheres,,390440,85,amostra 25%,ok,
34,uf,Leste,30,Sergipe,total,total,,751778,85,amostra 25%,ok,
34,uf,Leste,30,Sergipe,urbana,homens,,132830,85,amostra 25%,ok,
34,uf,Leste,30,Sergipe,urbana,mulheres,,158279,85,amostra 25%,deduzido,
34,uf,Leste,30,Sergipe,urbana,total,,291109,85,amostra 25%,ok,
34,uf,Leste,31,Bahia,rural,homens,,1935576,85,amostra 25%,aritmetica,
34,uf,Leste,31,Bahia,rural,mulheres,,1934172,85,amostra 25%,ok,
34,uf,Leste,31,Bahia,rural,total,,3869748,85,amostra 25%,ok,
34,uf,Leste,31,Bahia,total,homens,,2886897,85,amostra 25%,aritmetica,
34,uf,Leste,31,Bahia,total,mulheres,,3031975,85,amostra 25%,ok,
34,uf,Leste,31,Bahia,total,total,,5918872,85,amostra 25%,ok,
34,uf,Leste,31,Bahia,urbana,homens,,951321,85,amostra 25%,ok,
34,uf,Leste,31,Bahia,urbana,mulheres,,1097803,85,amostra 25%,ok,
34,uf,Leste,31,Bahia,urbana,total,,2049124,85,amostra 25%,ok,
34,uf,Leste,40,Minas Gerais,rural,homens,,2994631,85,amostra 25%,ok,
34,uf,Leste,40,Minas Gerais,rural,mulheres,,2823099,85,amostra 25%,aritmetica,
34,uf,Leste,40,Minas Gerais,rural,total,,5817730,85,amostra 25%,ok,
34,uf,Leste,40,Minas Gerais,total,homens,,4846200,85,amostra 25%,ok,
34,uf,Leste,40,Minas Gerais,total,mulheres,,4851918,85,amostra 25%,ok,
34,uf,Leste,40,Minas Gerais,total,total,,9698118,85,amostra 25%,ok,
34,uf,Leste,40,Minas Gerais,urbana,homens,,1851569,85,amostra 25%,ok,
34,uf,Leste,40,Minas Gerais,urbana,mulheres,,2028819,85,amostra 25%,ok,
34,uf,Leste,40,Minas Gerais,urbana,total,,3880388,85,amostra 25%,aritmetica,
34,uf,Leste,50,Serra dos Aimorés,rural,homens,,182652,85,amostra 25%,ok,
34,uf,Leste,50,Serra dos Aimorés,rural,mulheres,,166385,85,amostra 25%,aritmetica,
34,uf,Leste,50,Serra dos Aimorés,rural,total,,349037,85,amostra 25%,ok,
34,uf,Leste,50,Serra dos Aimorés,total,homens,,199289,85,amostra 25%,ok,
34,uf,Leste,50,Serra dos Aimorés,total,mulheres,,183505,85,amostra 25%,ok,
34,uf,Leste,50,Serra dos Aimorés,total,total,,382794,85,amostra 25%,ok,
34,uf,Leste,50,Serra dos Aimorés,urbana,homens,,16637,85,amostra 25%,ok,
34,uf,Leste,50,Serra dos Aimorés,urbana,mulheres,,17120,85,amostra 25%,ok,
34,uf,Leste,50,Serra dos Aimorés,urbana,total,,33757,85,amostra 25%,ok,
34,uf,Leste,51,Espírito Santo,rural,homens,,415139,85,universo,ok,
34,uf,Leste,51,Espírito Santo,rural,mulheres,,384339,85,universo,aritmetica,
34,uf,Leste,51,Espírito Santo,rural,total,,799478,85,universo,ok,
34,uf,Leste,51,Espírito Santo,total,homens,,594423,85,universo,ok,
34,uf,Leste,51,Espírito Santo,total,mulheres,,575130,85,universo,ok,
34,uf,Leste,51,Espírito Santo,total,total,,1169553,85,universo,ok,
34,uf,Leste,51,Espírito Santo,urbana,homens,,179284,85,universo,aritmetica,
34,uf,Leste,51,Espírito Santo,urbana,mulheres,,190791,85,universo,ok,
34,uf,Leste,51,Espírito Santo,urbana,total,,370075,85,universo,ok,
34,uf,Leste,52,Rio de Janeiro,rural,homens,,686262,85,amostra 25%,ok,
34,uf,Leste,52,Rio de Janeiro,rural,mulheres,,627436,85,amostra 25%,aritmetica,
34,uf,Leste,52,Rio de Janeiro,rural,total,,1313698,85,amostra 25%,ok,
34,uf,Leste,52,Rio de Janeiro,total,homens,,1697880,85,amostra 25%,ok,
34,uf,Leste,52,Rio de Janeiro,total,mulheres,,1669858,85,amostra 25%,ok,
34,uf,Leste,52,Rio de Janeiro,total,total,,3367738,85,amostra 25%,ok,
34,uf,Leste,52,Rio de Janeiro,urbana,homens,,1011618,85,amostra 25%,ok,
34,uf,Leste,52,Rio de Janeiro,urbana,mulheres,,1042422,85,amostra 25%,aritmetica,
34,uf,Leste,52,Rio de Janeiro,urbana,total,,2054040,85,amostra 25%,ok,
34,uf,Leste,54,Guanabara,rural,homens,,43883,85,universo,ok,
34,uf,Leste,54,Guanabara,rural,mulheres,,39434,85,universo,aritmetica,
34,uf,Leste,54,Guanabara,rural,total,,83317,85,universo,ok,
34,uf,Leste,54,Guanabara,total,homens,,1593999,85,universo,ok,
34,uf,Leste,54,Guanabara,total,mulheres,,1687909,85,universo,ok,
34,uf,Leste,54,Guanabara,total,total,,3281908,85,universo,ok,
34,uf,Leste,54,Guanabara,urbana,homens,,1550116,85,universo,ok,
34,uf,Leste,54,Guanabara,urbana,mulheres,,1648475,85,universo,ok,
34,uf,Leste,54,Guanabara,urbana,total,,3198591,85,universo,ok,
34,regiao,Sul,,Sul,rural,homens,,6350809,85,,uma_ok,
34,regiao,Sul,,Sul,rural,mulheres,,5798646,85,,uma_ok,
34,regiao,Sul,,Sul,rural,total,,12149455,85,,ok,
34,regiao,Sul,,Sul,total,homens,,12459937,85,,ok,
34,regiao,Sul,,Sul,total,mulheres,,12145501,85,,ok,
34,regiao,Sul,,Sul,total,total,,24605438,85,,aritmetica,
34,regiao,Sul,,Sul,urbana,homens,,6109128,85,,ok,
34,regiao,Sul,,Sul,urbana,mulheres,,6346855,85,,ok,
34,regiao,Sul,,Sul,urbana,total,,12455983,85,,ok,
34,uf,Sul,60,São Paulo,rural,homens,,2516459,85,amostra 25%,ok,
34,uf,Sul,60,São Paulo,rural,mulheres,,2262970,85,amostra 25%,aritmetica,
34,uf,Sul,60,São Paulo,rural,total,,4779429,85,amostra 25%,ok,
34,uf,Sul,60,São Paulo,total,homens,,6477519,85,amostra 25%,ok,
34,uf,Sul,60,São Paulo,total,mulheres,,6346287,85,amostra 25%,ok,
34,uf,Sul,60,São Paulo,total,total,,12823806,85,amostra 25%,ok,
34,uf,Sul,60,São Paulo,urbana,homens,,3961060,85,amostra 25%,ok,
34,uf,Sul,60,São Paulo,urbana,mulheres,,4083317,85,amostra 25%,deduzido,
34,uf,Sul,60,São Paulo,urbana,total,,8044377,85,amostra 25%,ok,
34,uf,Sul,71,Paraná,rural,homens,,1560962,85,amostra 25%,ok,
34,uf,Sul,71,Paraná,rural,mulheres,,1391790,85,amostra 25%,ok,
34,uf,Sul,71,Paraná,rural,total,,2952752,85,amostra 25%,ok,
34,uf,Sul,71,Paraná,total,homens,,2211922,85,amostra 25%,ok,
34,uf,Sul,71,Paraná,total,mulheres,,2051799,85,amostra 25%,ok,
34,uf,Sul,71,Paraná,total,total,,4263721,85,amostra 25%,ok,
34,uf,Sul,71,Paraná,urbana,homens,,650960,85,amostra 25%,ok,
34,uf,Sul,71,Paraná,urbana,mulheres,,660009,85,amostra 25%,ok,
34,uf,Sul,71,Paraná,urbana,total,,1310969,85,amostra 25%,aritmetica,
34,uf,Sul,74,Santa Catarina,rural,homens,,741800,85,universo,ok,
34,uf,Sul,74,Santa Catarina,rural,mulheres,,699094,85,universo,ok,
34,uf,Sul,74,Santa Catarina,rural,total,,1440894,85,universo,aritmetica,
34,uf,Sul,74,Santa Catarina,total,homens,,1079105,85,universo,ok,
34,uf,Sul,74,Santa Catarina,total,mulheres,,1050147,85,universo,ok,
34,uf,Sul,74,Santa Catarina,total,total,,2129252,85,universo,ok,
34,uf,Sul,74,Santa Catarina,urbana,homens,,337305,85,universo,ok,
34,uf,Sul,74,Santa Catarina,urbana,mulheres,,351053,85,universo,ok,
34,uf,Sul,74,Santa Catarina,urbana,total,,688358,85,universo,ok,
34,uf,Sul,81,Rio Grande do Sul,rural,homens,,1531588,85,amostra 25%,aritmetica,
34,uf,Sul,81,Rio Grande do Sul,rural,mulheres,,1444792,85,amostra 25%,ok,
34,uf,Sul,81,Rio Grande do Sul,rural,total,,2976380,85,amostra 25%,ok,
34,uf,Sul,81,Rio Grande do Sul,total,homens,,2691391,85,amostra 25%,uma_ok,
34,uf,Sul,81,Rio Grande do Sul,total,mulheres,,2697268,85,amostra 25%,ok,
34,uf,Sul,81,Rio Grande do Sul,total,total,,5388659,85,amostra 25%,aritmetica,
34,uf,Sul,81,Rio Grande do Sul,urbana,homens,,1159803,85,amostra 25%,aritmetica,
