quesito,variavel,codigo,rotulo,grupo,subgrupo,pagina,nota
V,V221,411,Mineiros,4. Ocupações relativas à produção extrativa mineral,Mineiros,12,
V,V221,421,Canteiros e marroeiros,4. Ocupações relativas à produção extrativa mineral,Canteiros e marroeiros,12,
V,V221,431,Ocupações relativas à perfuração de poços de petróleo e de gás e trabalhadores afins,4. Ocupações relativas à produção extrativa mineral,Ocupações relativas à perfuração de poços de petróleo e de gás e trabalhadores afins,12,
V,V221,441,Garimpeiros,4. Ocupações relativas à produção extrativa mineral,Garimpeiros,12,
V,V221,511,Modeladores e formistas de metais,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria metalúrgica,12,
V,V221,512,Fundidores de metais,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria metalúrgica,12,
V,V221,513,Laminadores e trefiladores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria metalúrgica,12,
V,V221,514,Afiadores e amoladores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria metalúrgica,12,
V,V221,521,Estampadores mecânicos,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,522,Fresadores e furadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,523,Torneiros mecânicos,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,524,Mecânicos de motor a explosão,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,525,"Mecânicos, sem especificação",5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,526,Galvanizadores e niqueladores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,527,Soldadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,528,Caldeireiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,529,Ferreiros e serralheiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,531,Lanterneiros de veículos,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,532,Rebitadores de metais,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,533,Funileiros de metais,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,534,Ferradores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria mecânica,12,
V,V221,541,Cardadores e penteadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,542,"Maçaroqueiros, bobinadores e espuladores",5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,543,Fiandeiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,544,Rendeiras,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,545,Urdidores e remetedores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,546,Cordoeiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,547,Tecelões,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,548,Tapeceiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,549,Redeiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,551,Alvejadores e tintureiros têxteis,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,552,Estampadores têxteis,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,553,Acabadores de pano,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,554,Cerzideiras,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria têxtil,12,
V,V221,561,Correeiros e seleiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria do couro,12,
V,V221,562,Curtidores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria do couro,12,
V,V221,571,Alfaiates e costureiras,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria do vestuário,12,
V,V221,572,Bordadeiras,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria do vestuário,12,
V,V221,573,Chapeleiros (de palha),5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria do vestuário,12,
V,V221,574,"Chapeleiros, exclusive de palha",5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria do vestuário,12,
V,V221,575,Sapateiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria do vestuário,12,
V,V221,576,Bolseiros e cinteiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria do vestuário,12,
V,V221,581,Marceneiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de madeiras e móveis,12,
V,V221,582,Carpinteiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de madeiras e móveis,12,
V,V221,583,Tanoeiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de madeiras e móveis,12,
V,V221,584,Serradores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de madeiras e móveis,12,
V,V221,585,Estofadores e capoteiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de madeiras e móveis,12,
V,V221,586,Colchoeiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de madeiras e móveis,12,
V,V221,587,Lustradores de madeira (inclusive móveis),5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de madeiras e móveis,12,
V,V221,591,Eletricistas,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Eletricistas,12,
V,V221,592,Radiotécnicos (consertadores e montadores),5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Eletricistas,12,
V,V221,611,Mestres de obras,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,612,Armadores de concreto,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,613,Pedreiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,614,Serventes de pedreiro,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,615,Pintores e caiadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,616,Estucadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,617,Ladrilheiros e taqueiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,618,Encanadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,619,Vidraceiros (colocador de vidros),5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,621,Calceteiros e asfaltadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,622,Calafates,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,623,Operadores de máquinas na construção civil,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria da construção civil,12,
V,V221,631,Linguiceiros e salsicheiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,632,Charqueadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,633,Magarefes,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,634,Manteigueiros e queijeiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,635,Doceiros e confeiteiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,636,Macarroneiros e pasteleiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,637,Padeiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,638,Farinheiros e moleiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,639,Ocupações concernentes às usinas e engenhos de açúcar,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,641,Ocupações concernentes às destilarias de bebidas,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,642,Ocupações concernentes à moagem e torrefação de café,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,643,Ocupações concernentes à industrialização do pescado,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de alimentação e de bebidas,12,
V,V221,651,Linotipistas,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria gráfica,12,
V,V221,652,Tipógrafos,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria gráfica,12,
V,V221,653,Clicheristas e gravadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria gráfica,12,
V,V221,654,Impressores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria gráfica,12,
V,V221,655,"Revisores, na indústria gráfica",5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria gráfica,12,
V,V221,656,Encadernadores e cartonadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria gráfica,12,
V,V221,657,Outras ocupações específicas da indústria gráfica,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas à indústria gráfica,12,
V,V221,661,Vidreiros e ampoleiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de cerâmica e de vidro,12,
V,V221,662,Ceramistas e louceiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de cerâmica e de vidro,12,
V,V221,663,Pintores cerâmicos,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de cerâmica e de vidro,12,
V,V221,664,Oleiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações relativas às indústrias de cerâmica e de vidro,12,
V,V221,671,"Mestres, contramestres e técnicos industriais",5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações técnicas e semi-técnicas no processo de produção e trabalhadores afins,12,
V,V221,672,Ourives e relojoeiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações técnicas e semi-técnicas no processo de produção e trabalhadores afins,12,
V,V221,673,Lapidadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações técnicas e semi-técnicas no processo de produção e trabalhadores afins,12,
V,V221,674,Vulcanizadores e recauchutadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações técnicas e semi-técnicas no processo de produção e trabalhadores afins,12,
V,V221,675,Fogueteiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações técnicas e semi-técnicas no processo de produção e trabalhadores afins,12,
V,V221,676,Outras ocupações técnicas e semi-técnicas no processo de produção,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Ocupações técnicas e semi-técnicas no processo de produção e trabalhadores afins,12,
V,V221,681,Cesteiros e esteireiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Outras ocupações relativas à indústria de transformação,12,
V,V221,682,Vassoureiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Outras ocupações relativas à indústria de transformação,12,
V,V221,683,Marmoristas,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Outras ocupações relativas à indústria de transformação,12,
V,V221,684,Charuteiros e cigarreiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Outras ocupações relativas à indústria de transformação,12,
V,V221,685,Polidores e esmerilhadores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Outras ocupações relativas à indústria de transformação,12,
V,V221,686,Pintores a pistola,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Outras ocupações relativas à indústria de transformação,12,
V,V221,687,Maleiros,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Outras ocupações relativas à indústria de transformação,12,
V,V221,688,Foguistas (exclusive embarcação e trem),5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Outras ocupações relativas à indústria de transformação,12,
V,V221,689,Embaladores e expedidores,5 e 6. Ocupações relativas à produção manufatureira e à construção civil,Outras ocupações relativas à indústria de transformação,12,
V,V221,711,Açougueiros,7. Ocupações relativas ao comércio e às atividades auxiliares,Ocupações relativas ao comércio,15,
V,V221,712,Vendedores ambulantes,7. Ocupações relativas ao comércio e às atividades auxiliares,Ocupações relativas ao comércio,15,
V,V221,713,Balconistas e entregadores,7. Ocupações relativas ao comércio e às atividades auxiliares,Ocupações relativas ao comércio,15,
V,V221,714,Vendedores de jornais e revistas,7. Ocupações relativas ao comércio e às atividades auxiliares,Ocupações relativas ao comércio,15,
V,V221,721,Pracistas e viajantes comerciais,7. Ocupações relativas ao comércio e às atividades auxiliares,Viajantes comerciais e agentes de fábricas,15,
V,V221,722,Representantes comerciais,7. Ocupações relativas ao comércio e às atividades auxiliares,Viajantes comerciais e agentes de fábricas,15,
V,V221,723,Propagandistas,7. Ocupações relativas ao comércio e às atividades auxiliares,Viajantes comerciais e agentes de fábricas,15,
V,V221,731,Corretores e agenciadores,7. Ocupações relativas ao comércio e às atividades auxiliares,Outras ocupações no comércio,15,
V,V221,732,Compradores,7. Ocupações relativas ao comércio e às atividades auxiliares,Outras ocupações no comércio,15,
V,V221,733,Leiloeiros,7. Ocupações relativas ao comércio e às atividades auxiliares,Outras ocupações no comércio,15,
V,V221,811,Aviadores civis,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas ao transporte aéreo,15,
V,V221,812,Aeromoços,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas ao transporte aéreo,15,
V,V221,821,Oficiais de marinha mercante,8. Ocupações relativas aos transportes e às comunicações,"Ocupações relativas ao transporte marítimo, fluvial e lacustre",15,
V,V221,822,Mestres de embarcação,8. Ocupações relativas aos transportes e às comunicações,"Ocupações relativas ao transporte marítimo, fluvial e lacustre",15,
V,V221,823,Maquinistas de embarcação,8. Ocupações relativas aos transportes e às comunicações,"Ocupações relativas ao transporte marítimo, fluvial e lacustre",15,
V,V221,824,Foguistas de embarcação,8. Ocupações relativas aos transportes e às comunicações,"Ocupações relativas ao transporte marítimo, fluvial e lacustre",15,
V,V221,825,Marinheiros civis,8. Ocupações relativas aos transportes e às comunicações,"Ocupações relativas ao transporte marítimo, fluvial e lacustre",15,
V,V221,826,Taifeiros,8. Ocupações relativas aos transportes e às comunicações,"Ocupações relativas ao transporte marítimo, fluvial e lacustre",15,
V,V221,827,Barqueiros e canoeiros,8. Ocupações relativas aos transportes e às comunicações,"Ocupações relativas ao transporte marítimo, fluvial e lacustre",15,
V,V221,831,Práticos de porto,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas aos serviços portuários,15,
V,V221,832,Guindasteiros,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas aos serviços portuários,15,
V,V221,833,Estivadores,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas aos serviços portuários,15,
V,V221,841,Agentes de estrada de ferro,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas ao transporte ferroviário,15,
V,V221,842,Condutores e chefes de trem,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas ao transporte ferroviário,15,
V,V221,843,Maquinistas,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas ao transporte ferroviário,15,
V,V221,844,Foguistas de trem,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas ao transporte ferroviário,15,
V,V221,845,Guarda-freios,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas ao transporte ferroviário,15,
V,V221,846,Manobreiros e sinaleiros,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas ao transporte ferroviário,15,
V,V221,851,Motoristas,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas aos transportes rodoviários e urbanos,15,
V,V221,852,Trocadores,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas aos transportes rodoviários e urbanos,15,
V,V221,853,Motorneiros de bonde,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas aos transportes rodoviários e urbanos,15,
V,V221,854,Condutores de bonde,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas aos transportes rodoviários e urbanos,15,
V,V221,855,Carroceiros e tropeiros,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas aos transportes rodoviários e urbanos,15,
V,V221,861,Inspetores e despachantes nos transportes,8. Ocupações relativas aos transportes e às comunicações,Outras ocupações relativas aos transportes,15,
V,V221,862,Trabalhadores de conservação de rodovias,8. Ocupações relativas aos transportes e às comunicações,Outras ocupações relativas aos transportes,15,
V,V221,863,Trabalhadores de conservação de ferrovias,8. Ocupações relativas aos transportes e às comunicações,Outras ocupações relativas aos transportes,15,
V,V221,871,Agentes postais e telegráficos,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas às comunicações,15,
V,V221,872,Telegrafistas e radiotelegrafistas,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas às comunicações,15,
V,V221,873,Telefonistas,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas às comunicações,15,
V,V221,874,Carteiros,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas às comunicações,15,
V,V221,875,Manipuladores nos Correios e Telégrafos,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas às comunicações,15,
V,V221,876,Guarda-fios,8. Ocupações relativas aos transportes e às comunicações,Ocupações relativas às comunicações,15,
V,V221,911,Cozinheiros,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços domésticos remunerados,17,
V,V221,912,Garçons,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços domésticos remunerados,17,
V,V221,913,Amas e copeiras,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços domésticos remunerados,17,
V,V221,921,"Porteiros, faxineiros e ascensoristas de edifícios",9. Ocupações relativas à prestação de serviços,"Porteiros, faxineiros e ascensoristas de edifícios",17,
V,V221,931,Barbeiros e cabeleireiros,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços de higiene pessoal,17,
V,V221,932,Manicuras e pedicuros,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços de higiene pessoal,17,
V,V221,933,Lavadeiras e engomadeiras,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços de higiene pessoal,17,
V,V221,934,Engraxates,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços de higiene pessoal,17,
V,V221,941,Músicos,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços de diversões,17,
V,V221,942,"Artistas de cinema, teatro e circo",9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços de diversões,17,
V,V221,943,Locutores e artistas de rádio e televisão,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços de diversões,17,
V,V221,944,Operadores de radiodifusão,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços de diversões,17,
V,V221,945,Operadores cinematográficos,9. Ocupações relativas à prestação de serviços,Ocupações relativas aos serviços de diversões,17,
V,V221,951,Atletas profissionais,9. Ocupações relativas à prestação de serviços,Atletas profissionais,17,
V,V221,961,Lavadores de carros,9. Ocupações relativas à prestação de serviços,Outros trabalhadores nos serviços,17,
V,V221,962,Enceradores,9. Ocupações relativas à prestação de serviços,Outros trabalhadores nos serviços,17,
V,V221,971,Oficiais e praças das Forças Armadas,9. Ocupações relativas à prestação de serviços,Ocupações relativas à defesa nacional e segurança pública,17,
V,V221,972,Oficiais e praças do Corpo de Bombeiros,9. Ocupações relativas à prestação de serviços,Ocupações relativas à defesa nacional e segurança pública,17,
V,V221,973,Delegados e comissários de polícia,9. Ocupações relativas à prestação de serviços,Ocupações relativas à defesa nacional e segurança pública,17,
V,V221,974,Investigadores e peritos policiais,9. Ocupações relativas à prestação de serviços,Ocupações relativas à defesa nacional e segurança pública,17,
V,V221,975,Guardas civis e inspetores de tráfego,9. Ocupações relativas à prestação de serviços,Ocupações relativas à defesa nacional e segurança pública,17,
V,V221,976,Carcereiros e guardas de presídio,9. Ocupações relativas à prestação de serviços,Ocupações relativas à defesa nacional e segurança pública,17,
V,V221,981,Apontadores e capatazes,"Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
V,V221,982,Aprendizes,"Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
V,V221,983,"Contínuos, vigias e serventes","Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
V,V221,984,Guardas sanitários,"Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
V,V221,985,Inspetores e fiscais,"Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
V,V221,986,Lixeiros,"Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
V,V221,987,Lubrificadores,"Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
V,V221,988,"Operadores de máquinas, exclusive na construção civil","Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
V,V221,989,"Trabalhadores braçais, sem especificação","Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
V,V221,998,Outras ocupações ou ocupações mal definidas,"Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
V,V221,999,Sem declaração de ocupação,"Outras ocupações não classificadas, ocupações mal definidas ou não declaradas",,17,
W,V223,2,Ocupação declarada no quesito anterior,,,18,
W,V223,3,Outra ocupação,,,18,
W,V223,4,Desempregado,,,18,
W,V223,5,Ignorado,,,18,
X,V223B,111,Cultura de agave ou sisal,Agricultura e silvicultura,,18,
X,V223B,112,Cultura de algodão,Agricultura e silvicultura,,18,
X,V223B,113,Cultura de arroz,Agricultura e silvicultura,,18,
X,V223B,114,Cultura de banana,Agricultura e silvicultura,,18,
X,V223B,115,Cultura de cacau,Agricultura e silvicultura,,18,
X,V223B,116,Cultura de café,Agricultura e silvicultura,,18,
X,V223B,117,Cultura de cana,Agricultura e silvicultura,,18,
X,V223B,118,Cultura de fumo,Agricultura e silvicultura,,18,
X,V223B,119,Cultura de trigo,Agricultura e silvicultura,,18,
X,V223B,120,Outras culturas não compreendidas nas classes anteriores,Agricultura e silvicultura,,18,
X,V223B,121,Fruticultura (exclusive banana),Agricultura e silvicultura,,18,
X,V223B,122,Horticultura e floricultura,Agricultura e silvicultura,,18,
X,V223B,123,Silvicultura,Agricultura e silvicultura,,18,
X,V223B,129,Atividades agrícolas mal definidas,Agricultura e silvicultura,,18,
X,V223B,151,Pecuária,Pecuária e criação de pequenos animais,,19,
X,V223B,152,Avicultura e cunicultura,Pecuária e criação de pequenos animais,,19,
X,V223B,153,Apicultura e sericicultura,Pecuária e criação de pequenos animais,,19,
X,V223B,191,Agropecuária,Agropecuária,,19,
X,V223B,211,Extração de borracha e gomas não elásticas,Extração vegetal,,19,
X,V223B,212,Extração de erva-mate,Extração vegetal,,19,
X,V223B,213,Extração de plantas fibrosas,Extração vegetal,,19,
X,V223B,214,Extração de frutos e sementes oleaginosas e ceras,Extração vegetal,,19,
X,V223B,215,Extração de madeiras,Extração vegetal,,19,
X,V223B,216,Produção de carvão vegetal,Extração vegetal,,19,
X,V223B,219,Atividades não compreendidas nas classes anteriores ou mal definidas,Extração vegetal,,19,
X,V223B,251,"Extração e beneficiamento de minerais metálicos e não metálicos (exclusive petróleo, gás natural e carvão de pedra)",Extração mineral,,19,
X,V223B,252,Extração e aparelhamento de pedras e outros materiais de construção,Extração mineral,,19,
X,V223B,253,Extração de petróleo e gás natural,Extração mineral,,19,
X,V223B,254,Extração de carvão de pedra,Extração mineral,,19,
X,V223B,255,Exploração de salinas e fontes hidrominerais,Extração mineral,,19,
X,V223B,256,Faiscação e garimpagem,Extração mineral,,19,
X,V223B,259,Atividades não compreendidas nas classes anteriores ou mal definidas,Extração mineral,,19,
X,V223B,291,Caça,Caça e pesca,,19,
X,V223B,292,Pesca e piscicultura,Caça e pesca,,19,
X,V223B,311,Indústrias metalúrgicas,Indústria de transformação,,19,
X,V223B,312,Indústrias mecânicas,Indústria de transformação,,19,
X,V223B,313,Indústrias de material elétrico e de material de comunicações,Indústria de transformação,,19,
X,V223B,314,Indústrias de material de transportes (construção e montagem),Indústria de transformação,,19,
X,V223B,315,Indústrias de minerais não metálicos (exclusive combustíveis minerais),Indústria de transformação,,19,
X,V223B,316,Indústrias da borracha,Indústria de transformação,,19,
X,V223B,317,Indústrias do fumo,Indústria de transformação,,19,
X,V223B,318,Indústrias de papel e papelão,Indústria de transformação,,19,
X,V223B,321,Indústrias do mobiliário (inclusive colchoarias),Indústria de transformação,,19,
X,V223B,322,Indústrias de madeira,Indústria de transformação,,19,não legível ou ausente no exemplar digitalizado do Código; rótulo do dicionário de códigos do IBGE que acompanha o arquivo (dicionario_60_last.doc)
X,V223B,323,"Indústrias de couro, peles e produtos similares (exclusive artigos do vestuário e calçados)",Indústria de transformação,,19,
X,V223B,324,Indústrias farmacêuticas,Indústria de transformação,,19,
X,V223B,325,Indústrias de plásticos,Indústria de transformação,,19,
X,V223B,326,Indústrias químicas,Indústria de transformação,,19,
X,V223B,327,Indústrias de produtos derivados do petróleo e do carvão (exclusive produção de gás de iluminação),Indústria de transformação,,19,
X,V223B,328,Indústrias têxteis,Indústria de transformação,,19,
X,V223B,331,Indústrias domiciliárias têxteis,Indústria de transformação,,19,
X,V223B,332,Indústrias domiciliárias de artigos de palha,Indústria de transformação,,19,
X,V223B,333,Indústrias do vestuário,Indústria de transformação,,19,
X,V223B,334,Indústrias do calçado,Indústria de transformação,,19,
X,V223B,335,Indústrias de produtos alimentares e estimulantes,Indústria de transformação,,19,
X,V223B,336,Indústrias de bebidas e álcoois,Indústria de transformação,,19,
X,V223B,337,Indústrias editoriais e gráficas,Indústria de transformação,,19,
X,V223B,339,Atividades não compreendidas nas classes anteriores ou mal definidas,Indústria de transformação,,19,
X,V223B,351,Construção civil,Indústrias de construção,,20,
