uf60,nome_uf60,cod60,nome,code_state_2010,code_muni_2010,zona_fisiografica,pop_total,pop_urbana,pop_rural,fonte_pop
40,Estado de Minas Gerais,4529,Capim Branco,31,3112505,452,3134,1355,1779,AEB
40,Estado de Minas Gerais,4530,Concei√ß√£o do Mato Dentro,31,3117504,453,36122,8018,28104,AEB
40,Estado de Minas Gerais,4531,Congonhas,31,3118007,453,14699,7681,7018,AEB
40,Estado de Minas Gerais,4532,Conselheiro Lafaiete,31,3118304,453,55567,33711,21856,AEB
40,Estado de Minas Gerais,4533,Contagem,31,3118601,453,28065,25215,2850,AEB
40,Estado de Minas Gerais,4534,Cordisburgo,31,3118908,453,7922,2519,5403,AEB
40,Estado de Minas Gerais,4535,Esmeraldas,31,3124104,453,15310,3874,11436,AEB
40,Estado de Minas Gerais,4536,Inha√∫ma,31,3131000,453,7513,1824,5689,AEB
40,Estado de Minas Gerais,4537,Itabira,31,3131703,453,37387,16591,20796,AEB
40,Estado de Minas Gerais,4538,Itabirito,31,3131901,453,17368,10910,6458,AEB
40,Estado de Minas Gerais,4539,Jaboticatubas,31,3134608,453,16536,2538,13998,AEB
40,Estado de Minas Gerais,4540,Jequitib√°,31,3135704,454,8072,1210,6862,AEB
40,Estado de Minas Gerais,4541,Lagoa Santa,31,3137601,454,11559,7523,4036,AEB
40,Estado de Minas Gerais,4542,Mariana,31,3140001,454,32578,15730,16848,AEB
40,Estado de Minas Gerais,4543,Matozinhos,31,3141108,454,9109,5526,3583,AEB
40,Estado de Minas Gerais,4544,Moeda,31,3142304,454,4486,1275,3211,AEB
40,Estado de Minas Gerais,4545,Morro do Pilar,31,3143708,454,4807,1320,3487,AEB
40,Estado de Minas Gerais,4546,Nova Lima,31,3144805,454,28223,21135,7088,AEB
40,Estado de Minas Gerais,4547,Ouro Branco,31,3145901,454,6376,2010,4366,AEB
40,Estado de Minas Gerais,4548,Ouro Preto,31,3146107,454,33927,19906,14021,AEB
40,Estado de Minas Gerais,4549,Paraopeba,31,3147402,454,9258,4890,4368,AEB
40,Estado de Minas Gerais,4550,Pedro Leopoldo,31,3149309,455,16382,9932,6450,AEB
40,Estado de Minas Gerais,4551,Raposos,31,3153905,455,8402,7631,771,AEB
40,Estado de Minas Gerais,4552,Ribeir√£o das Neves,31,3154606,455,6391,4189,2202,AEB
40,Estado de Minas Gerais,4553,Rio Acima,31,3154804,455,5099,2955,2144,AEB
40,Estado de Minas Gerais,4554,Rio Piracicaba,31,3155702,455,39151,31392,7759,AEB
40,Estado de Minas Gerais,4555,Sabar√°,31,3156700,455,23098,13721,9377,AEB
40,Estado de Minas Gerais,4556,Santa B√°rbara,31,3157203,455,21104,8230,12874,AEB
40,Estado de Minas Gerais,4557,Santa Luzia,31,3157807,455,12753,7530,5223,AEB
40,Estado de Minas Gerais,4558,Santa Maria de Itabira,31,3158003,455,17291,2811,14480,AEB
40,Estado de Minas Gerais,4559,Santana de Pirapama,31,3158508,455,9219,997,8222,AEB
40,Estado de Minas Gerais,4560,Sete Lagoas,31,3167202,456,41656,36482,5174,AEB
40,Estado de Minas Gerais,4561,Vespasiano,31,3171204,456,8335,3094,5241,AEB
40,Estado de Minas Gerais,4600,Ant√¥nio Carlos,31,3102902,460,9266,3065,6201,AEB
40,Estado de Minas Gerais,4601,Barbacena,31,3105608,460,66545,44938,21607,AEB
40,Estado de Minas Gerais,4602,Barroso,31,3105905,460,7116,5973,1143,AEB
40,Estado de Minas Gerais,4603,Belo Vale,31,3106408,460,9050,2223,6827,AEB
40,Estado de Minas Gerais,4604,Bonfim,31,3108107,460,18229,2373,15856,AEB
40,Estado de Minas Gerais,4605,Capela Nova,31,3112208,460,5345,1257,4088,AEB
40,Estado de Minas Gerais,4606,Caranda√≠,31,3113206,460,14750,3741,11009,AEB
40,Estado de Minas Gerais,4607,Crucil√¢ndia,31,3120607,460,5289,1544,3745,AEB
40,Estado de Minas Gerais,4608,Desterro de Entre Rios,31,3121407,460,6864,936,5928,AEB
40,Estado de Minas Gerais,4609,Dores de Campos,31,3123007,460,5014,3470,1544,AEB
40,Estado de Minas Gerais,4610,Entre Rios de Minas,31,3123908,461,9084,2644,6440,AEB
40,Estado de Minas Gerais,4611,Jeceaba,31,3135407,461,6643,1534,5109,AEB
40,Estado de Minas Gerais,4612,Lagoa Dourada,31,3137403,461,9118,2472,6646,AEB
40,Estado de Minas Gerais,4613,Nazareno,31,3144508,461,4671,1827,2844,AEB
40,Estado de Minas Gerais,4614,Prados,31,3152709,461,9232,2985,6247,AEB
40,Estado de Minas Gerais,4615,Resende Costa,31,3154200,461,8733,2549,6184,AEB
40,Estado de Minas Gerais,4616,Ressaquinha,31,3154408,461,7727,1269,6458,AEB
40,Estado de Minas Gerais,4617,S√£o Br√°s do Sua√ßu√≠,31,3160900,461,2469,1390,1079,AEB
40,Estado de Minas Gerais,4618,S√£o Jo√£o del Rei,31,3162500,461,58290,39229,19061,AEB
40,Estado de Minas Gerais,4619,Senhora dos Rem√©dios,31,3166204,461,8217,1028,7189,AEB
40,Estado de Minas Gerais,4620,Tiradentes,31,3168804,462,4663,1467,3196,AEB
40,Estado de Minas Gerais,4700,Abaet√©,31,3100203,470,28034,9886,18148,AEB
40,Estado de Minas Gerais,4701,Ara√∫jos,31,3103900,470,4415,1929,2486,AEB
40,Estado de Minas Gerais,4702,Arcos,31,3104205,470,17213,6118,11095,AEB
40,Estado de Minas Gerais,4703,Bambu√≠,31,3105103,470,24004,8835,15169,AEB
40,Estado de Minas Gerais,4704,Bom Despacho,31,3107406,470,23910,14512,9398,AEB
40,Estado de Minas Gerais,4705,Bom Sucesso,31,3108008,470,19782,7643,12139,AEB
40,Estado de Minas Gerais,4706,Campo Belo,31,3111200,470,30720,16315,14405,AEB
40,Estado de Minas Gerais,4707,Campos Altos,31,3111507,470,9157,5458,3699,AEB
40,Estado de Minas Gerais,4708,Candeias,31,3112000,470,15779,3894,11885,AEB
40,Estado de Minas Gerais,4709,Capit√≥lio,31,3112802,470,7821,1822,5999,AEB
40,Estado de Minas Gerais,4710,Carmo da Mata,31,3114006,471,10595,4335,6260,AEB
40,Estado de Minas Gerais,4711,Carmo do Cajuru,31,3114204,471,9694,3454,6240,AEB
40,Estado de Minas Gerais,4712,Carm√≥polis de Minas,31,3114501,471,10320,2647,7673,AEB
40,Estado de Minas Gerais,4713,Cl√°udio,31,3116605,471,11808,4145,7663,AEB
40,Estado de Minas Gerais,4714,C√≥rrego Danta,31,3119807,471,9397,1919,7478,AEB
40,Estado de Minas Gerais,4715,Cristais,31,3120201,471,9247,2120,7127,AEB
40,Estado de Minas Gerais,4716,Divin√≥polis,31,3122306,471,53340,42195,11145,AEB
40,Estado de Minas Gerais,4717,Dores do Indai√°,31,3123205,471,17744,10927,6817,AEB
40,Estado de Minas Gerais,4718,Estrela do Indai√°,31,3124708,471,7691,2587,5104,AEB
40,Estado de Minas Gerais,4719,Formiga,31,3126109,471,40271,19594,20677,AEB
40,Estado de Minas Gerais,4720,Guia Lopes,31,3164308,472,7848,1549,6299,AEB
40,Estado de Minas Gerais,4721,Iguatama,31,3130309,472,8700,3067,5633,AEB
40,Estado de Minas Gerais,4722,Itaguara,31,3132206,472,8325,2466,5859,AEB
40,Estado de Minas Gerais,4723,Itapecerica,31,3133501,472,37075,11676,25399,AEB
40,Estado de Minas Gerais,4724,Ita√∫na,31,3133808,472,32459,23036,9423,AEB
40,Estado de Minas Gerais,4725,Lagoa da Prata,31,3137205,472,13958,6853,7105,AEB
40,Estado de Minas Gerais,4726,Luz,31,3138807,472,15571,6319,9252,AEB
40,Estado de Minas Gerais,4727,Maravilhas,31,3139706,472,4341,1532,2809,AEB
40,Estado de Minas Gerais,4728,Martinho Campos,31,3140506,472,11064,2408,8656,AEB
40,Estado de Minas Gerais,4729,Mateus Leme,31,3140704,472,13338,4971,8367,AEB
40,Estado de Minas Gerais,4730,Matutina,31,3141207,473,5413,2064,3349,AEB
40,Estado de Minas Gerais,4731,Moema,31,3142403,473,4169,1655,2514,AEB
40,Estado de Minas Gerais,4732,Nova Serrana,31,3145208,473,5426,1601,3825,AEB
40,Estado de Minas Gerais,4733,Oliveira,31,3145604,473,28696,15039,13657,AEB
40,Estado de Minas Gerais,4734,Pains,31,3146503,473,9476,3375,6101,AEB
40,Estado de Minas Gerais,4735,Papagaios,31,3146909,473,5993,2541,3452,AEB
40,Estado de Minas Gerais,4736,Par√° de Minas,31,3147105,473,33295,18785,14510,AEB
40,Estado de Minas Gerais,4737,Passa Tempo,31,3147709,473,8035,2647,5388,AEB
40,Estado de Minas Gerais,4738,Pequi,31,3149606,473,5993,2117,3876,AEB
40,Estado de Minas Gerais,4739,Perdig√£o,31,3149705,473,4648,1419,3229,AEB
40,Estado de Minas Gerais,4740,Perd√µes,31,3149903,474,15696,5939,9757,AEB
40,Estado de Minas Gerais,4741,Pimenta,31,3150505,474,5874,2269,3605,AEB
40,Estado de Minas Gerais,4742,Piracema,31,3150604,474,5939,1054,4885,AEB
40,Estado de Minas Gerais,4743,Pitangui,31,3151404,474,21502,9009,12493,AEB
40,Estado de Minas Gerais,4744,Piui,31,3151503,474,17943,9827,8116,AEB
40,Estado de Minas Gerais,4745,Pomp√©u,31,3152006,474,17039,6033,11006,AEB
40,Estado de Minas Gerais,4746,Quartel Geral,31,3153707,474,4757,1024,3733,AEB
40,Estado de Minas Gerais,4747,Santana do Jacar√©,31,3158805,474,3915,2261,1654,AEB
40,Estado de Minas Gerais,4748,Santo Ant√¥nio do Amparo,31,3159902,474,8858,2797,6061,AEB
40,Estado de Minas Gerais,4749,Santo Ant√¥nio do Monte,31,3160405,474,17558,5064,12494,AEB
40,Estado de Minas Gerais,4750,S√£o Gon√ßalo do Par√°,31,3161809,475,6024,3177,2847,AEB
40,Estado de Minas Gerais,4751,S√£o Gotardo,31,3162104,475,25353,7971,17382,AEB
40,Estado de Minas Gerais,4752,S√£o Tiago,31,3165008,475,9025,2505,6520,AEB
40,Estado de Minas Gerais,4753,Tapira√≠,31,3168200,475,4816,1008,3808,AEB
40,Estado de Minas Gerais,4754,Tiros,31,3168903,475,15704,2529,13175,AEB
40,Estado de Minas Gerais,4755,Vargem Bonita,31,3170602,475,2936,783,2153,AEB
40,Estado de Minas Gerais,4800,Abadia dos Dourados,31,3100104,480,2486,1502,984,AEB
40,Estado de Minas Gerais,4801,Arax√°,31,3104007,480,28626,24041,4585,AEB
40,Estado de Minas Gerais,4802,Carmo do Parana√≠ba,31,3114303,480,24534,7399,17135,AEB
40,Estado de Minas Gerais,4803,Cascalho Rico,31,3115003,480,4203,830,3373,AEB
40,Estado de Minas Gerais,4804,Coromandel,31,3119302,480,15979,5655,10324,AEB
40,Estado de Minas Gerais,4805,Estrela do Sul,31,3124807,480,10325,3172,7153,AEB
40,Estado de Minas Gerais,4806,Ibi√°,31,3129509,480,14557,7554,7003,AEB
40,Estado de Minas Gerais,4807,Indian√≥polis,31,3130705,480,4656,1203,3453,AEB
40,Estado de Minas Gerais,4808,Monte Carmelo,31,3143104,480,27478,11847,15631,AEB
40,Estado de Minas Gerais,4809,Nova Ponte,31,3145000,480,6878,2031,4847,AEB
40,Estado de Minas Gerais,4810,Patos de Minas,31,3148004,481,97286,37203,60083,AEB
40,Estado de Minas Gerais,4811,Patroc√≠nio,31,3148103,481,31872,15853,16019,AEB
40,Estado de Minas Gerais,4812,Perdizes,31,3149804,481,11365,1031,10334,AEB
40,Estado de Minas Gerais,4813,Pratinha,31,3153004,481,4048,1077,2971,AEB
40,Estado de Minas Gerais,4814,Rio Parana√≠ba,31,3155504,481,14386,2915,11471,AEB
40,Estado de Minas Gerais,4815,Sacramento,31,3156908,481,22308,6322,15986,AEB
40,Estado de Minas Gerais,4816,Santa Juliana,31,3157708,481,9388,2740,6648,AEB
40,Estado de Minas Gerais,4817,Serra do Salitre,31,3166808,481,6173,990,5183,AEB
40,Estado de Minas Gerais,4900,√Ågua Comprida,31,3100708,490,3532,420,3112,AEB
40,Estado de Minas Gerais,4901,Araguari,31,3103504,490,52191,36653,15538,AEB
40,Estado de Minas Gerais,4902,Campina Verde,31,3111101,490,19193,4922,14271,AEB
40,Estado de Minas Gerais,4903,Campo Florido,31,3111408,490,6354,1307,5047,AEB
40,Estado de Minas Gerais,4904,Can√°polis,31,3111804,490,11381,2362,9019,AEB
40,Estado de Minas Gerais,4905,Capin√≥polis,31,3112604,490,18610,3927,14683,AEB
40,Estado de Minas Gerais,4906,Centralina,31,3115805,490,6656,3133,3523,AEB
40,Estado de Minas Gerais,4907,Comendador Gomes,31,3116902,490,3520,548,2972,AEB
40,Estado de Minas Gerais,4908,Concei√ß√£o das Alagoas,31,3117306,490,12422,3816,8606,AEB
40,Estado de Minas Gerais,4909,Conquista,31,3118205,490,9147,2947,6200,AEB
40,Estado de Minas Gerais,4910,Frutal,31,3127107,491,29034,9903,19131,AEB
40,Estado de Minas Gerais,4911,Itapagipe,31,3133402,491,10161,1390,8771,AEB
40,Estado de Minas Gerais,4912,Ituiutaba,31,3134202,491,71004,31516,39488,AEB
40,Estado de Minas Gerais,4913,Iturama,31,3134400,491,14981,1735,13246,AEB
40,Estado de Minas Gerais,4914,Monte Alegre de Minas,31,3142809,491,15630,4464,11166,AEB
40,Estado de Minas Gerais,4915,Pirajuba,31,3150703,491,2496,1344,1152,AEB
40,Estado de Minas Gerais,4916,Prata,31,3152808,491,16816,5841,10975,AEB
40,Estado de Minas Gerais,4917,Santa Vit√≥ria,31,3159803,491,15205,871,14334,AEB
40,Estado de Minas Gerais,4918,Tupaciguara,31,3169604,491,26199,11247,14952,AEB
40,Estado de Minas Gerais,4919,Uberaba,31,3170107,491,87833,72053,15780,AEB
40,Estado de Minas Gerais,4920,Uberl√¢ndia,31,3170206,492,88282,71717,16565,AEB
40,Estado de Minas Gerais,4921,Ver√≠ssimo,31,3171105,492,5214,822,4392,AEB
50,Serra dos AimorÈs,5110,Barra de S√£o Francisco,32,3200904,511,,,,""
50,Serra dos AimorÈs,5112,Ecoporanga,32,3202108,511,,,,""
50,Serra dos AimorÈs,5113,Manten√≥polis,32,3203304,511,,,,""
51,Estado do EspÌrito Santo,5111,Concei√ß√£o da Barra,32,3201605,511,32059,2765,29294,AEB
51,Estado do EspÌrito Santo,5114,Mucurici,32,3203601,511,3916,,3916,AEB
51,Estado do EspÌrito Santo,5115,Nova Ven√©cia,32,3203908,511,43901,6169,37732,AEB
51,Estado do EspÌrito Santo,5116,S√£o Mateus,32,3204906,511,40786,7128,33658,AEB
51,Estado do EspÌrito Santo,5120,Anchieta,32,3200409,512,10347,1745,8602,AEB
51,Estado do EspÌrito Santo,5121,Iconha,32,3202603,512,10607,2730,7877,AEB
51,Estado do EspÌrito Santo,5122,Itapemirim,32,3202801,512,31960,4461,27499,AEB
51,Estado do EspÌrito Santo,5123,Rio Novo do Sul,32,3204401,512,8339,2147,6192,AEB
51,Estado do EspÌrito Santo,5130,Alegre,32,3200201,513,49985,11201,38784,AEB
51,Estado do EspÌrito Santo,5131,Alfredo Chaves,32,3200300,513,10408,1620,8788,AEB
51,Estado do EspÌrito Santo,5132,Apiac√°,32,3200508,513,9178,2352,6826,AEB
51,Estado do EspÌrito Santo,5133,Cachoeiro de Itapemirim,32,3201209,513,91564,43496,48068,AEB
51,Estado do EspÌrito Santo,5134,Castelo,32,3201407,513,40003,7345,32658,AEB
51,Estado do EspÌrito Santo,5135,Gua√ßu√≠,32,3202306,513,32577,9102,23475,AEB
51,Estado do EspÌrito Santo,5136,I√∫na,32,3203007,513,32210,4124,28086,AEB
51,Estado do EspÌrito Santo,5137,Jer√¥nimo Monteiro,32,3203106,513,8307,2074,6233,AEB
51,Estado do EspÌrito Santo,5138,Mimoso do Sul,32,3203403,513,33042,6890,26152,AEB
51,Estado do EspÌrito Santo,5139,Muniz Freire,32,3203700,513,21848,2539,19309,AEB
51,Estado do EspÌrito Santo,5140,Muqui,32,3203809,514,15207,4381,10826,AEB
51,Estado do EspÌrito Santo,5141,S√£o Jos√© do Cal√ßado,32,3204807,514,16058,5522,10536,AEB
51,Estado do EspÌrito Santo,5150,Colatina,32,3201506,515,154966,35287,119679,AEB
51,Estado do EspÌrito Santo,5151,Linhares,32,3203205,515,65418,8791,56627,AEB
51,Estado do EspÌrito Santo,5160,Aracruz,32,3200607,516,25193,3707,21486,AEB
51,Estado do EspÌrito Santo,5161,Cariacica,32,3201308,516,40002,26099,13903,AEB
51,Estado do EspÌrito Santo,5162,Vila Velha,32,3205200,516,56445,55319,1126,AEB
51,Estado do EspÌrito Santo,5163,Fund√£o,32,3202207,516,7655,2443,5212,AEB
51,Estado do EspÌrito Santo,5164,Guarapari,32,3202405,516,15184,4412,10772,AEB
51,Estado do EspÌrito Santo,5165,Ibira√ßu,32,3202504,516,16425,4651,11774,AEB
51,Estado do EspÌrito Santo,5166,Serra,32,3205002,516,9729,3670,6059,AEB
51,Estado do EspÌrito Santo,5167,Viana,32,3205101,516,6847,659,6188,AEB
51,Estado do EspÌrito Santo,5168,Vit√≥ria,32,3205309,516,85242,83900,1342,AEB
51,Estado do EspÌrito Santo,5170,Afonso Cl√°udio,32,3200102,517,47240,5572,41668,AEB
51,Estado do EspÌrito Santo,5171,Baixo Guandu,32,3200805,517,28689,8419,20270,AEB
51,Estado do EspÌrito Santo,5172,Domingos Martins,32,3201902,517,20801,1801,19000,AEB
51,Estado do EspÌrito Santo,5173,Itagua√ßu,32,3202702,517,21893,3474,18419,AEB
51,Estado do EspÌrito Santo,5174,Santa Leopoldina,32,3204500,517,19498,1307,18191,AEB
51,Estado do EspÌrito Santo,5175,Santa Teresa,32,3204609,517,25136,2387,22749,AEB
52,Estado do Rio de Janeiro,5210,Campos,33,3301009,521,292292,131974,160318,AEB
52,Estado do Rio de Janeiro,5211,Concei√ß√£o de Macabu,33,3301405,521,9730,3776,5954,AEB
52,Estado do Rio de Janeiro,5212,Maca√©,33,3302403,521,58805,23620,35185,AEB
52,Estado do Rio de Janeiro,5213,S√£o Jo√£o da Barra,33,3305000,521,54833,8599,46234,AEB
52,Estado do Rio de Janeiro,5220,Bom Jesus do Itabapoana,33,3300605,522,38019,9331,28688,AEB
52,Estado do Rio de Janeiro,5221,Cambuci,33,3300902,522,30983,6929,24054,AEB
52,Estado do Rio de Janeiro,5222,Itaperuna,33,3302205,522,78130,22784,55346,AEB
52,Estado do Rio de Janeiro,5223,Miracema,33,3303005,522,21069,12001,9068,AEB
52,Estado do Rio de Janeiro,5224,Natividade de Carangola,33,3303104,522,24758,5565,19193,AEB
52,Estado do Rio de Janeiro,5225,Porci√∫ncula,33,3304102,522,15299,5516,9783,AEB
52,Estado do Rio de Janeiro,5226,Santo Ant√¥nio de P√°dua,33,3304706,522,32289,9274,23015,AEB
52,Estado do Rio de Janeiro,5230,Cantagalo,33,3301108,523,17363,4883,12480,AEB
52,Estado do Rio de Janeiro,5231,Carmo,33,3301207,523,11629,2910,8719,AEB
52,Estado do Rio de Janeiro,5232,Cordeiro,33,3301504,523,10047,6106,3941,AEB
52,Estado do Rio de Janeiro,5233,Duas Barras,33,3301603,523,9515,1375,8140,AEB
52,Estado do Rio de Janeiro,5234,Itaocara,33,3302106,523,22309,4233,18076,AEB
52,Estado do Rio de Janeiro,5235,Santa Maria Madalena,33,3304607,523,14754,2338,12416,AEB
52,Estado do Rio de Janeiro,5236,S√£o Fid√©lis,33,3304805,523,38715,9469,29246,AEB
52,Estado do Rio de Janeiro,5237,S√£o Sebasti√£o do Alto,33,3305307,523,11753,1250,10503,AEB
52,Estado do Rio de Janeiro,5238,Sapucaia,33,3305406,523,16470,5955,10515,AEB
52,Estado do Rio de Janeiro,5239,Sumidouro,33,3305703,523,10653,1054,9599,AEB
52,Estado do Rio de Janeiro,5240,Trajano de Morais,33,3305901,524,15821,3318,12503,AEB
52,Estado do Rio de Janeiro,5250,Bom Jardim,33,3300506,525,18742,2534,16208,AEB
52,Estado do Rio de Janeiro,5251,Nova Friburgo,33,3303401,525,70145,55651,14494,AEB
52,Estado do Rio de Janeiro,5252,Petr√≥polis,33,3303906,525,150300,120113,30187,AEB
52,Estado do Rio de Janeiro,5253,Teres√≥polis,33,3305802,525,52318,29760,22558,AEB
52,Estado do Rio de Janeiro,5260,Barra do Pira√≠,33,3300308,526,45367,32346,13021,AEB
52,Estado do Rio de Janeiro,5261,Barra Mansa,33,3300407,526,63814,51536,12278,AEB
52,Estado do Rio de Janeiro,5262,Engenheiro Paulo de Frontin,33,3301801,526,11940,5207,6733,AEB
52,Estado do Rio de Janeiro,5263,Mendes,33,3302809,526,13143,7047,6096,AEB
52,Estado do Rio de Janeiro,5264,Miguel Pereira,33,3302908,526,14967,5802,9165,AEB
52,Estado do Rio de Janeiro,5265,Para√≠ba do Sul,33,3303708,526,25508,11241,14267,AEB
52,Estado do Rio de Janeiro,5266,Pira√≠,33,3304003,526,23050,8394,14656,AEB
52,Estado do Rio de Janeiro,5267,Resende,33,3304201,526,48797,29667,19130,AEB
52,Estado do Rio de Janeiro,5268,Rio Claro,33,3304409,526,15234,3629,11605,AEB
52,Estado do Rio de Janeiro,5269,Rio das Flores,33,3304508,526,8238,1794,6444,AEB
52,Estado do Rio de Janeiro,5270,Tr√™s Rios,33,3306008,527,44565,26514,18051,AEB
52,Estado do Rio de Janeiro,5271,Valen√ßa,33,3306107,527,42772,23682,19090,AEB
52,Estado do Rio de Janeiro,5272,Vassouras,33,3306206,527,46341,13146,33195,AEB
52,Estado do Rio de Janeiro,5273,Volta Redonda,33,3306305,527,88740,83973,4767,AEB
52,Estado do Rio de Janeiro,5280,Casimiro de Abreu,33,3301306,528,13123,3181,9942,AEB
52,Estado do Rio de Janeiro,5281,Silva Jardim,33,3305604,528,15226,2359,12867,AEB
52,Estado do Rio de Janeiro,5290,Araruama,33,3300209,529,30904,5916,24988,AEB
52,Estado do Rio de Janeiro,5291,Cabo Frio,33,3300704,529,27441,20151,7290,AEB
52,Estado do Rio de Janeiro,5292,Maric√°,33,3302700,529,19468,2502,16966,AEB
52,Estado do Rio de Janeiro,5293,S√£o Pedro da Aldeia,33,3305208,529,19396,3486,15910,AEB
52,Estado do Rio de Janeiro,5294,Saquarema,33,3305505,529,19865,3137,16728,AEB
52,Estado do Rio de Janeiro,5300,Cachoeiras de Macacu,33,3300803,530,27064,7736,19328,AEB
52,Estado do Rio de Janeiro,5301,Duque de Caxias,33,3301702,530,243619,176306,67313,AEB
52,Estado do Rio de Janeiro,5302,Itabora√≠,33,3301900,530,41739,9451,32288,AEB
52,Estado do Rio de Janeiro,5303,Mag√©,33,3302502,530,59076,29686,29390,AEB
52,Estado do Rio de Janeiro,5304,Nil√≥polis,33,3303203,530,96553,96553,,AEB
52,Estado do Rio de Janeiro,5305,Niter√≥i,33,3303302,530,245467,229025,16442,AEB
52,Estado do Rio de Janeiro,5306,Rio Bonito,33,3304300,530,27694,12642,15052,AEB
52,Estado do Rio de Janeiro,5307,S√£o Gon√ßalo,33,3304904,530,247754,195872,51882,AEB
52,Estado do Rio de Janeiro,5308,S√£o Jo√£o de Meriti,33,3305109,530,191734,191734,,AEB
52,Estado do Rio de Janeiro,5310,Itagua√≠,33,3302007,531,44511,10610,33901,AEB
52,Estado do Rio de Janeiro,5311,Nova Igua√ßu,33,3303500,531,359364,257516,101848,AEB
52,Estado do Rio de Janeiro,5320,Angra dos Reis,33,3300100,532,28773,13380,15393,AEB
52,Estado do Rio de Janeiro,5321,Mangaratiba,33,3302601,532,12655,5404,7251,AEB
52,Estado do Rio de Janeiro,5322,Parati,33,3303807,532,12085,6278,5807,AEB
54,Guanabara,541,Rio de Janeiro,30,3099901,54,3307163,3223408,83755,AEB
60,Estado de S„o Paulo,6000,Caraguatatuba,35,3510500,600,9819,4655,5164,AEB
60,Estado de S„o Paulo,6001,Ilhabela,35,3520400,600,5119,1823,3296,AEB
60,Estado de S„o Paulo,6002,S√£o Sebasti√£o,35,3550704,600,7476,3940,3536,AEB
60,Estado de S„o Paulo,6003,Ubatuba,35,3555406,600,10294,4041,6253,AEB
60,Estado de S„o Paulo,6010,Aparecida,35,3502507,601,19696,15290,4406,AEB
60,Estado de S„o Paulo,6011,Areias,35,3503505,601,3880,1027,2853,AEB
60,Estado de S„o Paulo,6012,Aruj√°,35,3503901,601,5758,1178,4580,AEB
60,Estado de S„o Paulo,6013,Bananal,35,3504909,601,12810,3052,9758,AEB
60,Estado de S„o Paulo,6014,Ca√ßapava,35,3508504,601,24199,7987,16212,AEB
60,Estado de S„o Paulo,6015,Cachoeira Paulista,35,3508603,601,15538,10366,5172,AEB
60,Estado de S„o Paulo,6016,Cruzeiro,35,3513405,601,31569,27005,4564,AEB
60,Estado de S„o Paulo,6017,Guararema,35,3518305,601,7688,2259,5429,AEB
60,Estado de S„o Paulo,6018,Guaratinguet√°,35,3518404,601,52577,38293,14284,AEB
60,Estado de S„o Paulo,6019,Igarat√°,35,3520202,601,2851,349,2502,AEB
60,Estado de S„o Paulo,6020,Jacare√≠,35,3524402,602,35390,28131,7259,AEB
60,Estado de S„o Paulo,6021,Lavrinhas,35,3526605,602,3248,1073,2175,AEB
60,Estado de S„o Paulo,6022,Lorena,35,3527207,602,33254,26068,7186,AEB
60,Estado de S„o Paulo,6023,Monteiro Lobato,35,3531704,602,3800,468,3332,AEB
60,Estado de S„o Paulo,6024,Pindamonhangaba,35,3538006,602,39628,20174,19454,AEB
60,Estado de S„o Paulo,6025,Piquete,35,3538501,602,12312,10543,1769,AEB
60,Estado de S„o Paulo,6026,Queluz,35,3541901,602,5477,2928,2549,AEB
60,Estado de S„o Paulo,6027,Roseira,35,3544301,602,3003,1298,1705,AEB
60,Estado de S„o Paulo,6028,Santa Isabel,35,3546801,602,11787,4631,7156,AEB
60,Estado de S„o Paulo,6029,S√£o Jos√© do Barreiro,35,3549607,602,5753,1040,4713,AEB
60,Estado de S„o Paulo,6030,S√£o Jos√© dos Campos,35,3549904,603,77533,56882,20651,AEB
60,Estado de S„o Paulo,6031,Silveiras,35,3552007,603,5129,1020,4109,AEB
60,Estado de S„o Paulo,6032,Taubat√©,35,3554102,603,78744,65911,12833,AEB
60,Estado de S„o Paulo,6033,Trememb√©,35,3554805,603,9033,4478,4555,AEB
60,Estado de S„o Paulo,6040,Cunha,35,3513603,604,21848,2953,18895,AEB
60,Estado de S„o Paulo,6041,Jambeiro,35,3524907,604,3207,736,2471,AEB
60,Estado de S„o Paulo,6042,Lagoinha,35,3526308,604,5175,862,4313,AEB
60,Estado de S„o Paulo,6043,Natividade da Serra,35,3532306,604,11335,1170,10165,AEB
60,Estado de S„o Paulo,6044,Paraibuna,35,3535606,604,15415,2384,13031,AEB
60,Estado de S„o Paulo,6045,Reden√ß√£o da Serra,35,3542305,604,5400,1052,4348,AEB
60,Estado de S„o Paulo,6046,Santa Branca,35,3546009,604,6285,2532,3753,AEB
60,Estado de S„o Paulo,6047,S√£o Lu√≠s do Paraitinga,35,3550001,604,10497,2493,8004,AEB
60,Estado de S„o Paulo,6050,Campos do Jord√£o,35,3509700,605,16665,10721,5944,AEB
60,Estado de S„o Paulo,6051,S√£o Bento do Sapuca√≠,35,3548609,605,9869,2497,7372,AEB
60,Estado de S„o Paulo,6052,Santo Ant√¥nio do Pinhal,35,3548203,605,4652,660,3992,AEB
60,Estado de S„o Paulo,6060,Cap√£o Bonito,35,3510203,606,24410,6829,17581,AEB
60,Estado de S„o Paulo,6061,Embu,35,3515004,606,5041,1133,3908,AEB
60,Estado de S„o Paulo,6062,Guapiara,35,3517604,606,10810,1179,9631,AEB
60,Estado de S„o Paulo,6063,Ibi√∫na,35,3519709,606,23671,3497,20174,AEB
60,Estado de S„o Paulo,6064,Itapecerica da Serra,35,3522208,606,24889,3577,21312,AEB
