uf60,nome_uf60,cod60,nome,code_state_2010,code_muni_2010,zona_fisiografica,pop_total,pop_urbana,pop_rural,fonte_pop
0,TerritÛrio de RondÙnia,10,Guajar√°-Mirim,11,1100106,1,19734,8018,11716,AEB
0,TerritÛrio de RondÙnia,11,Porto Velho,11,1100205,1,51049,22824,28225,AEB
1,Estado do Acre,110,Brasil√©ia,12,1200104,11,10535,1852,8683,AEB
1,Estado do Acre,111,Rio Branco,12,1200401,11,47882,18147,29735,AEB
1,Estado do Acre,112,Sena Madureira,12,1200500,11,22486,2196,20290,AEB
1,Estado do Acre,113,Xapuri,12,1200708,11,13382,2000,11382,AEB
1,Estado do Acre,120,Cruzeiro do Sul,12,1200203,12,31639,5766,25873,AEB
1,Estado do Acre,121,Feij√≥,12,1200302,12,14091,1628,12463,AEB
1,Estado do Acre,122,Tarauac√°,12,1200609,12,20193,2409,17784,AEB
2,Estado do Amazonas,210,Barreirinha,13,1300508,21,10632,1454,9178,AEB
2,Estado do Amazonas,211,Itacoatiara,13,1301902,21,25899,9013,16886,AEB
2,Estado do Amazonas,212,Itapiranga,13,1302009,21,2247,477,1770,AEB
2,Estado do Amazonas,213,Mau√©s,13,1302900,21,20021,4161,15860,AEB
2,Estado do Amazonas,214,Nhamund√°,13,1303007,21,10184,287,9897,AEB
2,Estado do Amazonas,215,Nova Olinda do Norte,13,1303106,21,8868,2701,6167,AEB
2,Estado do Amazonas,216,Parintins,13,1303403,21,28080,9068,19012,AEB
2,Estado do Amazonas,217,Silves,13,1304005,21,3329,537,2792,AEB
2,Estado do Amazonas,218,Urucar√°,13,1304302,21,5151,1203,3948,AEB
2,Estado do Amazonas,219,Urucurituba,13,1304401,21,9098,520,8578,AEB
2,Estado do Amazonas,230,Autazes,13,1300300,23,14458,1912,12546,AEB
2,Estado do Amazonas,231,Borba,13,1300805,23,19819,1963,17856,AEB
2,Estado do Amazonas,232,Humait√°,13,1301704,23,14721,1192,13529,AEB
2,Estado do Amazonas,233,Manicor√©,13,1302702,23,18969,2268,16701,AEB
2,Estado do Amazonas,234,Novo Aripuan√£,13,1303304,23,6360,1329,5031,AEB
2,Estado do Amazonas,240,Air√£o,13,1303205,24,5021,266,4755,AEB
2,Estado do Amazonas,241,Barcelos,13,1300409,24,12250,1626,10624,AEB
2,Estado do Amazonas,242,Careiro,13,1301100,24,33585,212,33373,AEB
2,Estado do Amazonas,243,Ilha Grande,13,1303601,24,4111,675,3436,AEB
2,Estado do Amazonas,244,Manaus,13,1302603,24,175343,154040,21303,AEB
2,Estado do Amazonas,245,Uaup√©s,13,1303809,24,13709,1381,12328,AEB
2,Estado do Amazonas,250,Anori,13,1300102,25,9021,3984,5037,AEB
2,Estado do Amazonas,251,Coari,13,1301209,25,23376,5908,17468,AEB
2,Estado do Amazonas,252,Codaj√°s,13,1301308,25,9811,1505,8306,AEB
2,Estado do Amazonas,253,Japur√°,13,1302108,25,3011,70,2941,AEB
2,Estado do Amazonas,254,Manacapuru,13,1302504,25,41981,5053,36928,AEB
2,Estado do Amazonas,255,Mara√£,13,1302801,25,7206,717,6489,AEB
2,Estado do Amazonas,256,Tef√©,13,1304203,25,15830,5308,10522,AEB
2,Estado do Amazonas,260,Boca do Acre,13,1300706,26,18356,3337,15019,AEB
2,Estado do Amazonas,261,Canutama,13,1300904,26,6651,977,5674,AEB
2,Estado do Amazonas,262,L√°brea,13,1302405,26,16556,2173,14383,AEB
2,Estado do Amazonas,263,Pauini,13,1303502,26,10284,469,9815,AEB
2,Estado do Amazonas,264,Tapau√°,13,1304104,26,8024,271,7753,AEB
2,Estado do Amazonas,270,Carauari,13,1301001,27,14180,1345,12835,AEB
2,Estado do Amazonas,271,Eirunep√©,13,1301407,27,9008,3023,5985,AEB
2,Estado do Amazonas,272,Envira,13,1301506,27,11046,24,11022,AEB
2,Estado do Amazonas,273,Ipixuna,13,1301803,27,10192,311,9881,AEB
2,Estado do Amazonas,274,Juru√°,13,1302207,27,7732,186,7546,AEB
2,Estado do Amazonas,280,Atalaia do Norte,13,1300201,28,5100,530,4570,AEB
2,Estado do Amazonas,281,Benjamin Constant,13,1300607,28,11209,3224,7985,AEB
2,Estado do Amazonas,282,Fonte Boa,13,1301605,28,14743,1154,13589,AEB
2,Estado do Amazonas,283,Juta√≠,13,1302306,28,1496,60,1436,AEB
2,Estado do Amazonas,284,Santo Ant√¥nio do I√ß√°,13,1303700,28,8412,1346,7066,AEB
2,Estado do Amazonas,285,S√£o Paulo de Oliven√ßa,13,1303908,28,16135,2399,13736,AEB
3,TerritÛrio de Roraima,310,Boa Vista,14,1400100,31,26168,11785,14383,AEB
3,TerritÛrio de Roraima,320,Caracara√≠,14,1400209,32,3321,932,2389,AEB
4,Estado do Par·,410,Curu√ß√°,15,1502905,41,20366,5549,14817,AEB
4,Estado do Par·,411,Maracan√£,15,1504307,41,19110,5029,14081,AEB
4,Estado do Par·,412,Marapanim,15,1504406,41,20381,6094,14287,AEB
4,Estado do Par·,413,Salin√≥polis,15,1506203,41,18505,5873,12632,AEB
4,Estado do Par·,414,S√£o Caetano de Odivelas,15,1507102,41,11425,2919,8506,AEB
4,Estado do Par·,415,Vigia,15,1508209,41,28920,9587,19333,AEB
4,Estado do Par·,420,Viseu,15,1508308,42,27975,6060,21915,AEB
4,Estado do Par·,430,Afu√°,15,1500305,43,15197,659,14538,AEB
4,Estado do Par·,431,Anaj√°s,15,1500701,43,8906,182,8724,AEB
4,Estado do Par·,432,Breves,15,1501808,43,32613,2710,29903,AEB
4,Estado do Par·,433,Cachoeira do Arari,15,1502004,43,9705,2532,7173,AEB
4,Estado do Par·,434,Chaves,15,1502509,43,16978,478,16500,AEB
4,Estado do Par·,435,Curralinho,15,1502806,43,8754,849,7905,AEB
4,Estado do Par·,436,Gurup√°,15,1503101,43,13962,1031,12931,AEB
4,Estado do Par·,437,Muan√°,15,1504901,43,12775,810,11965,AEB
4,Estado do Par·,438,Ponta de Pedras,15,1505700,43,15757,2344,13413,AEB
4,Estado do Par·,439,S√£o Sebasti√£o da Boa Vista,15,1507706,43,9112,922,8190,AEB
4,Estado do Par·,440,Soure,15,1507904,44,20700,9154,11546,AEB
4,Estado do Par·,450,Itupiranga,15,1503705,45,4365,1556,2809,AEB
4,Estado do Par·,451,Marab√°,15,1504208,45,20332,8963,11369,AEB
4,Estado do Par·,460,Concei√ß√£o do Araguaia,15,1502707,46,11451,2887,8564,AEB
4,Estado do Par·,470,Altamira,15,1500602,47,12090,3118,8972,AEB
4,Estado do Par·,480,Alenquer,15,1500404,48,28549,7724,20825,AEB
4,Estado do Par·,481,Almeirim,15,1500503,48,7379,2426,4953,AEB
4,Estado do Par·,482,Faro,15,1503002,48,7162,2472,4690,AEB
4,Estado do Par·,483,Juruti,15,1503903,48,16110,1868,14242,AEB
4,Estado do Par·,484,Monte Alegre,15,1504802,48,19033,3911,15122,AEB
4,Estado do Par·,485,√ìbidos,15,1505106,48,20593,5901,14692,AEB
4,Estado do Par·,486,Oriximin√°,15,1505304,48,15152,3974,11178,AEB
4,Estado do Par·,487,Porto de Moz,15,1505908,48,6859,971,5888,AEB
4,Estado do Par·,488,Prainha,15,1506005,48,8725,865,7860,AEB
4,Estado do Par·,489,Santar√©m,15,1506807,48,93151,32615,60536,AEB
4,Estado do Par·,510,Itaituba,15,1503606,51,13793,1493,12300,AEB
4,Estado do Par·,520,Bai√£o,15,1501204,52,7784,2548,5236,AEB
4,Estado do Par·,521,Camet√°,15,1502103,52,56250,7863,48387,AEB
4,Estado do Par·,522,Mocajuba,15,1504604,52,7767,1391,6376,AEB
4,Estado do Par·,523,Tucuru√≠,15,1508100,52,5788,3558,2230,AEB
4,Estado do Par·,530,Oeiras do Par√°,15,1505205,53,10544,627,9917,AEB
4,Estado do Par·,531,Portel,15,1505809,53,16083,2002,14081,AEB
4,Estado do Par·,540,Ananindeua,15,1500800,54,20478,3381,17097,AEB
4,Estado do Par·,541,Anhanga,15,1507409,54,7478,1362,6116,AEB
4,Estado do Par·,542,Bel√©m,15,1501402,54,402170,380667,21503,AEB
4,Estado do Par·,543,Bragan√ßa,15,1501709,54,69005,17920,51085,AEB
4,Estado do Par·,544,Capanema,15,1502202,54,36109,14617,21492,AEB
4,Estado do Par·,545,Castanhal,15,1502400,54,21618,10224,11394,AEB
4,Estado do Par·,546,Igarap√©-A√ßu,15,1503200,54,21315,5176,16139,AEB
4,Estado do Par·,547,Inhangapi,15,1503408,54,5879,244,5635,AEB
4,Estado do Par·,548,Santa Isabel do Par√°,15,1506500,54,14880,4857,10023,AEB
4,Estado do Par·,549,Nova Timboteua,15,1505007,54,17630,3235,14395,AEB
4,Estado do Par·,560,Abaetetuba,15,1500107,56,45080,11703,33377,AEB
4,Estado do Par·,561,Acar√°,15,1500206,56,18664,1739,16925,AEB
4,Estado do Par·,562,Barcarena,15,1501303,56,14795,551,14244,AEB
4,Estado do Par·,563,Bujaru,15,1501907,56,13473,1010,12463,AEB
4,Estado do Par·,564,Capim,15,1507201,56,16008,428,15580,AEB
4,Estado do Par·,565,Guam√°,15,1507607,56,23082,3586,19496,AEB
4,Estado do Par·,566,Igarap√©-Miri,15,1503309,56,24875,3706,21169,AEB
4,Estado do Par·,567,Tom√©-A√ßu,15,1508001,56,7808,1130,6678,AEB
4,Estado do Par·,568,Irituia,15,1503507,56,20038,853,19185,AEB
4,Estado do Par·,569,Moju,15,1504703,56,15150,636,14514,AEB
4,Estado do Par·,570,Our√©m,15,1505403,57,35299,2132,33167,AEB
6,TerritÛrio do Amap·,610,Mazag√£o,16,1600402,61,7658,1485,6173,AEB
6,TerritÛrio do Amap·,620,Amap√°,16,1600105,62,8004,2180,5824,AEB
6,TerritÛrio do Amap·,621,Cal√ßoene,16,1600204,62,2353,953,1400,AEB
6,TerritÛrio do Amap·,622,Macap√°,16,1600303,62,46905,28845,18060,AEB
6,TerritÛrio do Amap·,630,Oiapoque,16,1600501,63,3969,1927,2042,AEB
10,Estado do Maranh„o,1010,Alc√¢ntara,21,2100204,101,16177,1830,14347,AEB
10,Estado do Maranh„o,1011,Bequim√£o,21,2101905,101,13272,958,12314,AEB
10,Estado do Maranh„o,1012,Cururupu,21,2103703,101,46904,4822,42082,AEB
10,Estado do Maranh„o,1013,Guimar√£es,21,2104909,101,29110,3013,26097,AEB
10,Estado do Maranh„o,1014,Ribamar,21,2111201,101,21119,7616,13503,AEB
10,Estado do Maranh„o,1015,S√£o Lu√≠s,21,2111300,101,159628,139075,20553,AEB
10,Estado do Maranh„o,1020,Anajatuba,21,2100709,102,18892,2005,16887,AEB
10,Estado do Maranh„o,1021,Cajapi√≥,21,2102408,102,9756,2181,7575,AEB
10,Estado do Maranh„o,1022,Cajari,21,2102507,102,11030,1431,9599,AEB
10,Estado do Maranh„o,1023,Matinha,21,2106508,102,13456,1971,11485,AEB
10,Estado do Maranh„o,1024,Penalva,21,2108306,102,18743,5339,13404,AEB
10,Estado do Maranh„o,1025,Peri Mirim,21,2108405,102,12749,1883,10866,AEB
10,Estado do Maranh„o,1026,Pinheiro,21,2108603,102,49013,6634,42379,AEB
10,Estado do Maranh„o,1027,Ros√°rio,21,2109601,102,31825,6999,24826,AEB
10,Estado do Maranh„o,1028,Santa Helena,21,2109809,102,9977,1025,8952,AEB
10,Estado do Maranh„o,1029,S√£o Bento,21,2110500,102,36304,7094,29210,AEB
10,Estado do Maranh„o,1030,S√£o Jo√£o Batista,21,2111003,103,20356,1974,18382,AEB
10,Estado do Maranh„o,1031,S√£o Vicente Ferrer,21,2111706,103,13350,1095,12255,AEB
10,Estado do Maranh„o,1032,Viana,21,2112803,103,31429,5385,26044,AEB
10,Estado do Maranh„o,1040,Arari,21,2101004,104,16340,4429,11911,AEB
10,Estado do Maranh„o,1041,Bacabal,21,2101202,104,108509,15531,92978,AEB
10,Estado do Maranh„o,1042,Ipixuna,21,2111409,104,54928,2256,52672,AEB
10,Estado do Maranh„o,1043,Lago da Pedra,21,2105708,104,35172,1723,33449,AEB
10,Estado do Maranh„o,1044,Pedreiras,21,2108207,104,99459,13934,85525,AEB
10,Estado do Maranh„o,1045,Pio XII,21,2108702,104,36926,2118,34808,AEB
10,Estado do Maranh„o,1046,Vit√≥ria do Mearim,21,2112902,104,28081,1782,26299,AEB
10,Estado do Maranh„o,1047,Vitorino Freire,21,2113009,104,79106,4823,74283,AEB
10,Estado do Maranh„o,1050,C√¢ndido Mendes,21,2102606,105,10329,3601,6728,AEB
10,Estado do Maranh„o,1051,Carutapera,21,2102903,105,13320,4538,8782,AEB
10,Estado do Maranh„o,1052,Turia√ßu,21,2112407,105,17658,1826,15832,AEB
10,Estado do Maranh„o,1060,Mon√ß√£o,21,2106904,106,36479,1132,35347,AEB
10,Estado do Maranh„o,1061,Pindar√©-Mirim,21,2108504,106,84863,8952,75911,AEB
10,Estado do Maranh„o,1070,Araioses,21,2100907,107,31115,2173,28942,AEB
10,Estado do Maranh„o,1071,Axix√°,21,2101103,107,12872,844,12028,AEB
10,Estado do Maranh„o,1072,Barreirinhas,21,2101707,107,20239,2184,18055,AEB
10,Estado do Maranh„o,1073,Humberto de Campos,21,2105005,107,13002,1510,11492,AEB
10,Estado do Maranh„o,1074,Icatu,21,2105104,107,14691,1967,12724,AEB
10,Estado do Maranh„o,1075,Morros,21,2107100,107,14639,1887,12752,AEB
10,Estado do Maranh„o,1076,Primeira Cruz,21,2109403,107,15047,3751,11296,AEB
10,Estado do Maranh„o,1077,Tut√≥ia,21,2112506,107,25865,5436,20429,AEB
10,Estado do Maranh„o,1080,Brejo,21,2102101,108,23810,3371,20439,AEB
10,Estado do Maranh„o,1081,Buriti,21,2102200,108,19048,1951,17097,AEB
10,Estado do Maranh„o,1082,Chapadinha,21,2103208,108,39742,3698,36044,AEB
10,Estado do Maranh„o,1083,Coelho Neto,21,2103406,108,25920,1065,24855,AEB
10,Estado do Maranh„o,1084,Duque Bacelar,21,2103901,108,14588,1393,13195,AEB
10,Estado do Maranh„o,1085,Magalh√£es de Almeida,21,2106300,108,8575,2577,5998,AEB
10,Estado do Maranh„o,1086,Santa Quit√©ria do Maranh√£o,21,2110104,108,13239,1306,11933,AEB
10,Estado do Maranh„o,1087,S√£o Bernardo,21,2110609,108,17487,1154,16333,AEB
10,Estado do Maranh„o,1088,Urbano Santos,21,2112605,108,12910,1100,11810,AEB
10,Estado do Maranh„o,1090,Bar√£o de Graja√∫,21,2101509,109,9221,1946,7275,AEB
10,Estado do Maranh„o,1091,Mat√µes,21,2106607,109,16448,903,15545,AEB
10,Estado do Maranh„o,1092,Parnarama,21,2107803,109,19390,1876,17514,AEB
10,Estado do Maranh„o,1093,S√£o Francisco do Maranh√£o,21,2110906,109,11279,844,10435,AEB
10,Estado do Maranh„o,1094,S√£o Jo√£o dos Patos,21,2111102,109,13229,2590,10639,AEB
10,Estado do Maranh„o,1095,Timon,21,2112209,109,29407,7547,21860,AEB
10,Estado do Maranh„o,1110,Alto Parna√≠ba,21,2100501,111,11749,1411,10338,AEB
10,Estado do Maranh„o,1111,Balsas,21,2101400,111,16845,4690,12155,AEB
10,Estado do Maranh„o,1112,Benedito Leite,21,2101806,111,8917,345,8572,AEB
10,Estado do Maranh„o,1113,Loreto,21,2106102,111,12273,980,11293,AEB
10,Estado do Maranh„o,1114,Nova Iorque,21,2107308,111,4346,797,3549,AEB
10,Estado do Maranh„o,1115,Paraibano,21,2107704,111,8550,1818,6732,AEB
10,Estado do Maranh„o,1116,Pastos Bons,21,2108009,111,11419,1606,9813,AEB
10,Estado do Maranh„o,1117,Riach√£o,21,2109502,111,22222,2237,19985,AEB
10,Estado do Maranh„o,1118,Samba√≠ba,21,2109700,111,5320,533,4787,AEB
10,Estado do Maranh„o,1119,S√£o Raimundo das Mangabeiras,21,2111607,111,10826,1736,9090,AEB
10,Estado do Maranh„o,1130,Buriti Bravo,21,2102309,113,12215,2459,9756,AEB
10,Estado do Maranh„o,1131,Cantanhede,21,2102705,113,14121,1707,12414,AEB
10,Estado do Maranh„o,1132,Caxias,21,2103000,113,129271,19092,110179,AEB
10,Estado do Maranh„o,1133,Cod√≥,21,2103307,113,71781,11468,60313,AEB
10,Estado do Maranh„o,1134,Colinas,21,2103505,113,25633,2972,22661,AEB
10,Estado do Maranh„o,1135,Coroat√°,21,2103604,113,64865,8342,56523,AEB
10,Estado do Maranh„o,1136,Dom Pedro,21,2103802,113,19810,2822,16988,AEB
10,Estado do Maranh„o,1137,Gon√ßalves Dias,21,2104404,113,14265,2499,11766,AEB
10,Estado do Maranh„o,1138,Itapecuru Mirim,21,2105401,113,32920,3385,29535,AEB
10,Estado do Maranh„o,1139,Passagem Franca,21,2107902,113,19540,1703,17837,AEB
10,Estado do Maranh„o,1140,Pirapemas,21,2108801,114,11124,2689,8435,AEB
10,Estado do Maranh„o,1141,S√£o Benedito do Rio Preto,21,2110401,114,9806,1341,8465,AEB
10,Estado do Maranh„o,1142,S√£o Domingos do Maranh√£o,21,2110708,114,27573,3966,23607,AEB
10,Estado do Maranh„o,1143,Timbiras,21,2112100,114,17650,1462,16188,AEB
10,Estado do Maranh„o,1144,Vargem Grande,21,2112704,114,35114,2843,32271,AEB
10,Estado do Maranh„o,1150,Amarante do Maranh√£o,21,2100600,115,9373,1662,7711,AEB
10,Estado do Maranh„o,1151,Barra do Corda,21,2101608,115,45490,5034,40456,AEB
10,Estado do Maranh„o,1152,Esperantin√≥polis,21,2104008,115,21355,1215,20140,AEB
10,Estado do Maranh„o,1153,Graja√∫,21,2104800,115,25668,3379,22289,AEB
10,Estado do Maranh„o,1154,Mirador,21,2106706,115,21703,1386,20317,AEB
10,Estado do Maranh„o,1155,Presidente Dutra,21,2109106,115,29901,3349,26552,AEB
10,Estado do Maranh„o,1156,Tuntum,21,2112308,115,27250,4215,23035,AEB
10,Estado do Maranh„o,1160,Imperatriz,21,2105302,116,39331,9004,30327,AEB
10,Estado do Maranh„o,1161,Montes Altos,21,2107001,116,8731,682,8049,AEB
10,Estado do Maranh„o,1170,Carolina,21,2102804,117,27223,9882,17341,AEB
10,Estado do Maranh„o,1171,Porto Franco,21,2109007,117,11936,1750,10186,AEB
12,Estado do PiauÌ,1210,Corrente,22,2202901,121,12430,2214,10216,AEB
12,Estado do PiauÌ,1211,Curimat√°,22,2203206,121,10529,397,10132,AEB
12,Estado do PiauÌ,1212,Gilbu√©s,22,2204402,121,9334,588,8746,AEB
12,Estado do PiauÌ,1213,Monte Alegre do Piau√≠,22,2206605,121,7550,2574,4976,AEB
12,Estado do PiauÌ,1214,Parnagu√°,22,2207603,121,5537,508,5029,AEB
12,Estado do PiauÌ,1220,Bertol√≠nia,22,2201705,122,8034,714,7320,AEB
12,Estado do PiauÌ,1221,Bom Jesus,22,2201903,122,14173,1431,12742,AEB
12,Estado do PiauÌ,1222,Cristino Castro,22,2203107,122,7514,782,6732,AEB
12,Estado do PiauÌ,1223,Eliseu Martins,22,2203602,122,3419,459,2960,AEB
12,Estado do PiauÌ,1224,Guadalupe,22,2204501,122,7598,596,7002,AEB
12,Estado do PiauÌ,1225,Jerumenha,22,2205300,122,6241,1473,4768,AEB
12,Estado do PiauÌ,1226,Landri Sales,22,2205607,122,3751,849,2902,AEB
12,Estado do PiauÌ,1227,Ribeiro Gon√ßalves,22,2208908,122,8100,808,7292,AEB
12,Estado do PiauÌ,1228,Santa Filomena,22,2209203,122,5030,652,4378,AEB
12,Estado do PiauÌ,1229,Uru√ßu√≠,22,2211209,122,11153,2253,8900,AEB
12,Estado do PiauÌ,1230,Canto do Buriti,22,2202307,123,14388,1636,12752,AEB
12,Estado do PiauÌ,1231,Caracol,22,2202505,123,10709,1381,9328,AEB
12,Estado do PiauÌ,1232,Concei√ß√£o do Canind√©,22,2202802,123,8169,426,7743,AEB
12,Estado do PiauÌ,1233,Fronteiras,22,2204303,123,13327,1320,12007,AEB
12,Estado do PiauÌ,1234,Itain√≥polis,22,2205003,123,8931,694,8237,AEB
12,Estado do PiauÌ,1235,Jaic√≥s,22,2205201,123,22332,1308,21024,AEB
12,Estado do PiauÌ,1236,Monsenhor Hip√≥lito,22,2206506,123,2953,661,2292,AEB
12,Estado do PiauÌ,1237,Oeiras,22,2207009,123,40306,6098,34208,AEB
12,Estado do PiauÌ,1238,Paulistana,22,2207801,123,15121,1105,14016,AEB
12,Estado do PiauÌ,1239,Picos,22,2208007,123,50102,8176,41926,AEB
12,Estado do PiauÌ,1240,Pio IX,22,2208205,124,11430,987,10443,AEB
12,Estado do PiauÌ,1241,Santa Cruz do Piau√≠,22,2209104,124,6215,794,5421,AEB
12,Estado do PiauÌ,1242,S√£o Francisco do Piau√≠,22,2209708,124,5077,495,4582,AEB
12,Estado do PiauÌ,1243,S√£o Jo√£o do Piau√≠,22,2210003,124,27453,2688,24765,AEB
12,Estado do PiauÌ,1244,S√£o Jos√© do Peixe,22,2210102,124,3929,636,3293,AEB
12,Estado do PiauÌ,1245,S√£o Raimundo Nonato,22,2210607,124,33149,3873,29276,AEB
12,Estado do PiauÌ,1246,Sim√µes,22,2210706,124,9888,720,9168,AEB
12,Estado do PiauÌ,1247,Simpl√≠cio Mendes,22,2210805,124,18053,1682,16371,AEB
12,Estado do PiauÌ,1250,Buriti dos Lopes,22,2202000,125,31104,1812,29292,AEB
12,Estado do PiauÌ,1251,Lu√≠s Correia,22,2205706,125,14808,1523,13285,AEB
12,Estado do PiauÌ,1252,Parna√≠ba,22,2207702,125,63496,39951,23545,AEB
12,Estado do PiauÌ,1260,Castelo do Piau√≠,22,2202604,126,23711,1185,22526,AEB
12,Estado do PiauÌ,1261,Cocal,22,2202703,126,13889,1846,12043,AEB
12,Estado do PiauÌ,1262,Elesb√£o Veloso,22,2203503,126,11857,2284,9573,AEB
12,Estado do PiauÌ,1263,Inhuma,22,2204709,126,8121,1323,6798,AEB
12,Estado do PiauÌ,1264,Pedro II,22,2207900,126,25922,3160,22762,AEB
12,Estado do PiauÌ,1265,Pimenteiras,22,2208106,126,6634,698,5936,AEB
12,Estado do PiauÌ,1266,Piracuruca,22,2208304,126,19621,4320,15301,AEB
12,Estado do PiauÌ,1267,S√£o F√©lix do Piau√≠,22,2209609,126,5933,456,5477,AEB
12,Estado do PiauÌ,1268,S√£o Miguel do Tapuio,22,2210409,126,15749,776,14973,AEB
12,Estado do PiauÌ,1269,Valen√ßa do Piau√≠,22,2211308,126,32852,3046,29806,AEB
12,Estado do PiauÌ,1270,Alto Long√°,22,2200301,127,13360,784,12576,AEB
12,Estado do PiauÌ,1271,Barras,22,2201200,127,31735,3388,28347,AEB
12,Estado do PiauÌ,1272,Batalha,22,2201507,127,16442,1559,14883,AEB
12,Estado do PiauÌ,1273,Campo Maior,22,2202208,127,56627,13939,42688,AEB
12,Estado do PiauÌ,1274,Capit√£o de Campos,22,2202406,127,6843,1565,5278,AEB
12,Estado do PiauÌ,1275,Piripiri,22,2208403,127,29525,9635,19890,AEB
12,Estado do PiauÌ,1280,Esperantina,22,2203701,128,17207,3727,13480,AEB
12,Estado do PiauÌ,1281,Luzil√¢ndia,22,2205805,128,20273,3434,16839,AEB
12,Estado do PiauÌ,1282,Matias Ol√≠mpio,22,2206100,128,6435,967,5468,AEB
12,Estado do PiauÌ,1283,Miguel Alves,22,2206209,128,20002,1537,18465,AEB
12,Estado do PiauÌ,1284,Porto,22,2208502,128,11512,1234,10278,AEB
12,Estado do PiauÌ,1290,√Ågua Branca,22,2200202,129,11199,2902,8297,AEB
12,Estado do PiauÌ,1291,Altos,22,2200400,129,22046,5056,16990,AEB
12,Estado do PiauÌ,1292,Amarante,22,2200509,129,17677,3199,14478,AEB
12,Estado do PiauÌ,1293,Angical do Piau√≠,22,2200608,129,4257,1149,3108,AEB
12,Estado do PiauÌ,1294,Beneditinos,22,2201606,129,9938,828,9110,AEB
12,Estado do PiauÌ,1295,Floriano,22,2203909,129,24065,16063,8002,AEB
12,Estado do PiauÌ,1296,Itaueira,22,2205102,129,14134,692,13442,AEB
12,Estado do PiauÌ,1297,Jos√© de Freitas,22,2205508,129,17744,3341,14403,AEB
12,Estado do PiauÌ,1298,Nazar√© do Piau√≠,22,2206704,129,5188,883,4305,AEB
12,Estado do PiauÌ,1299,Palmeirais,22,2207504,129,10503,799,9704,AEB
12,Estado do PiauÌ,1300,Regenera√ß√£o,22,2208809,130,14845,1672,13173,AEB
12,Estado do PiauÌ,1301,S√£o Pedro do Piau√≠,22,2210508,130,12266,2139,10127,AEB
12,Estado do PiauÌ,1302,Teresina,22,2211001,130,144799,100006,44793,AEB
12,Estado do PiauÌ,1303,Uni√£o,22,2211100,130,29124,4296,24828,AEB
14,Estado do Cear·,1410,Alc√¢ntaras,23,2300507,141,7578,843,6735,AEB
14,Estado do Cear·,1411,Apuiar√©s,23,2300903,141,7869,1057,6812,AEB
14,Estado do Cear·,1412,Batoque,23,2305209,141,12493,1629,10864,AEB
14,Estado do Cear·,1413,Canind√©,23,2302800,141,37672,6713,30959,AEB
14,Estado do Cear·,1414,Caridade,23,2303006,141,8589,1125,7464,AEB
14,Estado do Cear·,1415,Carir√©,23,2303105,141,17560,1814,15746,AEB
14,Estado do Cear·,1416,Corea√∫,23,2304004,141,12250,2796,9454,AEB
14,Estado do Cear·,1417,Frecheirinha,23,2304509,141,6497,1500,4997,AEB
14,Estado do Cear·,1418,General Sampaio,23,2304608,141,4341,757,3584,AEB
14,Estado do Cear·,1419,Groa√≠ras,23,2304905,141,5127,927,4200,AEB
14,Estado do Cear·,1420,Irau√ßuba,23,2306108,142,10498,1113,9385,AEB
14,Estado do Cear·,1421,Itapag√©,23,2306306,142,29814,6097,23717,AEB
14,Estado do Cear·,1423,Massap√™,23,2308005,142,18235,5882,12353,AEB
14,Estado do Cear·,1424,Meruoca,23,2308203,142,10551,1072,9479,AEB
14,Estado do Cear·,1425,Monsenhor Tabosa,23,2308609,142,9891,1666,8225,AEB
14,Estado do Cear·,1426,Mora√∫jo,23,2308807,142,4354,1173,3181,AEB
14,Estado do Cear·,1427,Nova Russas,23,2309300,142,32509,6039,26470,AEB
14,Estado do Cear·,1428,Paramoti,23,2310407,142,8471,836,7635,AEB
14,Estado do Cear·,1429,Pentecoste,23,2310704,142,27891,5639,22252,AEB
14,Estado do Cear·,1430,Reriutaba,23,2311702,143,21629,4833,16796,AEB
14,Estado do Cear·,1431,Santa Quit√©ria,23,2312205,143,28684,3702,24982,AEB
14,Estado do Cear·,1432,Senador S√°,23,2312809,143,3713,1621,2092,AEB
14,Estado do Cear·,1433,Sobral,23,2312908,143,73716,37706,36010,AEB
14,Estado do Cear·,1434,Tamboril,23,2313203,143,16469,2387,14082,AEB
14,Estado do Cear·,1440,Acopiara,23,2300309,144,32413,4469,27944,AEB
14,Estado do Cear·,1441,Altaneira,23,2300606,144,2607,731,1876,AEB
14,Estado do Cear·,1442,Assar√©,23,2301604,144,23219,3286,19933,AEB
14,Estado do Cear·,1443,Aurora,23,2301703,144,20859,4506,16353,AEB
14,Estado do Cear·,1444,Baixio,23,2301802,144,4335,1076,3259,AEB
14,Estado do Cear·,1445,Cari√∫s,23,2303303,144,16672,2641,14031,AEB
14,Estado do Cear·,1446,Cedro,23,2303808,144,20061,7016,13045,AEB
14,Estado do Cear·,1447,Farias Brito,23,2304301,144,14961,3242,11719,AEB
14,Estado do Cear·,1448,Ic√≥,23,2305407,144,34976,7652,27324,AEB
14,Estado do Cear·,1449,Iguatu,23,2305506,144,51570,18634,32936,AEB
14,Estado do Cear·,1450,Ipaumirim,23,2305704,145,9342,2493,6849,AEB
14,Estado do Cear·,1451,Juc√°s,23,2307403,145,17223,2357,14866,AEB
14,Estado do Cear·,1452,Lavras da Mangabeira,23,2307502,145,29366,7015,22351,AEB
