uf60,code_muni_1960,name_muni_1960,code_district_1960,name_district_1960,name_bairro_1960,tipo,zona_cod,zona,pagina,fonte
51,5174,Santa Leopoldina,01,Santa Leopoldina,,distrito,512,zona de Itasemirim esquece,171,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
51,5174,Santa Leopoldina,05,Garrafão,,distrito,512,zona de Itasemirim esquece,172,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
51,5174,Santa Leopoldina,07,Jetiba eia,,distrito,512,zona de Itasemirim esquece,172,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
51,5174,Santa Leopoldina,09,Nengaral,,distrito,512,zona de Itasemirim esquece,172,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
51,5175,Santa Teresa,01,Santa Teresa,,distrito,512,zona de Itasemirim esquece,172,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
51,5175,Santa Teresa,03,Alto Santa Haria,,distrito,512,zona de Itasemirim esquece,172,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
51,5175,Santa Teresa,05,Santa JÚLIA,,distrito,512,zona de Itasemirim esquece,172,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
51,5175,Santa Teresa,07,São João de Cetróvolis,,distrito,512,zona de Itasemirim esquece,172,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
51,5175,Santa Teresa,09,Vinte,,distrito,512,zona de Itasemirim esquece,172,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,1211,Nossa Scenhorce Do Penha Mertfasaeripacseaseensco,13,Fetiro de Huriae,,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,01,Campos,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,05,Cardoso Moreira IS,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,07,Dores de Macabu,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,09,Goitacazes,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,11,Guarus Gases,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,13,Idicioocoaa,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,15,Italva,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,17,Horangaba,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,19,Morro do Côco,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,21,Mussurepe,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,23,Fpociênciao,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,29,Santo Amaro de,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,31,Santo Eduardo,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,33,São Joaquim,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,35,São Sebastião do Comdos,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,37,Tocos,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5210,Campos,39,Travessão,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5211,Conceição de Macabu,01,Conceição de Macabu,,distrito,521,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5211,Conceição de Macabu,03,Macabuzinho,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5212,Macaé,01,Macaé,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5212,Macaé,03,Cobiúnos,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5212,Macaé,05,Cachociros,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5212,Macaé,09,Glicerio,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5212,Macaé,13,Qui ssamã,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5212,Macaé,15,Sana,,distrito,,Zona da Baixada de Goitacazes,174,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5213,São João da Barra,01,São João da Barra,,distrito,,Zona da Baixada de Goitacazes,175,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5213,São João da Barra,03,Barra Seca,,distrito,,Zona da Baixada de Goitacazes,175,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5213,São João da Barra,05,Itabapocna,,distrito,,Zona da Baixada de Goitacazes,175,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5213,São João da Barra,09,Pipeiras,,distrito,,Zona da Baixada de Goitacazes,175,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5213,São João da Barra,11,Barcelos,,distrito,,Zona da Baixada de Goitacazes,175,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5220,Bom Jesus do Itabapoana,01,Bom Jesus do Itabapoana,,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5221,Cambuci,01,Cambuci,,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5221,Cambuci,03,Funil,,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5221,Cambuci,05,Monte Verde,,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5221,Cambuci,07,"São João do Porníígso ""OSIANNCILC Inpnoosenenttos",,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5221,Cambuci,09,São Jose de Utê Detesmanºahonuonso,,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5222,Itaperuna,01,Itaperuna,,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5222,Itaperuna,03,Boaventura Oe8gtinpoinc DIGA,,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5222,Itaperuna,07,Itajaroa,,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5222,Itaperuna,09,Laje de Murino Oncnitptamohadagealnecass.s0dc0do,,distrito,522,Zona de Muriaé,178,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5223,Miracema,01,Miracema,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5223,Miracema,03,Paraíso do PODLAS,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5223,Miracema,05,Vendo das Flores,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5224,Natividade de Carangola,01,Natividade de Carangola,,distrito,522,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5225,Porciúncula,01,Porciúncula,,distrito,522,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5225,Porciúncula,05,Santa Clara Vvesocsnea no Senosndces,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5226,Santo Antônio de Pádua,01,Santo Antônio de Pádua,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5226,Santo Antônio de Pádua,03,Aper 5ê,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5226,Santo Antônio de Pádua,05,Baltazar,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5226,Santo Antônio de Pádua,07,Ibitiguaçu,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5226,Santo Antônio de Pádua,09,Ibitinema,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5226,Santo Antônio de Pádua,11,Ibitiporã,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5226,Santo Antônio de Pádua,15,Paraogueno,,distrito,522,Zona de Muriaé,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5230,Cantagalo,01,Cantagalo,,distrito,523,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5231,Carmo,01,Carmo,,distrito,,Zona de Cantagalo,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5231,Carmo,03,Córrego da Prata,,distrito,,Zona de Cantagalo,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5231,Carmo,05,Fórto Velho do Cunha eeccaesue Vjochngeendeodo,,distrito,,Zona de Cantagalo,179,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5232,Cordeiro,01,Cordeiro,,distrito,523,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5232,Cordeiro,03,Macuco,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5233,Duas Barras,01,Duas Barras,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5233,Duas Barras,03,Monerá,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5234,Itaocara,01,Itaocara,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5234,Itaocara,03,Estrada Nova foenaoectvranennoo neces,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5234,Itaocara,05,Juguarembe,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5234,Itaocara,07,Laranjois,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5234,Itaocara,09,Portela,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5234,Itaocara,11,Triunfo,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5235,Santa Maria Madalena,01,Santa Maria Madalena,,distrito,523,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5236,São Fidélis,01,São Fidélis,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5236,São Fidélis,03,Cambiascoa,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5236,São Fidélis,05,Colônia,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5236,São Fidélis,07,Ipuca ressoanesenmsçoe,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5236,São Fidélis,09,Pureza,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5237,São Sebastião do Alto,01,São Sebastião do Alto,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5237,São Sebastião do Alto,03,Valão do Barro,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5238,Sapucaia,01,Sapucaia,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5238,Sapucaia,03,Anta,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5238,Sapucaia,05,Jomasará a,,distrito,,Zona de Cantagalo,180,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5239,Sumidouro,01,Sumidouro,,distrito,,Zona de Cantagalo,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5240,Trajano de Morais,01,Trajano de Morais,,distrito,,Zona de Cantagalo,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5240,Trajano de Morais,03,Doutor Elias,,distrito,,Zona de Cantagalo,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5240,Trajano de Morais,05,Sodrelândia,,distrito,,Zona de Cantagalo,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5240,Trajano de Morais,07,Vila da Gramo,,distrito,,Zona de Cantagalo,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5240,Trajano de Morais,09,Visconde de Imbe,,distrito,,Zona de Cantagalo,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5250,Bom Jardim,01,Bom Jardim,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5250,Bom Jardim,03,Banquete,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5250,Bom Jardim,05,Barro Alegre,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5250,Bom Jardim,07,São José do Ribeirão,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5251,Nova Friburgo,01,Nova Friburgo,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5251,Nova Friburgo,03,Amparo,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5251,Nova Friburgo,05,Campo do Coelho,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5251,Nova Friburgo,07,Conselheiro Paulino,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5251,Nova Friburgo,09,Lumiar,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5251,Nova Friburgo,11,Riograndina,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5252,Petrópolis,01,Petrópolis,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5252,Petrópolis,05,Itaipava Esssibecoass Lila Didiivaizpcio,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5252,Petrópolis,07,Pedro do Rio Orfoocnltamesrsonadgaaltoas,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5252,Petrópolis,09,São Josê do Rio Prêto,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5253,Teresópolis,01,Teresópolis,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5253,Teresópolis,03,Nhunguaçu 98gnebedindaindadome0enhr,,distrito,525,Zoom do Alto da Serra,181,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5260,Barra do Piraí,01,Barra do Piraí,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5260,Barra do Piraí,03,Dorândia,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5260,Barra do Piraí,07,São Jose do Turvo,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5260,Barra do Piraí,09,Vargem Alegre,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5261,Barra Mansa,01,Barra Mansa,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5261,Barra Mansa,03,Falcão,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5261,Barra Mansa,07,Nossa Senhora do Amparo,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5261,Barra Mansa,09,Quatis,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5261,Barra Mansa,23,Ribeirão de São Joaquim,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5262,Engenheiro Paulo de Frontin,01,Engenheiro Paulo de Frontin,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5263,Mendes,01,Mendes,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5264,Miguel Pereira,01,Miguel Pereira,,distrito,526,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5264,Miguel Pereira,03,Governador Portela,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5265,Paraíba do Sul,01,Paraíba do Sul,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5265,Paraíba do Sul,05,,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5265,Paraíba do Sul,07,Werneck,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5266,Piraí,01,Piraí,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5266,Piraí,03,Arrozol,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5266,Piraí,05,Konumento,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5266,Piraí,07,Pinheiral,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5266,Piraí,09,Sontonésia,,distrito,,Zona de Resendo,182,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5267,Resende,01,Resende,,distrito,526,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5267,Resende,03,Agulhas Negras,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5267,Resende,05,Engenheiro POSSOS,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5267,Resende,07,Fumaço,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5267,Resende,13,Pirangaí,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5267,Resende,15,Fpôrto Real,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5267,Resende,22,Pedra Selada,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5268,Rio Claro,01,Rio Claro,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5268,Rio Claro,03,Getulândia,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5268,Rio Claro,05,Lídico,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5268,Rio Claro,07,Passa Três,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5268,Rio Claro,09,São João Harcos,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5269,Rio das Flores,01,Rio das Flores,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5269,Rio das Flores,03,Aborracamento,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5269,Rio das Flores,07,Taboas,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5270,Três Rios,01,Três Rios,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5270,Três Rios,03,Afonso Arinos,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5270,Três Rios,05,Conservatória,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5270,Três Rios,07,Bemporta AGA,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5270,Três Rios,09,Serraria,,distrito,,Zona de Resendo,183,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5271,Valença,01,Valença,,distrito,527,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5272,Vassouras,01,Vassouras,,distrito,,Zona de Resendo,184,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5272,Vassouras,03,"Andrade, Pinto",,distrito,,Zona de Resendo,184,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5272,Vassouras,05,Avelor,,distrito,,Zona de Resendo,184,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5272,Vassouras,07,Confodo,,distrito,,Zona de Resendo,184,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5272,Vassouras,09,Fottoiros,,distrito,,Zona de Resendo,184,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5272,Vassouras,11,Pati do Alferos a.iatiasecacas,,distrito,,Zona de Resendo,184,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5272,Vassouras,13,Sobastião Laccorda,,distrito,,Zona de Resendo,184,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5273,Volta Redonda,01,Volta Redonda,,distrito,527,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5280,Casimiro de Abreu,01,Casimiro de Abreu,,distrito,528,,,regra do Código: o distrito 01 é a sede e tem o nome do município (linha não lida pelo OCR)
52,5280,Casimiro de Abreu,03,Barra de São João,,distrito,528,Zona da Baixado do Rio São Jo&o,175,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
52,5281,Silva Jardim,01,Silva Jardim,,distrito,528,Zona da Baixado do Rio São Jo&o,175,OCR (Tesseract por) do Código de Municípios e Distritos de 1960; código do município conferido pela DTB ()
