"linha","linha_familia","texto_original","texto_corrigido","texto_familia_original","texto_familia_corrigido","fonte_25","linha_pessoa_25","linha_familia_25","justificativa"
"447507","447676","4043080742008177352911154169200004200000000035-       \0071278","4043080742008177352911154169200004200000000035-       \0071278","4043080942008177151578389680206004                    \0071304","4043080942008177151578389680206004                    \0071304","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","1341765","1341758","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"447508","447816","40430807420082013519108551692000311-                  \0071278","40430807420082013519108551692000311-                  \0071278","4043080942008201151598389680204003                    \0071328","4043080942008201151598389680204003                    \0071328","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","1341905","1341899","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"447509","447855","404308074200820835191125716920003110000000003332321200\0071278","404308074200820835191125716920003110000000003332321200\0071278","4043080942008208151598389680204002                    \0071335","4043080942008208151598389680204002                    \0071335","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","1341944","1341939","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"448410","448415","40431401420740703529103541692000-                     \0071420","40431401420740703529103541692000-                     \0071420","4043140342074070111478279680205002                    \0071421","4043140342074070111478279680205002                    \0071421","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","1386897","1386893","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"448411","448415","40431401420740703519106341692000311-                  \0071420","40431401420740703519106341692000311-                  \0071420","4043140342074070111478279680205002                    \0071421","4043140342074070111478279680205002                    \0071421","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","1386896","1386893","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"448412","448415","4043140142074070352812834169181631100749070334-       \0071420","4043140142074070352812834169181631100749070334-       \0071420","4043140342074070111478279680205002                    \0071421","4043140342074070111478279680205002                    \0071421","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","1386895","1386893","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"448413","448415","40431401420740703519004541692000-                     \0071420","40431401420740703519004541692000-                     \0071420","4043140342074070111478279680205002                    \0071421","4043140342074070111478279680205002                    \0071421","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","1386898","1386893","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"448414","448415","4043140142074070352211364289192831100000000034-       \0071420","4043140142074070352211364289192831100000000034-       \0071420","4043140342074070111478279680205002                    \0071421","4043140342074070111478279680205002                    \0071421","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","1386899","1386893","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"515131","515124","40461901436822113329103541692000-                     \0081717","40461901436822113329103541692000-                     \0081717","4046180143682211131478949570208004                    \0081717","4046180143682211131478949570208004                    \0081717","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","2459477","2459470","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"528763","528757","40480807441341253519107541692000000-                  \0083862","40480807441341253519107541692000000-                  \0083862","4048080744134125111580369680204002                    \0083862","4048080744134125111580369680204002                    \0083862","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","2763585","2763580","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"569740","570020","5252210152324048312911154099200008210000000035-       \0090019","5252210152324048312911154099200008210000000035-       \0090019","5252220152324048111478942579207003                    \0090071","5252220152324048111478942579207003                    \0090071","data/release_legacy/Censo.1960.amostra.25porcento.rj.gz","153689","153684","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"572024","572077","5252250152372136314911564099200004310000000035-       \0090360","5252250152372136314911564099200004310000000035-       \0090360","5252250352372136111480949570209003                    \0090371","5252250352372136111480949570209003                    \0090371","data/release_legacy/Censo.1960.amostra.25porcento.rj.gz","184261","184258","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"572028","572116","525225015237214331101135409920000520000000005363723356\0090361","525225015237214331101135409920000520000000005363723356\0090361","5252250352372143111578389680203001                    \0090377","5252250352372143111578389680203001                    \0090377","data/release_legacy/Censo.1960.amostra.25porcento.rj.gz","184304","184301","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"572033","572216","525225015237216035141307709920003110000000005332321166\0090363","525225015237216035141307709920003110000000005332321166\0090363","5252250352372160151598389680205002                    \0090392","5252250352372160151598389680205002                    \0090392","data/release_legacy/Censo.1960.amostra.25porcento.rj.gz","184410","184406","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"572034","572239","5252250152372164354813867099200031100636131334-       \0090363","5252250152372164354813867099200031100636131334-       \0090363","5252250352372164151598389680208004                    \0090396","5252250352372164151598389680208004                    \0090396","data/release_legacy/Censo.1960.amostra.25porcento.rj.gz","184432","184430","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"582380","582365","525270055275603631191175509920002000000000006332331206\0092162","525270055275603631191175509920002000000000006332331206\0092162","5252700552756036151578389680204002                    \0092162","5252700552756036151578389680204002                    \0092162","data/release_legacy/Censo.1960.amostra.25porcento.rj.gz","519605","519602","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"607607","607605","525311015336020235291215709920001821000000008357125137\0096498","525311015336020235291215709920001821000000008357125137\0096498","5253110153360202111484952570205002                    \0096498","5253110153360202111484952570205002                    \0096498","data/release_legacy/Censo.1960.amostra.25porcento.rj.gz","938445","938442","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"607609","607605","525311015336020235291245709920001721000000008357125137\0096498","525311015336020235291245709920001721000000008357125137\0096498","5253110153360202111484952570205002                    \0096498","5253110153360202111484952570205002                    \0096498","data/release_legacy/Censo.1960.amostra.25porcento.rj.gz","938444","938442","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"683254","683252","606234516094003431191325426920001732065102029366123156\0110852","606234516094003431191325426920001732065102029366123156\0110852","6062345160940034131478262570206003                    \0110852","6062345160940034131478262570206003                    \0110852","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","2011064","2011061","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"705974","705969","6060660162306138312813254269192631100646050534-       \0114912","6060660162306138312813254269192631100646050534-       \0114912","6060660162306138131478269570205003                    \0114912","6060660162306138131478269570205003                    \0114912","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","2884923","2884921","Cartao127 unico, 15 campos e distrito iguais ao cartao25; composicao integral e multiplicidades pessoais exatas, estrutura25 conferida. Preservar respostas e geografia pessoal; nao afirmar identidade civil."
"781679","781982","606327016403018835391165426920003110000000006332321206\0128365","606327016403018835391165426920003110000000006332321206\0128365","6063270364030188151598389680203002                    \0128417","6063270364030188151598389680203002                    \0128417","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986487","3986484","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"781680","781982","6063270164030188351911557269200014200000000031-       \0128365","6063270164030188351911557269200014200000000031-       \0128365","6063270364030188151598389680203002                    \0128417","6063270364030188151598389680203002                    \0128417","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986488","3986484","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"781681","781982","6063270164030188352815354269200031100638040234-       \0128365","6063270164030188352815354269200031100638040234-       \0128365","6063270364030188151598389680203002                    \0128417","6063270364030188151598389680203002                    \0128417","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986486","3986484","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"787028","787023","606378016422602331291175426909263110000000005391325176\0129290","606378016422602331291175426909263110000000005391325176\0129290","6063780164226023131482949570204002                    \0129290","6063780164226023131482949570204002                    \0129290","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","52430","52426","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"787029","787023","606378016422602331191215426909261420000000007332321166\0129290","606378016422602331191215426909261420000000007332321166\0129290","6063780164226023131482949570204002                    \0129290","6063780164226023131482949570204002                    \0129290","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","52429","52426","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"834735","835579","60664705656681213519105542692000311-                  \0137098","60664705656681213519105542692000311-                  \0137098","6066470765668121151498269680205002                    \0137221","6066470765668121151498269680205002                    \0137221","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1010498","1010493","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"834736","835579","60664705656681213529102542692000-                     \0137098","60664705656681213529102542692000-                     \0137098","6066470765668121151498269680205002                    \0137221","6066470765668121151498269680205002                    \0137221","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1010499","1010493","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"834737","835579","6066470565668121352813554269082616200644040434-       \0137098","6066470565668121352813554269082616200644040434-       \0137098","6066470765668121151498269680205002                    \0137221","6066470765668121151498269680205002                    \0137221","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1010495","1010493","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"834738","835579","6066470565668121352911554269082615200000000034-       \0137098","6066470565668121352911554269082615200000000034-       \0137098","6066470765668121151498269680205002                    \0137221","6066470765668121151498269680205002                    \0137221","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1010496","1010493","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"834739","835579","6066470565668121352911154269082605200000000035-       \0137098","6066470565668121352911154269082605200000000035-       \0137098","6066470765668121151498269680205002                    \0137221","6066470765668121151498269680205002                    \0137221","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1010497","1010493","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835034","835585","6066470565668163352813554269082611100642030334-       \0137139","6066470565668163352813554269082611100642030334-       \0137139","6066470765668163151478289680204002                    \0137222","6066470765668163151478289680204002                    \0137222","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1010803","1010801","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835035","835585","6066470565668163351911054269082606200000000035-       \0137139","6066470565668163351911054269082606200000000035-       \0137139","6066470765668163151478289680204002                    \0137222","6066470765668163151478289680204002                    \0137222","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1010806","1010801","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835036","835585","6066470565668163352911254269082606200000000035-       \0137139","6066470565668163352911254269082606200000000035-       \0137139","6066470765668163151478289680204002                    \0137222","6066470765668163151478289680204002                    \0137222","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1010805","1010801","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835037","835585","606647056566816335291175426908261721000000003332321160\0137139","606647056566816335291175426908261721000000003332321160\0137139","6066470765668163151478289680204002                    \0137222","6066470765668163151478289680204002                    \0137222","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1010804","1010801","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835280","835600","606647056566820135191158626907261520000000003332321200\0137174","606647056566820135191158626907261520000000003332321200\0137174","6066470765668201151498269670206003                    \0137225","6066470765668201151498269670206003                    \0137225","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011068","1011062","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835281","835600","6066470565668201352814386761072615200634111034-       \0137174","6066470565668201352814386761072615200634111034-       \0137174","6066470765668201151498269670206003                    \0137225","6066470765668201151498269670206003                    \0137225","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011064","1011062","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835282","835600","60664705656682013529108862690726142-                  \0137174","60664705656682013529108862690726142-                  \0137174","6066470765668201151498269670206003                    \0137225","6066470765668201151498269670206003                    \0137225","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011071","1011062","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835283","835600","60664705656682013519106862690726311-                  \0137174","60664705656682013519106862690726311-                  \0137174","6066470765668201151498269670206003                    \0137225","6066470765668201151498269670206003                    \0137225","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011072","1011062","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835284","835600","606647056566820135191228626907261520000000003332321200\0137174","606647056566820135191228626907261520000000003332321200\0137174","6066470765668201151498269670206003                    \0137225","6066470765668201151498269670206003                    \0137225","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011065","1011062","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835285","835600","6066470565668201352911086269072614200000000034-       \0137174","6066470565668201352911086269072614200000000034-       \0137174","6066470765668201151498269670206003                    \0137225","6066470765668201151498269670206003                    \0137225","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011070","1011062","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835286","835600","606647056566820135291128626907261620000000003332321200\0137174","606647056566820135291128626907261620000000003332321200\0137174","6066470765668201151498269670206003                    \0137225","6066470765668201151498269670206003                    \0137225","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011069","1011062","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835287","835600","606647056566820135191198626907261520000000003332321200\0137174","606647056566820135191198626907261520000000003332321200\0137174","6066470765668201151498269670206003                    \0137225","6066470765668201151498269670206003                    \0137225","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011066","1011062","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835355","835604","606647056566821235191218626920001420000000009385126127\0137184","606647056566821235191218626920001420000000009385126127\0137184","6066470765668212151498269670206003                    \0137226","6066470765668212151498269670206003                    \0137226","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011144","1011141","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835356","835604","6066470565668212352911586269200017210000000034-       \0137184","6066470565668212352911586269200017210000000034-       \0137184","6066470765668212151498269670206003                    \0137226","6066470765668212151498269670206003                    \0137226","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011147","1011141","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835357","835604","606647056566821235191198626920001520000000007332321207\0137184","606647056566821235191198626920001520000000007332321207\0137184","6066470765668212151498269670206003                    \0137226","6066470765668212151498269670206003                    \0137226","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011145","1011141","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835358","835604","60664705656682123529108862692000000-                  \0137184","60664705656682123529108862692000000-                  \0137184","6066470765668212151498269670206003                    \0137226","6066470765668212151498269670206003                    \0137226","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011150","1011141","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835359","835604","60664705656682123519106862692000311-                  \0137184","60664705656682123519106862692000311-                  \0137184","6066470765668212151498269670206003                    \0137226","6066470765668212151498269670206003                    \0137226","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011151","1011141","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835360","835604","60664705656682123529101862692000-                     \0137184","60664705656682123529101862692000-                     \0137184","6066470765668212151498269670206003                    \0137226","6066470765668212151498269670206003                    \0137226","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011152","1011141","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835361","835604","606647056566821235191138626920001721000000005332321206\0137184","606647056566821235191138626920001721000000005332321206\0137184","6066470765668212151498269670206003                    \0137226","6066470765668212151498269670206003                    \0137226","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011148","1011141","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835362","835604","606647056566821235191178626920001721000000006332321207\0137184","606647056566821235191178626920001721000000006332321207\0137184","6066470765668212151498269670206003                    \0137226","6066470765668212151498269670206003                    \0137226","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011146","1011141","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835363","835604","6066470565668212351911086269200005200000000035-       \0137184","6066470565668212351911086269200005200000000035-       \0137184","6066470765668212151498269670206003                    \0137226","6066470765668212151498269670206003                    \0137226","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011149","1011141","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835474","835619","6066470565668232352813854269092631100847060434-       \0137202","6066470565668232352813854269092631100847060434-       \0137202","6066470765668232151498289580206003                    \0137228","6066470765668232151498289580206003                    \0137228","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011277","1011275","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
"835475","835619","606647056566823235291155426920003110000000005332321167\0137202","606647056566823235291155426920003110000000005332321167\0137202","6066470765668232151498289580206003                    \0137228","6066470765668232151498289580206003                    \0137228","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1011280","1011275","Identidade do grupo conferida por chave, especie, municipio, situacao e distrito do cartao, composicao de24campos e multiplicidades, com duas testemunhas pessoais exatas unicas naUF127. V21600/63 e atributos habitacionais divergentes permanecem como na127; nao copiar respostas25. Criterio revisto e evidencia preservada em fechamento_registros_1960_20260922."
