"linha","linha_familia","texto_original","texto_corrigido","texto_familia_original","texto_familia_corrigido","fonte_25","linha_pessoa_25","linha_familia_25","justificativa"
"302261","302453","31313801316060313129105570592000311-                  \0048054","31313801316060313129105570592000311-                  \0048054","3131380731606031111578289680207003                    \0048082","3131380731606031111578289680207003                    \0048082","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","399500","399494","Correspondencia pessoal exata; vincular ao cartao existente preservando distrito e campos brutos divergentes."
"315134","315732","3131750331962118312813754059200031100845050534-       \0050196","3131750331962118312813754059200031100845050534-       \0050196","3131750531962118111478389680205002                    \0050305","3131750531962118111478389680205002                    \0050305","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645854","645852","Correspondencia pessoal exata; vincular ao cartao existente preservando distrito e campos brutos divergentes."
"315135","315732","31317503319621183119108540592000200-                  \0050196","31317503319621183119108540592000200-                  \0050196","3131750531962118111478389680205002                    \0050305","3131750531962118111478389680205002                    \0050305","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645858","645852","Correspondencia pessoal exata; vincular ao cartao existente preservando distrito e campos brutos divergentes."
"315136","315732","3131750331962118311911454059200006200000000035-       \0050196","3131750331962118311911454059200006200000000035-       \0050196","3131750531962118111478389680205002                    \0050305","3131750531962118111478389680205002                    \0050305","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645855","645852","Correspondencia pessoal exata; vincular ao cartao existente preservando distrito e campos brutos divergentes."
"315137","315732","3131750331962118312911254059200005200000000035-       \0050196","3131750331962118312911254059200005200000000035-       \0050196","3131750531962118111478389680205002                    \0050305","3131750531962118111478389680205002                    \0050305","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645856","645852","Correspondencia pessoal exata; vincular ao cartao existente preservando distrito e campos brutos divergentes."
"315138","315732","31317503319621183119104540592000-                     \0050196","31317503319621183119104540592000-                     \0050196","3131750531962118111478389680205002                    \0050305","3131750531962118111478389680205002                    \0050305","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645859","645852","Correspondencia pessoal exata; vincular ao cartao existente preservando distrito e campos brutos divergentes."
"315139","315732","3131750331962118311911054059200020000000000035-       \0050196","3131750331962118311911054059200020000000000035-       \0050196","3131750531962118111478389680205002                    \0050305","3131750531962118111478389680205002                    \0050305","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645857","645852","Correspondencia pessoal exata; vincular ao cartao existente preservando distrito e campos brutos divergentes."
"315736","315168","3131750531962124312911354059200005200000000035-       \0050305","3131750531962124312911354059200005200000000035-       \0050305","3131750331962124111478389680208003                    \0050202","3131750331962124111478389680208003                    \0050202","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645897","645891","Correspondencia pessoal exata; vincular ao cartao existente preservando distrito e campos brutos divergentes."
"101866","102976","14143305141502033529101570792000-                     \0015402","14143305141502033529101570792000-                     \0015402","1414330714150203151498389680204002                    \0015568","1414330714150203151498389680204002                    \0015568","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","109002","108997","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"102085","101863","14143307141500703519101540792000-                     \0015435","14143307141500703519101540792000-                     \0015435","1414330514150070151598389680204001                    \0015402","1414330514150070151598389680204001                    \0015402","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","108104","108099","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"102086","101863","14143307141500703529103540792000-                     \0015435","14143307141500703529103540792000-                     \0015435","1414330514150070151598389680204001                    \0015402","1414330514150070151598389680204001                    \0015402","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","108103","108099","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"102087","101863","14143307141500703529105540792000311-                  \0015435","14143307141500703529105540792000311-                  \0015435","1414330514150070151598389680204001                    \0015402","1414330514150070151598389680204001                    \0015402","data/release_legacy/Censo.1960.amostra.25porcento.ce.gz","108102","108099","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209262","216197","21213505212381193329105552092000311-                  \0032404","21213505212381193329105552092000311-                  \0032404","2121352521238119131498380580203002                    \0033549","2121352521238119131498380580203002                    \0033549","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305673","305668","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209263","216197","21213505212381193319102552092000-                     \0032404","21213505212381193319102552092000-                     \0032404","2121352521238119131498380580203002                    \0033549","2121352521238119131498380580203002                    \0033549","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305674","305668","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209264","216197","21213505212381193319107552092000311-                  \0032404","21213505212381193319107552092000311-                  \0032404","2121352521238119131498380580203002                    \0033549","2121352521238119131498380580203002                    \0033549","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305671","305668","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209265","216197","2121350521238119332813655209092031100752050534-       \0032404","2121350521238119332813655209092031100752050534-       \0032404","2121352521238119131498380580203002                    \0033549","2121352521238119131498380580203002                    \0033549","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305670","305668","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209266","216201","2121350521238120332911057209200007210000000035-       \0032404","2121350521238120332911057209200007210000000035-       \0032404","2121352521238120131478942579106003                    \0033550","2121352521238120131478942579106003                    \0033550","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305679","305676","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209267","216201","2121350521238120332813757189091818210648010134-       \0032404","2121350521238120332813757189091818210648010134-       \0032404","2121352521238120131478942579106003                    \0033550","2121352521238120131478942579106003                    \0033550","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305678","305676","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209268","216201","2121350521238120332214057189131831100000000034-       \0032404","2121350521238120332214057189131831100000000034-       \0032404","2121352521238120131478942579106003                    \0033550","2121352521238120131478942579106003                    \0033550","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305681","305676","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209269","216201","2121350521238120332116057189121831100400070639-       \0032404","2121350521238120332116057189121831100400070639-       \0032404","2121352521238120131478942579106003                    \0033550","2121352521238120131478942579106003                    \0033550","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305680","305676","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209383","216215","2121350521238140332812957209200017320654050534-       \0032420","2121350521238140332812957209200017320654050534-       \0032420","2121352521238140131483940570205003                    \0033554","2121352521238140131483940570205003                    \0033554","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305809","305807","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209384","216215","21213505212381403319104572092000-                     \0032420","21213505212381403319104572092000-                     \0032420","2121352521238140131483940570205003                    \0033554","2121352521238140131483940570205003                    \0033554","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305811","305807","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209385","216215","21213505212381403329101572092000-                     \0032420","21213505212381403329101572092000-                     \0032420","2121352521238140131483940570205003                    \0033554","2121352521238140131483940570205003                    \0033554","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305813","305807","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209386","216215","21213505212381403329105572092000311-                  \0032420","21213505212381403329105572092000311-                  \0032420","2121352521238140131483940570205003                    \0033554","2121352521238140131483940570205003                    \0033554","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305810","305807","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209387","216215","21213505212381403319103572092000-                     \0032420","21213505212381403319103572092000-                     \0032420","2121352521238140131483940570205003                    \0033554","2121352521238140131483940570205003                    \0033554","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305812","305807","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209388","216215","21213505212381403319002572092000-                     \0032420","21213505212381403319002572092000-                     \0032420","2121352521238140131483940570205003                    \0033554","2121352521238140131483940570205003                    \0033554","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","305814","305807","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209612","216241","2121350521238188332812554209192011100758000034-       \0032459","2121350521238188332812554209192011100758000034-       \0032459","2121352521238188131581360570203001                    \0033563","2121352521238188131581360570203001                    \0033563","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","306064","306062","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209663","216249","21213505212382013329108572092000311-                  \0032469","21213505212382013329108572092000311-                  \0032469","2121352521238201131481360570206003                    \0033566","2121352521238201131481360570206003                    \0033566","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","306125","306121","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209664","216249","21213505212382013329105542092000311-                  \0032469","21213505212382013329105542092000311-                  \0032469","2121352521238201131481360570206003                    \0033566","2121352521238201131481360570206003                    \0033566","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","306126","306121","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209665","216249","21213505212382013329102542092000-                     \0032469","21213505212382013329102542092000-                     \0032469","2121352521238201131481360570206003                    \0033566","2121352521238201131481360570206003                    \0033566","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","306128","306121","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209666","216254","21213505212382023329103542092000-                     \0032469","21213505212382023329103542092000-                     \0032469","2121352521238202131478360670203001                    \0033567","2121352521238202131478360670203001                    \0033567","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","306132","306129","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"209667","216254","2121350521238202332813254209192031100650020134-       \0032469","2121350521238202332813254209192031100650020134-       \0032469","2121352521238202131478360670203001                    \0033567","2121352521238202131478360670203001                    \0033567","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","306131","306129","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315181","315737","3131750331962125312812257059200015200655030334-       \0050202","3131750331962125312812257059200015200655030334-       \0050202","3131750531962125111498389570207004                    \0050306","3131750531962125111498389570207004                    \0050306","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645907","645905","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315182","315737","31317503319621253129102570592000-                     \0050202","31317503319621253129102570592000-                     \0050202","3131750531962125111498389570207004                    \0050306","3131750531962125111498389570207004                    \0050306","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645910","645905","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315183","315737","31317503319621253119104570592000-                     \0050202","31317503319621253119104570592000-                     \0050202","3131750531962125111498389570207004                    \0050306","3131750531962125111498389570207004                    \0050306","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645908","645905","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315184","315737","31317503319621253129103570592000-                     \0050202","31317503319621253129103570592000-                     \0050202","3131750531962125111498389570207004                    \0050306","3131750531962125111498389570207004                    \0050306","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","645909","645905","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315535","315759","3131750331962195352812054059200031100851050334-       \0050267","3131750331962195352812054059200031100851050334-       \0050267","3131750531962195151478384680205003                    \0050311","3131750531962195151478384680205003                    \0050311","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646286","646284","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315536","315759","31317503319621953529105540592000311-                  \0050267","31317503319621953529105540592000311-                  \0050267","3131750531962195151478384680205003                    \0050311","3131750531962195151478384680205003                    \0050311","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646288","646284","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315537","315759","31317503319621953519106540592000311-                  \0050267","31317503319621953519106540592000311-                  \0050267","3131750531962195151478384680205003                    \0050311","3131750531962195151478384680205003                    \0050311","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646287","646284","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315538","315759","31317503319621953519102540592000-                     \0050267","31317503319621953519102540592000-                     \0050267","3131750531962195151478384680205003                    \0050311","3131750531962195151478384680205003                    \0050311","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646289","646284","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315629","315762","3131750331962212352812454059200031100857020234-       \0050283","3131750331962212352812454059200031100857020234-       \0050283","3131750531962212151478389680203002                    \0050312","3131750531962212151478389680203002                    \0050312","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646383","646381","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315630","315762","3131750331962212351911254059200031100000000031-       \0050283","3131750331962212351911254059200031100000000031-       \0050283","3131750531962212151478389680203002                    \0050312","3131750531962212151478389680203002                    \0050312","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646384","646381","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315631","315762","31317503319622123519106540592000311-                  \0050283","31317503319622123519106540592000311-                  \0050283","3131750531962212151478389680203002                    \0050312","3131750531962212151478389680203002                    \0050312","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646386","646381","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315632","315762","31317503319622123529101540592000-                     \0050283","31317503319622123529101540592000-                     \0050283","3131750531962212151478389680203002                    \0050312","3131750531962212151478389680203002                    \0050312","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646387","646381","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315633","315762","31317503319622123519004540592000-                     \0050283","31317503319622123519004540592000-                     \0050283","3131750531962212151478389680203002                    \0050312","3131750531962212151478389680203002                    \0050312","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646388","646381","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315634","315762","3131750331962212352911154059200031100000000034-       \0050283","3131750331962212352911154059200031100000000034-       \0050283","3131750531962212151478389680203002                    \0050312","3131750531962212151478389680203002                    \0050312","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646385","646381","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315635","315764","31317503319622133519109570592000311-                  \0050283","31317503319622133519109570592000311-                  \0050283","3131750531962213151598389680204001                    \0050313","3131750531962213151598389680204001                    \0050313","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646392","646389","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315636","315764","31317503319622133519107570592000311-                  \0050283","31317503319622133519107570592000311-                  \0050283","3131750531962213151598389680204001                    \0050313","3131750531962213151598389680204001                    \0050313","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646393","646389","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315637","315764","3131750331962213352812957059200031100850080634-       \0050283","3131750331962213352812957059200031100850080634-       \0050283","3131750531962213151598389680204001                    \0050313","3131750531962213151598389680204001                    \0050313","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646391","646389","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315638","315764","31317503319622133529104570592000-                     \0050283","31317503319622133529104570592000-                     \0050283","3131750531962213151598389680204001                    \0050313","3131750531962213151598389680204001                    \0050313","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646396","646389","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315639","315764","31317503319622133519106570592000311-                  \0050283","31317503319622133519106570592000311-                  \0050283","3131750531962213151598389680204001                    \0050313","3131750531962213151598389680204001                    \0050313","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646394","646389","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315640","315764","31317503319622133519105570592000311-                  \0050283","31317503319622133519105570592000311-                  \0050283","3131750531962213151598389680204001                    \0050313","3131750531962213151598389680204001                    \0050313","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646395","646389","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"315641","315764","31317503319622133529004570592000-                     \0050283","31317503319622133529004570592000-                     \0050283","3131750531962213151598389680204001                    \0050313","3131750531962213151598389680204001                    \0050313","data/release_legacy/Censo.1960.amostra.25porcento.ba.gz","646397","646389","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"426964","427252","40422003414821983519101571692000-                     \0068145","40422003414821983519101571692000-                     \0068145","4042200541482198151478389680206002                    \0068190","4042200541482198151478389680206002                    \0068190","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","970018","970010","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"426965","427286","40422003414822053529105571692000311-                  \0068145","40422003414822053529105571692000311-                  \0068145","4042200541482205151478389680209004                    \0068197","4042200541482205151478389680209004                    \0068197","data/release_legacy/Censo.1960.amostra.25porcento.mg.gz","970050","970046","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"572027","572108","5252250152372142312813855169191616200845070634-       \0090361","5252250152372142312813855169191616200845070634-       \0090361","5252250352372142111480289680205002                    \0090376","5252250352372142111480289680205002                    \0090376","data/release_legacy/Censo.1960.amostra.25porcento.rj.gz","184294","184292","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"673340","673440","6062343360596076312816954269200017210611050534-       \0108976","6062343360596076312816954269200017210611050534-       \0108976","6062343560596076111478942579110005                    \0108997","6062343560596076111478942579110005                    \0108997","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","1791201","1791199","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781682","781984","60632701640301893519106542692000311-                  \0128365","60632701640301893519106542692000311-                  \0128365","6063270364030189151498389680205002                    \0128418","6063270364030189151498389680205002                    \0128418","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986493","3986489","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781683","781984","6063270164030189352813154269082615200851050534-       \0128365","6063270164030189352813154269082615200851050534-       \0128365","6063270364030189151498389680205002                    \0128418","6063270364030189151498389680205002                    \0128418","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986491","3986489","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781684","781984","60632701640301893529108542692000311-                  \0128365","60632701640301893529108542692000311-                  \0128365","6063270364030189151498389680205002                    \0128418","6063270364030189151498389680205002                    \0128418","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986492","3986489","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781685","781984","60632701640301893519101542692000-                     \0128365","60632701640301893519101542692000-                     \0128365","6063270364030189151498389680205002                    \0128418","6063270364030189151498389680205002                    \0128418","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986496","3986489","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781686","781984","60632701640301893529102542692000-                     \0128365","60632701640301893529102542692000-                     \0128365","6063270364030189151498389680205002                    \0128418","6063270364030189151498389680205002                    \0128418","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986495","3986489","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781721","781989","60632701640301963519101642692000-                     \0128371","60632701640301963519101642692000-                     \0128371","6063270364030196151478289670204001                    \0128419","6063270364030196151478289670204001                    \0128419","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986536","3986533","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
"781722","781989","6063270164030196352812064269200015200758010134-       \0128371","6063270164030196352812064269200015200758010134-       \0128371","6063270364030196151478289670204001                    \0128419","6063270364030196151478289670204001                    \0128419","data/release_legacy/Censo.1960.amostra.25porcento.sp.gz","3986535","3986533","Pessoa unica com 25 quesitos exatos; cartoes unicos com 15 campos e distrito exatos; composicao integral e UF/municipio/situacao de todas as pessoas conferidos. Corrige somente vinculo; distrito e campos pessoais brutos permanecem."
