dataset,coluna,tipo_atual,tipo_alvo,n,nonnum,frac,lz,mn,mx
2000_tracts_instrucao,instrucao1_V2360,int32,int32,212508,0,0,0,0,41
2000_tracts_instrucao,instrucao1_V2361,int32,int32,212508,0,0,0,0,40
2000_tracts_instrucao,instrucao1_V2362,int32,int32,212508,0,0,0,0,52
2000_tracts_instrucao,instrucao1_V2363,int32,int32,212508,0,0,0,0,34
2000_tracts_instrucao,instrucao1_V2364,int32,int32,212508,0,0,0,0,42
2000_tracts_instrucao,instrucao1_V2365,int32,int32,212508,0,0,0,0,46
2000_tracts_instrucao,instrucao1_V2366,int32,int32,212508,0,0,0,0,36
2000_tracts_instrucao,instrucao1_V2367,int32,int32,212508,0,0,0,0,93
2000_tracts_instrucao,instrucao1_V2368,int32,int32,212508,0,0,0,0,32
2000_tracts_instrucao,instrucao1_V2369,int32,int32,212508,0,0,0,0,41
2000_tracts_instrucao,instrucao1_V2370,int32,int32,212508,0,0,0,0,25
2000_tracts_instrucao,instrucao1_V2371,int32,int32,212508,0,0,0,0,31
2000_tracts_instrucao,instrucao1_V2372,int32,int32,212508,0,0,0,0,31
2000_tracts_instrucao,instrucao1_V2373,int32,int32,212508,0,0,0,0,33
2000_tracts_instrucao,instrucao1_V2374,int32,int32,212508,0,0,0,0,43
2000_tracts_instrucao,instrucao1_V2375,int32,int32,212508,0,0,0,0,39
2000_tracts_instrucao,instrucao1_V2376,int32,int32,212508,0,0,0,0,46
2000_tracts_instrucao,instrucao1_V2377,int32,int32,212508,0,0,0,0,84
2000_tracts_instrucao,instrucao1_V2378,int32,int32,212508,0,0,0,0,39
2000_tracts_instrucao,instrucao1_V2379,int32,int32,212508,0,0,0,0,34
2000_tracts_instrucao,instrucao1_V2380,int32,int32,212508,0,0,0,0,36
2000_tracts_instrucao,instrucao1_V2381,int32,int32,212508,0,0,0,0,36
2000_tracts_instrucao,instrucao1_V2382,int32,int32,212508,0,0,0,0,39
2000_tracts_instrucao,instrucao1_V2383,int32,int32,212508,0,0,0,0,31
2000_tracts_instrucao,instrucao1_V2384,int32,int32,212508,0,0,0,0,29
2000_tracts_instrucao,instrucao1_V2385,int32,int32,212508,0,0,0,0,33
2000_tracts_instrucao,instrucao1_V2386,int32,int32,212508,0,0,0,0,27
2000_tracts_instrucao,instrucao1_V2387,int32,int32,212508,0,0,0,0,34
2000_tracts_instrucao,instrucao1_V2388,int32,int32,212508,0,0,0,0,23
2000_tracts_instrucao,instrucao1_V2389,int32,int32,212508,0,0,0,0,30
2000_tracts_instrucao,instrucao1_V2390,int32,int32,212508,0,0,0,0,25
2000_tracts_instrucao,instrucao1_V2391,int32,int32,212508,0,0,0,0,22
2000_tracts_instrucao,instrucao1_V2392,int32,int32,212508,0,0,0,0,30
2000_tracts_instrucao,instrucao1_V2393,int32,int32,212508,0,0,0,0,31
2000_tracts_instrucao,instrucao1_V2394,int32,int32,212508,0,0,0,0,28
2000_tracts_instrucao,instrucao1_V2395,int32,int32,212508,0,0,0,0,29
2000_tracts_instrucao,instrucao1_V2396,int32,int32,212508,0,0,0,0,21
2000_tracts_instrucao,instrucao1_V2397,int32,int32,212508,0,0,0,0,32
2000_tracts_instrucao,instrucao1_V2398,int32,int32,212508,0,0,0,0,21
2000_tracts_instrucao,instrucao1_V2399,int32,int32,212508,0,0,0,0,19
2000_tracts_instrucao,instrucao1_V2400,int32,int32,212508,0,0,0,0,22
2000_tracts_instrucao,instrucao1_V2401,int32,int32,212508,0,0,0,0,23
2000_tracts_instrucao,instrucao1_V2402,int32,int32,212508,0,0,0,0,28
2000_tracts_instrucao,instrucao1_V2403,int32,int32,212508,0,0,0,0,24
2000_tracts_instrucao,instrucao1_V2404,int32,int32,212508,0,0,0,0,21
2000_tracts_instrucao,instrucao1_V2405,int32,int32,212508,0,0,0,0,22
2000_tracts_instrucao,instrucao1_V2406,int32,int32,212508,0,0,0,0,19
2000_tracts_instrucao,instrucao1_V2407,int32,int32,212508,0,0,0,0,23
2000_tracts_instrucao,instrucao1_V2408,int32,int32,212508,0,0,0,0,17
2000_tracts_instrucao,instrucao1_V2409,int32,int32,212508,0,0,0,0,17
2000_tracts_instrucao,instrucao1_V2410,int32,int32,212508,0,0,0,0,18
2000_tracts_instrucao,instrucao1_V2411,int32,int32,212508,0,0,0,0,14
2000_tracts_instrucao,instrucao1_V2412,int32,int32,212508,0,0,0,0,17
2000_tracts_instrucao,instrucao1_V2413,int32,int32,212508,0,0,0,0,13
2000_tracts_instrucao,instrucao1_V2414,int32,int32,212508,0,0,0,0,15
2000_tracts_instrucao,instrucao1_V2415,int32,int32,212508,0,0,0,0,16
2000_tracts_instrucao,instrucao1_V2416,int32,int32,212508,0,0,0,0,13
2000_tracts_instrucao,instrucao1_V2417,int32,int32,212508,0,0,0,0,68
2000_tracts_instrucao,instrucao1_V2418,int32,int32,212508,0,0,0,0,674
2000_tracts_instrucao,instrucao1_V2419,int32,int32,212508,0,0,0,0,406
2000_tracts_instrucao,instrucao1_V2420,int32,int32,212508,0,0,0,0,219
2000_tracts_instrucao,instrucao1_V2421,int32,int32,212508,0,0,0,0,241
2000_tracts_instrucao,instrucao1_V2422,int32,int32,212508,0,0,0,0,174
2000_tracts_instrucao,instrucao1_V2423,int32,int32,212508,0,0,0,0,166
2000_tracts_instrucao,instrucao1_V2424,int32,int32,212508,0,0,0,0,164
2000_tracts_instrucao,instrucao1_V2425,int32,int32,212508,0,0,0,0,182
2000_tracts_instrucao,instrucao1_V2426,int32,int32,212508,0,0,0,0,154
2000_tracts_instrucao,instrucao1_V2427,int32,int32,212508,0,0,0,0,123
2000_tracts_instrucao,instrucao1_V2428,int32,int32,212508,0,0,0,0,137
2000_tracts_instrucao,instrucao1_V2429,int32,int32,212508,0,0,0,0,97
2000_tracts_instrucao,instrucao1_V2430,int32,int32,212508,0,0,0,0,109
2000_tracts_instrucao,instrucao1_V2431,int32,int32,212508,0,0,0,0,74
2000_tracts_instrucao,instrucao1_V2432,int32,int32,212508,0,0,0,0,62
2000_tracts_instrucao,instrucao1_V2433,int32,int32,212508,0,0,0,0,68
2000_tracts_instrucao,instrucao2_V2434,int32,int32,212508,0,0,0,0,1848
2000_tracts_instrucao,instrucao2_V2435,int32,int32,212508,0,0,0,0,1407
2000_tracts_instrucao,instrucao2_V2436,int32,int32,212508,0,0,0,0,2034
2000_tracts_instrucao,instrucao2_V2437,int32,int32,212508,0,0,0,0,78
2000_tracts_instrucao,instrucao2_V2438,int32,int32,212508,0,0,0,0,177
2000_tracts_instrucao,instrucao2_V2439,int32,int32,212508,0,0,0,0,174
2000_tracts_instrucao,instrucao2_V2440,int32,int32,212508,0,0,0,0,830
2000_tracts_instrucao,instrucao2_V2441,int32,int32,212508,0,0,0,0,445
2000_tracts_instrucao,instrucao2_V2442,int32,int32,212508,0,0,0,0,429
2000_tracts_instrucao,instrucao2_V2443,int32,int32,212508,0,0,0,0,320
2000_tracts_instrucao,instrucao2_V2444,int32,int32,212508,0,0,0,0,32
2000_tracts_instrucao,instrucao2_V2445,int32,int32,212508,0,0,0,0,3263
2000_tracts_instrucao,instrucao2_V2446,int32,int32,212508,0,0,0,0,651
2000_tracts_instrucao,instrucao2_V2447,int32,int32,212508,0,0,0,0,504
2000_tracts_instrucao,instrucao2_V2448,int32,int32,212508,0,0,0,0,1156
2000_tracts_instrucao,instrucao2_V2449,int32,int32,212508,0,0,0,0,68
2000_tracts_instrucao,instrucao2_V2450,int32,int32,212508,0,0,0,0,146
2000_tracts_instrucao,instrucao2_V2451,int32,int32,212508,0,0,0,0,53
2000_tracts_instrucao,instrucao2_V2452,int32,int32,212508,0,0,0,0,155
2000_tracts_instrucao,instrucao2_V2453,int32,int32,212508,0,0,0,0,226
2000_tracts_instrucao,instrucao2_V2454,int32,int32,212508,0,0,0,0,68
2000_tracts_instrucao,instrucao2_V2455,int32,int32,212508,0,0,0,0,60
2000_tracts_instrucao,instrucao2_V2456,int32,int32,212508,0,0,0,0,8
2000_tracts_instrucao,instrucao2_V2457,int32,int32,212508,0,0,0,0,1092
2000_tracts_instrucao,instrucao2_V2458,int32,int32,212508,0,0,0,0,1305
2000_tracts_instrucao,instrucao2_V2459,int32,int32,212508,0,0,0,0,730
2000_tracts_instrucao,instrucao2_V2460,int32,int32,212508,0,0,0,0,297
2000_tracts_instrucao,instrucao2_V2461,int32,int32,212508,0,0,0,0,376
2000_tracts_instrucao,instrucao2_V2462,int32,int32,212508,0,0,0,0,589
2000_tracts_instrucao,instrucao2_V2463,int32,int32,212508,0,0,0,0,327
2000_tracts_instrucao,instrucao2_V2464,int32,int32,212508,0,0,0,0,159
2000_tracts_instrucao,instrucao2_V2465,int32,int32,212508,0,0,0,0,132
2000_tracts_instrucao,instrucao2_V2466,int32,int32,212508,0,0,0,0,293
2000_tracts_instrucao,instrucao2_V2467,int32,int32,212508,0,0,0,0,76
2000_tracts_instrucao,instrucao2_V2468,int32,int32,212508,0,0,0,0,145
2000_tracts_instrucao,instrucao2_V2469,int32,int32,212508,0,0,0,0,437
2000_tracts_instrucao,instrucao2_V2470,int32,int32,212508,0,0,0,0,44
2000_tracts_instrucao,instrucao2_V2471,int32,int32,212508,0,0,0,0,76
2000_tracts_instrucao,instrucao2_V2472,int32,int32,212508,0,0,0,0,222
2000_tracts_instrucao,instrucao2_V2473,int32,int32,212508,0,0,0,0,343
2000_tracts_instrucao,instrucao2_V2474,int32,int32,212508,0,0,0,0,441
2000_tracts_instrucao,instrucao2_V2475,int32,int32,212508,0,0,0,0,294
2000_tracts_instrucao,instrucao2_V2476,int32,int32,212508,0,0,0,0,117
2000_tracts_instrucao,instrucao2_V2477,int32,int32,212508,0,0,0,0,740
2000_tracts_instrucao,instrucao2_V2478,int32,int32,212508,0,0,0,0,363
2000_tracts_instrucao,instrucao2_V2479,int32,int32,212508,0,0,0,0,274
2000_tracts_instrucao,instrucao2_V2480,int32,int32,212508,0,0,0,0,298
2000_tracts_instrucao,instrucao2_V2481,int32,int32,212508,0,0,0,0,496
2000_tracts_instrucao,instrucao2_V2482,int32,int32,212508,0,0,0,0,253
2000_tracts_instrucao,instrucao2_V2483,int32,int32,212508,0,0,0,0,116
2000_tracts_instrucao,instrucao2_V2484,int32,int32,212508,0,0,0,0,105
2000_tracts_instrucao,instrucao2_V2485,int32,int32,212508,0,0,0,0,272
2000_tracts_instrucao,instrucao2_V2486,int32,int32,212508,0,0,0,0,63
2000_tracts_instrucao,instrucao2_V2487,int32,int32,212508,0,0,0,0,137
2000_tracts_instrucao,instrucao2_V2488,int32,int32,212508,0,0,0,0,419
2000_tracts_instrucao,instrucao2_V2489,int32,int32,212508,0,0,0,0,42
2000_tracts_instrucao,instrucao2_V2490,int32,int32,212508,0,0,0,0,74
2000_tracts_instrucao,instrucao2_V2491,int32,int32,212508,0,0,0,0,221
2000_tracts_instrucao,instrucao2_V2492,int32,int32,212508,0,0,0,0,336
2000_tracts_instrucao,instrucao2_V2493,int32,int32,212508,0,0,0,0,433
2000_tracts_instrucao,instrucao2_V2494,int32,int32,212508,0,0,0,0,291
2000_tracts_instrucao,instrucao2_V2495,int32,int32,212508,0,0,0,0,113
2000_tracts_instrucao,instrucao2_V2496,int32,int32,212508,0,0,0,0,920
2000_tracts_instrucao,instrucao2_V2497,int32,int32,212508,0,0,0,0,381
2000_tracts_instrucao,instrucao2_V2498,int32,int32,212508,0,0,0,0,167
2000_tracts_instrucao,instrucao2_V2499,int32,int32,212508,0,0,0,0,180
2000_tracts_instrucao,instrucao2_V2500,int32,int32,212508,0,0,0,0,145
2000_tracts_instrucao,instrucao2_V2501,int32,int32,212508,0,0,0,0,117
2000_tracts_instrucao,instrucao2_V2502,int32,int32,212508,0,0,0,0,52
2000_tracts_instrucao,instrucao2_V2503,int32,int32,212508,0,0,0,0,43
2000_tracts_instrucao,instrucao2_V2504,int32,int32,212508,0,0,0,0,70
2000_tracts_instrucao,instrucao2_V2505,int32,int32,212508,0,0,0,0,20
2000_tracts_instrucao,instrucao2_V2506,int32,int32,212508,0,0,0,0,26
2000_tracts_instrucao,instrucao2_V2507,int32,int32,212508,0,0,0,0,54
2000_tracts_instrucao,instrucao2_V2508,int32,int32,212508,0,0,0,0,6
2000_tracts_instrucao,instrucao2_V2509,int32,int32,212508,0,0,0,0,8
2000_tracts_instrucao,instrucao2_V2510,int32,int32,212508,0,0,0,0,9
2000_tracts_instrucao,instrucao2_V2511,int32,int32,212508,0,0,0,0,22
2000_tracts_instrucao,instrucao2_V2512,int32,int32,212508,0,0,0,0,17
2000_tracts_instrucao,instrucao2_V2513,int32,int32,212508,0,0,0,0,24
2000_tracts_instrucao,instrucao2_V2514,int32,int32,212508,0,0,0,0,34
2000_tracts_instrucao,instrucao2_V2515,int32,int32,212508,0,0,0,0,893
2000_tracts_instrucao,instrucao2_V2516,int32,int32,212508,0,0,0,0,400
2000_tracts_instrucao,instrucao2_V2517,int32,int32,212508,0,0,0,0,217
2000_tracts_instrucao,instrucao2_V2518,int32,int32,212508,0,0,0,0,294
2000_tracts_instrucao,instrucao2_V2519,int32,int32,212508,0,0,0,0,399
2000_tracts_instrucao,instrucao2_V2520,int32,int32,212508,0,0,0,0,227
2000_tracts_instrucao,instrucao2_V2521,int32,int32,212508,0,0,0,0,131
2000_tracts_instrucao,instrucao2_V2522,int32,int32,212508,0,0,0,0,103
2000_tracts_instrucao,instrucao2_V2523,int32,int32,212508,0,0,0,0,204
2000_tracts_instrucao,instrucao2_V2524,int32,int32,212508,0,0,0,0,61
2000_tracts_instrucao,instrucao2_V2525,int32,int32,212508,0,0,0,0,76
2000_tracts_instrucao,instrucao2_V2526,int32,int32,212508,0,0,0,0,282
2000_tracts_instrucao,instrucao2_V2527,int32,int32,212508,0,0,0,0,35
2000_tracts_instrucao,instrucao2_V2528,int32,int32,212508,0,0,0,0,35
2000_tracts_instrucao,instrucao2_V2529,int32,int32,212508,0,0,0,0,82
2000_tracts_instrucao,instrucao2_V2530,int32,int32,212508,0,0,0,0,159
2000_tracts_instrucao,instrucao2_V2531,int32,int32,212508,0,0,0,0,139
2000_tracts_instrucao,instrucao2_V2532,int32,int32,212508,0,0,0,0,224
2000_tracts_instrucao,instrucao2_V2533,int32,int32,212508,0,0,0,0,79
2000_tracts_instrucao,instrucao2_V2534,int32,int32,212508,0,0,0,0,389
2000_tracts_instrucao,instrucao2_V2535,int32,int32,212508,0,0,0,0,176
2000_tracts_instrucao,instrucao2_V2536,int32,int32,212508,0,0,0,0,121
2000_tracts_instrucao,instrucao2_V2537,int32,int32,212508,0,0,0,0,181
2000_tracts_instrucao,instrucao2_V2538,int32,int32,212508,0,0,0,0,310
2000_tracts_instrucao,instrucao2_V2539,int32,int32,212508,0,0,0,0,155
2000_tracts_instrucao,instrucao2_V2540,int32,int32,212508,0,0,0,0,90
2000_tracts_instrucao,instrucao2_V2541,int32,int32,212508,0,0,0,0,63
2000_tracts_instrucao,instrucao2_V2542,int32,int32,212508,0,0,0,0,156
2000_tracts_instrucao,instrucao2_V2543,int32,int32,212508,0,0,0,0,41
2000_tracts_instrucao,instrucao2_V2544,int32,int32,212508,0,0,0,0,54
2000_tracts_instrucao,instrucao2_V2545,int32,int32,212508,0,0,0,0,267
2000_tracts_instrucao,instrucao2_V2546,int32,int32,212508,0,0,0,0,33
2000_tracts_instrucao,instrucao2_V2547,int32,int32,212508,0,0,0,0,34
2000_tracts_instrucao,instrucao2_V2548,int32,int32,212508,0,0,0,0,74
2000_tracts_instrucao,instrucao2_V2549,int32,int32,212508,0,0,0,0,145
2000_tracts_instrucao,instrucao2_V2550,int32,int32,212508,0,0,0,0,123
2000_tracts_instrucao,instrucao2_V2551,int32,int32,212508,0,0,0,0,201
2000_tracts_instrucao,instrucao2_V2552,int32,int32,212508,0,0,0,0,52
2000_tracts_instrucao,instrucao2_V2553,int32,int32,212508,0,0,0,0,753
2000_tracts_instrucao,instrucao2_V2554,int32,int32,212508,0,0,0,0,282
2000_tracts_instrucao,instrucao2_V2555,int32,int32,212508,0,0,0,0,144
2000_tracts_instrucao,instrucao2_V2556,int32,int32,212508,0,0,0,0,178
2000_tracts_instrucao,instrucao2_V2557,int32,int32,212508,0,0,0,0,138
2000_tracts_instrucao,instrucao2_V2558,int32,int32,212508,0,0,0,0,102
2000_tracts_instrucao,instrucao2_V2559,int32,int32,212508,0,0,0,0,51
2000_tracts_instrucao,instrucao2_V2560,int32,int32,212508,0,0,0,0,43
2000_tracts_instrucao,instrucao2_V2561,int32,int32,212508,0,0,0,0,69
2000_tracts_instrucao,instrucao2_V2562,int32,int32,212508,0,0,0,0,20
2000_tracts_instrucao,instrucao2_V2563,int32,int32,212508,0,0,0,0,26
2000_tracts_instrucao,instrucao2_V2564,int32,int32,212508,0,0,0,0,53
2000_tracts_instrucao,instrucao2_V2565,int32,int32,212508,0,0,0,0,6
2000_tracts_instrucao,instrucao2_V2566,int32,int32,212508,0,0,0,0,7
2000_tracts_instrucao,instrucao2_V2567,int32,int32,212508,0,0,0,0,9
2000_tracts_instrucao,instrucao2_V2568,int32,int32,212508,0,0,0,0,22
2000_tracts_instrucao,instrucao2_V2569,int32,int32,212508,0,0,0,0,17
2000_tracts_instrucao,instrucao2_V2570,int32,int32,212508,0,0,0,0,23
2000_tracts_instrucao,instrucao2_V2571,int32,int32,212508,0,0,0,0,30
2000_tracts_instrucao,instrucao2_V2572,int32,int32,212508,0,0,0,0,630
2000_tracts_instrucao,instrucao2_V2573,int32,int32,212508,0,0,0,0,330
2000_tracts_instrucao,instrucao2_V2574,int32,int32,212508,0,0,0,0,187
2000_tracts_instrucao,instrucao2_V2575,int32,int32,212508,0,0,0,0,158
2000_tracts_instrucao,instrucao2_V2576,int32,int32,212508,0,0,0,0,262
2000_tracts_instrucao,instrucao2_V2577,int32,int32,212508,0,0,0,0,169
2000_tracts_instrucao,instrucao2_V2578,int32,int32,212508,0,0,0,0,67
2000_tracts_instrucao,instrucao2_V2579,int32,int32,212508,0,0,0,0,81
2000_tracts_instrucao,instrucao2_V2580,int32,int32,212508,0,0,0,0,213
2000_tracts_instrucao,instrucao2_V2581,int32,int32,212508,0,0,0,0,40
2000_tracts_instrucao,instrucao2_V2582,int32,int32,212508,0,0,0,0,83
2000_tracts_instrucao,instrucao2_V2583,int32,int32,212508,0,0,0,0,285
2000_tracts_instrucao,instrucao2_V2584,int32,int32,212508,0,0,0,0,26
2000_tracts_instrucao,instrucao2_V2585,int32,int32,212508,0,0,0,0,51
2000_tracts_instrucao,instrucao2_V2586,int32,int32,212508,0,0,0,0,162
2000_tracts_instrucao,instrucao2_V2587,int32,int32,212508,0,0,0,0,227
2000_tracts_instrucao,instrucao2_V2588,int32,int32,212508,0,0,0,0,381
2000_tracts_instrucao,instrucao2_V2589,int32,int32,212508,0,0,0,0,207
2000_tracts_instrucao,instrucao2_V2590,int32,int32,212508,0,0,0,0,76
2000_tracts_instrucao,instrucao2_V2591,int32,int32,212508,0,0,0,0,561
2000_tracts_instrucao,instrucao2_V2592,int32,int32,212508,0,0,0,0,258
2000_tracts_instrucao,instrucao2_V2593,int32,int32,212508,0,0,0,0,183
2000_tracts_instrucao,instrucao2_V2594,int32,int32,212508,0,0,0,0,154
2000_tracts_instrucao,instrucao2_V2595,int32,int32,212508,0,0,0,0,256
2000_tracts_instrucao,instrucao2_V2596,int32,int32,212508,0,0,0,0,154
2000_tracts_instrucao,instrucao2_V2597,int32,int32,212508,0,0,0,0,67
2000_tracts_instrucao,instrucao2_V2598,int32,int32,212508,0,0,0,0,81
2000_tracts_instrucao,instrucao2_V2599,int32,int32,212508,0,0,0,0,211
2000_tracts_instrucao,instrucao2_V2600,int32,int32,212508,0,0,0,0,38
2000_tracts_instrucao,instrucao2_V2601,int32,int32,212508,0,0,0,0,83
2000_tracts_instrucao,instrucao2_V2602,int32,int32,212508,0,0,0,0,282
2000_tracts_instrucao,instrucao2_V2603,int32,int32,212508,0,0,0,0,26
2000_tracts_instrucao,instrucao2_V2604,int32,int32,212508,0,0,0,0,51
2000_tracts_instrucao,instrucao2_V2605,int32,int32,212508,0,0,0,0,162
2000_tracts_instrucao,instrucao2_V2606,int32,int32,212508,0,0,0,0,227
2000_tracts_instrucao,instrucao2_V2607,int32,int32,212508,0,0,0,0,381
2000_tracts_instrucao,instrucao2_V2608,int32,int32,212508,0,0,0,0,207
2000_tracts_instrucao,instrucao2_V2609,int32,int32,212508,0,0,0,0,75
2000_tracts_instrucao,instrucao2_V2610,int32,int32,212508,0,0,0,0,314
2000_tracts_instrucao,instrucao2_V2611,int32,int32,212508,0,0,0,0,99
2000_tracts_instrucao,instrucao2_V2612,int32,int32,212508,0,0,0,0,51
2000_tracts_instrucao,instrucao2_V2613,int32,int32,212508,0,0,0,0,23
2000_tracts_instrucao,instrucao2_V2614,int32,int32,212508,0,0,0,0,20
2000_tracts_instrucao,instrucao2_V2615,int32,int32,212508,0,0,0,0,15
2000_tracts_instrucao,instrucao2_V2616,int32,int32,212508,0,0,0,0,10
2000_tracts_instrucao,instrucao2_V2617,int32,int32,212508,0,0,0,0,9
2000_tracts_instrucao,instrucao2_V2618,int32,int32,212508,0,0,0,0,9
2000_tracts_instrucao,instrucao2_V2619,int32,int32,212508,0,0,0,0,5
2000_tracts_instrucao,instrucao2_V2620,int32,int32,212508,0,0,0,0,12
2000_tracts_instrucao,instrucao2_V2621,int32,int32,212508,0,0,0,0,11
2000_tracts_instrucao,instrucao2_V2622,int32,int32,212508,0,0,0,0,4
2000_tracts_instrucao,instrucao2_V2623,int32,int32,212508,0,0,0,0,3
2000_tracts_instrucao,instrucao2_V2624,int32,int32,212508,0,0,0,0,4
2000_tracts_instrucao,instrucao2_V2625,int32,int32,212508,0,0,0,0,4
2000_tracts_instrucao,instrucao2_V2626,int32,int32,212508,0,0,0,0,4
2000_tracts_instrucao,instrucao2_V2627,int32,int32,212508,0,0,0,0,3
2000_tracts_instrucao,instrucao2_V2628,int32,int32,212508,0,0,0,0,17
2000_tracts_instrucao,instrucao2_V2629,int32,int32,212508,0,0,0,0,76
2000_tracts_instrucao,instrucao2_V2630,int32,int32,212508,0,0,0,0,70
2000_tracts_instrucao,instrucao2_V2631,int32,int32,212508,0,0,0,0,76
2000_tracts_instrucao,instrucao2_V2632,int32,int32,212508,0,0,0,0,36
2000_tracts_instrucao,instrucao2_V2633,int32,int32,212508,0,0,0,0,9
2000_tracts_instrucao,instrucao2_V2634,int32,int32,212508,0,0,0,0,34
2000_tracts_instrucao,instrucao2_V2635,int32,int32,212508,0,0,0,0,61
2000_tracts_instrucao,instrucao2_V2636,int32,int32,212508,0,0,0,0,13
2000_tracts_instrucao,instrucao2_V2637,int32,int32,212508,0,0,0,0,18
2000_tracts_instrucao,instrucao2_V2638,int32,int32,212508,0,0,0,0,47
2000_tracts_instrucao,instrucao2_V2639,int32,int32,212508,0,0,0,0,58
2000_tracts_instrucao,instrucao2_V2640,int32,int32,212508,0,0,0,0,10
2000_tracts_instrucao,instrucao2_V2641,int32,int32,212508,0,0,0,0,17
2000_tracts_instrucao,instrucao2_V2642,int32,int32,212508,0,0,0,0,27
2000_tracts_instrucao,instrucao2_V2643,int32,int32,212508,0,0,0,0,26
2000_tracts_instrucao,instrucao2_V2644,int32,int32,212508,0,0,0,0,13
2000_tracts_instrucao,instrucao2_V2645,int32,int32,212508,0,0,0,0,13
2000_tracts_instrucao,instrucao2_V2646,int32,int32,212508,0,0,0,0,46
2000_tracts_instrucao,instrucao3_V2647,int32,int32,212508,0,0,0,0,3269
2000_tracts_instrucao,instrucao3_V2648,int32,int32,212508,0,0,0,0,1398
2000_tracts_instrucao,instrucao3_V2649,int32,int32,212508,0,0,0,0,19
2000_tracts_instrucao,instrucao3_V2650,int32,int32,212508,0,0,0,0,38
2000_tracts_instrucao,instrucao3_V2651,int32,int32,212508,0,0,0,0,58
2000_tracts_instrucao,instrucao3_V2652,int32,int32,212508,0,0,0,0,87
2000_tracts_instrucao,instrucao3_V2653,int32,int32,212508,0,0,0,0,86
2000_tracts_instrucao,instrucao3_V2654,int32,int32,212508,0,0,0,0,108
2000_tracts_instrucao,instrucao3_V2655,int32,int32,212508,0,0,0,0,96
2000_tracts_instrucao,instrucao3_V2656,int32,int32,212508,0,0,0,0,91
2000_tracts_instrucao,instrucao3_V2657,int32,int32,212508,0,0,0,0,73
2000_tracts_instrucao,instrucao3_V2658,int32,int32,212508,0,0,0,0,69
2000_tracts_instrucao,instrucao3_V2659,int32,int32,212508,0,0,0,0,91
2000_tracts_instrucao,instrucao3_V2660,int32,int32,212508,0,0,0,0,69
2000_tracts_instrucao,instrucao3_V2661,int32,int32,212508,0,0,0,0,79
2000_tracts_instrucao,instrucao3_V2662,int32,int32,212508,0,0,0,0,70
2000_tracts_instrucao,instrucao3_V2663,int32,int32,212508,0,0,0,0,128
2000_tracts_instrucao,instrucao3_V2664,int32,int32,212508,0,0,0,0,212
2000_tracts_instrucao,instrucao3_V2665,int32,int32,212508,0,0,0,0,232
2000_tracts_instrucao,instrucao3_V2666,int32,int32,212508,0,0,0,0,217
2000_tracts_instrucao,instrucao3_V2667,int32,int32,212508,0,0,0,0,222
2000_tracts_instrucao,instrucao3_V2668,int32,int32,212508,0,0,0,0,194
2000_tracts_instrucao,instrucao3_V2669,int32,int32,212508,0,0,0,0,178
2000_tracts_instrucao,instrucao3_V2670,int32,int32,212508,0,0,0,0,172
2000_tracts_instrucao,instrucao3_V2671,int32,int32,212508,0,0,0,0,148
2000_tracts_instrucao,instrucao3_V2672,int32,int32,212508,0,0,0,0,174
2000_tracts_instrucao,instrucao3_V2673,int32,int32,212508,0,0,0,0,145
2000_tracts_instrucao,instrucao3_V2674,int32,int32,212508,0,0,0,0,134
2000_tracts_instrucao,instrucao3_V2675,int32,int32,212508,0,0,0,0,109
2000_tracts_instrucao,instrucao3_V2676,int32,int32,212508,0,0,0,0,104
2000_tracts_instrucao,instrucao3_V2677,int32,int32,212508,0,0,0,0,84
2000_tracts_instrucao,instrucao3_V2678,int32,int32,212508,0,0,0,0,90
2000_tracts_instrucao,instrucao3_V2679,int32,int32,212508,0,0,0,0,84
2000_tracts_instrucao,instrucao3_V2680,int32,int32,212508,0,0,0,0,70
2000_tracts_instrucao,instrucao3_V2681,int32,int32,212508,0,0,0,0,55
2000_tracts_instrucao,instrucao3_V2682,int32,int32,212508,0,0,0,0,60
2000_tracts_instrucao,instrucao3_V2683,int32,int32,212508,0,0,0,0,46
2000_tracts_instrucao,instrucao3_V2684,int32,int32,212508,0,0,0,0,66
2000_tracts_instrucao,instrucao3_V2685,int32,int32,212508,0,0,0,0,48
2000_tracts_instrucao,instrucao3_V2686,int32,int32,212508,0,0,0,0,49
2000_tracts_instrucao,instrucao3_V2687,int32,int32,212508,0,0,0,0,40
2000_tracts_instrucao,instrucao3_V2688,int32,int32,212508,0,0,0,0,33
2000_tracts_instrucao,instrucao3_V2689,int32,int32,212508,0,0,0,0,46
2000_tracts_instrucao,instrucao3_V2690,int32,int32,212508,0,0,0,0,31
2000_tracts_instrucao,instrucao3_V2691,int32,int32,212508,0,0,0,0,30
2000_tracts_instrucao,instrucao3_V2692,int32,int32,212508,0,0,0,0,31
2000_tracts_instrucao,instrucao3_V2693,int32,int32,212508,0,0,0,0,26
2000_tracts_instrucao,instrucao3_V2694,int32,int32,212508,0,0,0,0,33
2000_tracts_instrucao,instrucao3_V2695,int32,int32,212508,0,0,0,0,27
2000_tracts_instrucao,instrucao3_V2696,int32,int32,212508,0,0,0,0,29
2000_tracts_instrucao,instrucao3_V2697,int32,int32,212508,0,0,0,0,21
2000_tracts_instrucao,instrucao3_V2698,int32,int32,212508,0,0,0,0,22
2000_tracts_instrucao,instrucao3_V2699,int32,int32,212508,0,0,0,0,21
